Symbol	Name	Currency	Exchange	Instrument.Long.Name	Isin	Segment.code	Sector.code
CW8	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI WORLD UCITS ETF - A	FR0010756098	ETF2	EFEU
ANX	AMUNDI ETF	GBX	LSE	AMUNDI ETF NASDAQ-100 UCITS ETF - A	FR0010892216	ETF2	EFEU
500	AMUNDI ETF	GBX	LSE	AMUNDI ETF S&P 500 UCITS ETF - A	FR0010892224	ETF2	EFEU
SGVL	LYXOR INDEX FUND	GBX	LSE	LYXOR UCITS SG GLOBAL VALUE BETA	LU1081771369	ETF2	EFEU
CNAL	MULTI UNITS FRANCE	GBX	LSE	LYXOR FORTUNE SG UCITS ETF MSCI CHINA A	FR0011720911	ETF2	EFEU
JPXG	MULTI UNITS FRANCE	GBX	LSE	LYXOR UCITS ETF JPX-NIKKEI 400	FR0012144582	ETF2	EFEU
USTY	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR BARCLAYS US TREAS BOND ETF	IE00B44CND37	ETF2	EFEU
UC67	UBS ETF	USD	LSE	UBS ETF - MSCI USA UCITS ETF (USD) A-DIS	LU0136234654	ETF2	EFEU
VDEV	VANGUARD FUNDS PLC	USD	LSE	VANGUARD FTSE DEVELOPED WORLD UCITS ETF	IE00BKX55T58	ETF2	EFEU
VDNR	VANGUARD FUNDS PLC	USD	LSE	VANGUARD FTSE NORTH AMERICA UCITS ETF	IE00BKX55R35	ETF2	EFEU
CRBU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF COMMODITIES CRB TR	FR0010318998	ETF2	EFEU
INRU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF MSCI INDIA	FR0010375766	ETF2	EFEU
RIOU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF BRAZIL (IBOVESPA)	FR0010413294	ETF2	EFEU
LEMD	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF MSCI EMERGING MARKETS	FR0010435297	ETF2	EFEU
EURL	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR FTSE EPRA EUR EX UK RE	IE00BSJCQV56	ETF2	EFEU
LCRP	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR BARCLAYS 10+ US CORP BD UCITS ETF	IE00BZ0G8860	ETF2	EFEU
UTIP	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR BARCLAYS US TIPS UCITS ETF	IE00BZ0G8977	ETF2	EFEU
VDMV	VANGUARD FUNDS PLC	USD	LSE	VANGUARD GLOBAL MIN VOLATILITY UCITS ETF	IE00BYYR0C64	ETF2	EFEU
VDVA	VANGUARD FUNDS PLC	USD	LSE	VANGUARD GLOBAL VALUE FACTOR UCITS ETF	IE00BYYR0B57	ETF2	EFEU
VDMO	VANGUARD FUNDS PLC	USD	LSE	VANGUARD GLBL MOMENTUM FACTOR UCITS ETF	IE00BYYR0935	ETF2	EFEU
VDLQ	VANGUARD FUNDS PLC	USD	LSE	VANGUARD GLBL LIQUIDITY FACTOR UCITS ETF	IE00BYYR0D71	ETF2	EFEU
MELG	MULTI UNITS LUXEMBOURG	GBX	LSE	LYXOR ETF S&P GSCI INDUSTRIAL METALS £	LU0692031080	ETF2	EFEU
MOMG	MULTI UNITS LUXEMBOURG	GBX	LSE	LYXOR ETF BROAD COMMODITIES MOMENTUM TR	LU0721447752	ETF2	EFEU
OPTG	MULTI UNITS LUXEMBOURG	GBX	LSE	LYXOR ETF BROAD COMMODITIES OPTIMIX TR	LU0721448131	ETF2	EFEU
GSAG	MULTI UNITS LUXEMBOURG	GBX	LSE	LYXOR ETF S&P GSCI AGGREGATE 3 MONTH FWD	LU0721447240	ETF2	EFEU
EMCB	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR EMERGING MARKETS CORPORATE BOND ETF	IE00B7LFXY77	ETF2	EFEU
TSY3	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR BARCLAYS 1-3 US TREASURY BOND	IE00BC7GZJ81	ETF2	EFEU
SEUE	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR BARCLAYS 0-3 EURO CORPORATE BOND	IE00BC7GZW19	ETF2	EFEU
SUSD	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR BARCLAYS 0-3 US CORPORATE BOND	IE00BC7GZX26	ETF2	EFEU
CRNO	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF COMMODITIES CRB EX-ENERGY TR	FR0010358887	ETF2	EFEU
ASIU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF CHINA ENTERPRISE (HSCEI)	FR0010581413	ETF2	EFEU
LTMU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF MSCI EM LATIN AMERICA	FR0010413310	ETF2	EFEU
WLDD	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF MSCI WORLD	FR0010372201	ETF2	EFEU
USAU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF MSCI USA	FR0010372193	ETF2	EFEU
GBRE	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR DOW JONES GLOBAL REAL EST UCITS ETF	IE00B8GF1M35	ETF2	EFEU
ABND	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR CITI ASIA LOCAL GOV BOND UCITS ETF	IE00B7GBL799	ETF2	EFEU
SPY5	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR S&P 500 UCITS ETF	IE00B6YX5C33	ETF2	EFEU
EUDI	SSGA SPDR ETFS EUROPE I PLC	EUR	LSE	SPDR S&P EURO DIVIDEND ARISTOCRATS ETF	IE00B5M1WJ87	ETF2	EFEU
UDVD	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR S&P US DIVIDEND ARISTOCRATS ETF $	IE00B6YX5D40	ETF2	EFEU
EMSM	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR MSCI EMERGING MARKETS SMALL CAP ETF	IE00B48X4842	ETF2	EFEU
EMRG	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR MSCI EMERGING MARKETS UCITS ETF	IE00B469F816	ETF2	EFEU
EMLA	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR MSCI EM LATIN AMERICA UCITS ETF	IE00B454X613	ETF2	EFEU
EMEO	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR MSCI EM EUROPE UCITS ETF	IE00B431K857	ETF2	EFEU
UC84	UBS ETF	GBX	LSE	UBS ETF BARCAP US LIQUID CORP USD A-DIS	LU1048316647	ETF2	EFEU
UC86	UBS ETF	USD	LSE	UBSETF BARCAP US LIQ CORP 1-5 USD A-DIS	LU1048314949	ETF2	EFEU
UC98	UBS ETF	GBX	LSE	UBSETF B.M. US LIQ CORP SUST USD A-DIS	LU1215461085	ETF2	EFEU
DXGG	WISDOMTREE ISSUER PLC 	GBX	LSE	WISDOMTREE GERMANY EQUITY UCITS ETF	IE00BYQCZ682	ETF2	EFEU
EMAS	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR MSCI EM ASIA UCITS ETF	IE00B466KX20	ETF2	EFEU
ACIM	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR MSCI ACWI IMI UCITS ETF	IE00B3YLTY66	ETF2	EFEU
ACWI	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR MSCI ACWI UCITS ETF	IE00B44Z5B48	ETF2	EFEU
EMDL	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR BAR EM LOCAL BOND UCITS ETF	IE00B4613386	ETF2	EFEU
USLV	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR S&P 500 LOW VOLATILITY UCITS ETF	IE00B802KR88	ETF2	EFEU
EDVD	SSGA SPDR ETFS EUROPE I PLC	USD	LSE	SPDR S&P EMERGING MARKETS DVD UCIT ETF $	IE00B6YX5B26	ETF2	EFEU
SGQD	MULTI UNITS LUXEMBOURG	USD	LSE	LYXOR ETF SG GLOBAL QUALITY INCOME NTR	LU0855692520	ETF2	EFEU
UTLL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF S&P 500 CAPPED UTILITIES £	FR0011192830	ETF2	EFEU
MGTL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF DJ GLOBAL TITANS 50 £	FR0011523505	ETF2	EFEU
CODL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF S&P 500 CAPPED CONSUMER DISC £	FR0011192699	ETF2	EFEU
COSL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF S&P 500 CAPPED CONS STAPLE £	FR0011192707	ETF2	EFEU
SEMH	SSGA SPDR ETFS EUROPE II PLC	GBP	LSE	SPDR 0-5 EMERGING MARKET USD GOV BD ETF	IE00BP46NG52	ETF2	EFEU
CWEG	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI WORLD ENERGY GBX	FR0010871178	ETF2	EFEU
AUEG	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI EMERGING MARKETS GBX	FR0010959692	ETF2	EFEU
CWFG	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI WORLD FINANCIALS GBX	FR0010871194	ETF2	EFEU
CI2G	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI INDIA GBX	FR0010869784	ETF2	EFEU
CC1G	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI CHINA GBX	FR0010871111	ETF2	EFEU
CP9G	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI PACIFIC EX JAPAN GBX	FR0010871137	ETF2	EFEU
CE9G	AMUNDI ETF	GBX	LSE	AMUNDI ETF MSCI E. EUROPE EX RUSSIA GBX	FR0010871129	ETF2	EFEU
CAPU	OSSIAM LUX	GBX	LSE	OSSIAM ETF SHILLER BARCLAYS CAPE US-GBP	LU1079841513	ETF2	EFEU
NGRL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF S&P 500 CAPPED ENERGY £	FR0011158153	ETF2	EFEU
HLTL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF S&P 500 CAPPED HEALTH CARE £	FR0011192855	ETF2	EFEU
INDP	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF S&P 500 CAPPED INDUSTRIALS £	FR0011192764	ETF2	EFEU
MATL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF S&P 500 CAPPED MATERIALS £	FR0011192798	ETF2	EFEU
TNOL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF S&P 500 CAPPED TECHNOLOGY £	FR0011192814	ETF2	EFEU
AEJL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF MSCI AC ASIA-PAC EX JAPAN £	FR0010581439	ETF2	EFEU
KRWL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF MSCI KOREA £	FR0010581447	ETF2	EFEU
MALL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF MSCI MALAYSIA £	FR0010589069	ETF2	EFEU
TWNL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF MSCI TAIWAN £	FR0010444794	ETF2	EFEU
USTL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF NASDAQ-100 £	FR0010446930	ETF2	EFEU
RU2K	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF RUSSELL 2000 £	FR0011119254	ETF2	EFEU
TURL	LYXOR INTERNATIONAL ASSET MANAGEMNT	GBX	LSE	LYXOR ETF TURKEY DJ TURKEY TITANS 20 £	FR0010326256	ETF2	EFEU
DJEU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF DOW JONES INDUSTRIAL AVERAGE $	FR0007056841	ETF2	EFEU
CECD	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF EASTERN EUROPE (CECE) $	FR0010204073	ETF2	EFEU
JPNU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF JAPAN (TOPIX) $	FR0010245514	ETF2	EFEU
AFSU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR ETF SOUTH AFRICA FTSE JSE $	FR0010464446	ETF2	EFEU
SGQG	MULTI UNITS LUXEMBOURG	GBX	LSE	LYXOR SG EUROPEAN QUALITY INCOME £	LU0959210278	ETF2	EFEU
JNKS	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR BARCLAYS 0-5 YR US HIGH YIELD BOND	IE00B99FL386	ETF2	EFEU
LCPE	OSSIAM LUX	GBX	LSE	OSSIAM ETF SHILLER BARCLAYS CAPE EU-GBP	LU1079842321	ETF2	EFEU
LEMV	OSSIAM LUX	GBX	LSE	OSSIAM ISTOXX EURP MIN VAR NR ETF (GBP)	LU0599612842	ETF2	EFEU
XRSG	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT RUSL 2000 ACC - 1C	IE00BJZ2DD79	ETF2	EFEU
XRSS	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT RUSL MID ACC - 1C	IE00BJZ2DC62	ETF2	EFEU
CSIL	MULTI UNITS FRANCE	GBX	LSE	LYXOR UCITS ETF CSI 300 A-SHARE C-USD £	FR0011526904	ETF2	EFEU
LUMV	OSSIAM LUX	GBX	LSE	OSSIAM US MIN VAR NR ETF - USD (GBP)	LU0599612412	ETF2	EFEU
L6EW	OSSIAM LUX	GBX	LSE	OSSIAM STOXX EUROPE 600 EW NR ETF (GBP)	LU0599613147	ETF2	EFEU
UVAL	SSGA SPDR ETFS EUROPE II PLC	GBP	LSE	SPDR MSCI USA VALUE WEIGHTED ETF	IE00BSPLC520	ETF2	EFEU
TPXG	AMUNDI ETF	GBX	LSE	AMUNDI ETF JAPAN TOPIX UCITS ETF - JPY	FR0012903227	ETF2	EFEU
ACWL	MULTI UNITS FRANCE	GBX	LSE	LYXOR ETF MSCI ACWI £	FR0011093418	ETF2	EFEU
INDL	MULTI UNITS FRANCE	GBX	LSE	LYXOR ETF MSCI INDONESIA £	FR0011070374	ETF2	EFEU
THAG	MULTI UNITS FRANCE	GBX	LSE	LYXOR ETF THAILAND SET50 NET TR £	FR0011070440	ETF2	EFEU
WDRL	MULTI UNITS LUXEMBOURG	GBX	LSE	LYXOR ETF MSCI WORLD RISK WEIGHTED £	LU0776637893	ETF2	EFEU
EMXB	SSGA SPDR ETFS EUROPE II PLC	GBP	LSE	SPDR MSCI EM BEYOND BRIC UCITS ETF	IE00BCBJFC69	ETF2	EFEU
LCRW	OSSIAM LUX	GBX	LSE	OSSIAM RISK WGHT COMMO EXG ETF-USD (GBP)	LU0876440222	ETF2	EFEU
UB00	UBS ETF	EUR	LSE	UBS ETF - EURO STOXX 50 A-DIS	LU0136234068	ETF2	EFEU
UC65	UBS ETF	USD	LSE	UBS ETF - MSCI JAPAN UCITS ETF(JPY)A-DIS	LU0136240974	ETF2	EFEU
UC68	UBS ETF	USD	LSE	UBS ETF - MSCI WORLD UCITS ETF(USD)A-DIS	LU0340285161	ETF2	EFEU
UB30	UBS ETF	USD	LSE	UBS ETF - MSCI EMERGING MARKETSA-DIS	LU0480132876	ETF2	EFEU
MEXL	MULTI UNITS FRANCE	GBX	LSE	LYXOR UCITS ETF MSCI MEXICO	FR0011614114	ETF2	EFEU
BBEL	MULTI UNITS FRANCE	GBX	LSE	LYXOR UCITS ETF MSCI EM BEYOND BRIC	FR0011637925	ETF2	EFEU
NORX	MULTI UNITS FRANCE	GBX	LSE	MSCI NORTH AMERICA	FR0012647428	ETF2	EFEU
BYBG	AMUNDI ETF	GBX	LSE	AMUNDI ETF S&P 500 BUYBACK UCITS ETF	FR0012395499	ETF2	EFEU
GIN	SSGA SPDR ETFS EUROPE II PLC	GBP	LSE	SPDR MORNINGSTAR GLOB INFRASTRUCTURE ETF	IE00BQWJFQ70	ETF2	EFEU
EMUE	SSGA SPDR ETFS EUROPE I PLC	GBP	LSE	SPDR MSCI EMU UCITS ETF £	IE00B910VR50	ETF2	EFEU
XDNS	CONCEPT FUND SOLUTIONS PLC	GBX	LSE	DBXT JPX-NIKKEI 400 ACC - 1C	IE00BPVLQD13	ETF2	EFEU
MVUX	MULTI UNITS FRANCE	GBX	LSE	LYXOR FTSE USA MIN VAR UCITS ETF	FR0012726560	ETF2	EFEU
MHDX	SOURCE MARKETS PLC	USD	LSE	SOURCE JPM MACRO HEDGE DUAL UCITS ETF	IE00B675BN95	ETF2	EFEN
UC14	UBS ETFS PLC	USD	LSE	UBS ETFS PLC - CMCI COMPOSITE SF USD A	IE00B53H0131	ETF2	EFEN
CHNP	SOURCE CSOP MARKETS PLC	GBX	LSE	CSOP SOURCE FTSE CHINA A50 UCITS ETF	IE00BGSHB123	ETF2	EFEN
VDEM	VANGUARD FUNDS PLC	USD	LSE	VANGUARD FTSE EMERGING MARKETS UCITS ETF	IE00B3VVMM84	ETF2	EFEN
FEXU	FIRST TRUST GLOBAL FUNDS PLC	USD	LSE	FT US LARGE CAP CORE ALPHADEX UCITS ETF	IE00B8X9NW27	ETF2	EFEN
EMLP	PIMCO FIXED INCOME SOURCE ETFS PLC	GBP	LSE	PIMCO EM ADV LOCAL BOND SOURCE UCITS ETF	IE00B4P11460	ETF2	EFEN
MLPQ	SOURCE MARKETS PLC	GBX	LSE	SRCE MORNSTAR US ENERGY INFRA MLP ETF A	IE00B94ZB998	ETF2	EFEN
MLPP	SOURCE MARKETS PLC	GBX	LSE	SRCE MORNSTAR US ENERGY INFRA MLP ETF B	IE00B8CJW150	ETF2	EFEN
EFIS	SOURCE MARKETS PLC	GBX	LSE	SOURCE GOLDMAN SACHS EFI WORLD UCITS ETF	IE00BFG1RG61	ETF2	EFEN
ALAU	AMUNDI ETF	USD	LSE	AMUNDI ETF MSCI EM LATIN AMERICA	FR0011018324	ETF2	EFEN
FEMU	FIRST TRUST GLOBAL FUNDS PLC	USD	LSE	FIRST TRUST EM ALPHADEX UCITS ETF	IE00B8X9NX34	ETF2	EFEN
CS51	ISHARES VII PLC	GBX	LSE	ISHARES CORE EURO STOXX 50 UCITS ETF	IE00B53L3W79	ETF2	EFEN
CSP1	ISHARES VII PLC	GBX	LSE	ISHARES CORE S&P 500 UCITS ETF	IE00B5BMR087	ETF2	EFEN
CPJ1	ISHARES VII PLC	GBX	LSE	ISHARES CORE MSCI PAC EX JAPAN UCITS ETF	IE00B52MJY50	ETF2	EFEN
CRU1	ISHARES VII PLC	GBX	LSE	ISHARES MSCI RUSSIA ADR/GDR UCITS ETF	IE00B5V87390	ETF2	EFEN
CKR1	ISHARES VII PLC	GBX	LSE	ISHARES MSCI KOREA UCITS ETF (ACC)	IE00B5W4TY14	ETF2	EFEN
CEA1	ISHARES VII PLC	GBX	LSE	ISHARES MSCI EM ASIA UCITS ETF	IE00B5L8K969	ETF2	EFEN
X7PP	SOURCE MARKETS PLC	GBX	LSE	SOURCE STOXX EUR 600 OPT BANKS UCITS ETF	IE00B5MTWD60	ETF2	EFEN
MXWS	SOURCE MARKETS PLC	GBX	LSE	SOURCE MSCI WORLD UCITS ETF	IE00B60SX394	ETF2	EFEN
SPXP	SOURCE MARKETS PLC	GBX	LSE	SOURCE S&P 500 UCITS ETF	IE00B3YCGJ38	ETF2	EFEN
RUSU	LYXOR INTERNATIONAL ASSET MANAGEMNT	USD	LSE	LYXOR UCITS ETF DJ RUSSIA GDR D $	FR0011495944	ETF2	EFEN
CUS1	ISHARES VII PLC	GBX	LSE	ISHARES MSCI US SC UCITS ETF	IE00B3VWM098	ETF2	EFEN
CES1	ISHARES VII PLC	GBX	LSE	ISHARES MSCI EMU SC UCITS ETF	IE00B3VWMM18	ETF2	EFEN
CID1	ISHARES VII PLC	GBX	LSE	ISHARES DJ INDUSTRIAL AVERAGE UCITS ETF	IE00B53L4350	ETF2	EFEN
CMB1	ISHARES VII PLC	GBX	LSE	ISHARES FTSE MIB UCITS ETF (ACC)	IE00B53L4X51	ETF2	EFEN
XLYP	SOURCE MARKETS PLC	GBX	LSE	SOURCE CONS DISC S&P US SECTOR UCITS ETF	IE00B449XP68	ETF2	EFEN
XLPP	SOURCE MARKETS PLC	GBX	LSE	SOURCE CONS STAP S&P US SECTOR UCITS ETF	IE00B435BG20	ETF2	EFEN
XLEP	SOURCE MARKETS PLC	GBX	LSE	SOURCE ENERGY S&P US SECTOR UCITS ETF	IE00B435CG94	ETF2	EFEN
XLVP	SOURCE MARKETS PLC	GBX	LSE	SOURCE HLTH CARE S&P US SECTOR UCITS ETF	IE00B3WMTH43	ETF2	EFEN
XLIP	SOURCE MARKETS PLC	GBX	LSE	SOURCE INDUSTRIA S&P US SECTOR UCITS ETF	IE00B3YC1100	ETF2	EFEN
XLBP	SOURCE MARKETS PLC	GBX	LSE	SOURCE MATERIALS S&P US SECTOR UCITS ETF	IE00B3XM3R14	ETF2	EFEN
XLUP	SOURCE MARKETS PLC	GBX	LSE	SOURCE UTILITIES S&P US SECTOR UCITS ETF	IE00B3VPKB53	ETF2	EFEN
CBR1	ISHARES VII PLC	GBX	LSE	ISHARES MSCI BRAZIL UCITS ETF (ACC)	IE00B59L7C92	ETF2	EFEN
AASU	AMUNDI ETF	USD	LSE	AMUNDI ETF MSCI EM ASIA UCITS ETF - B	FR0011018316	ETF2	EFEN
CEU1	ISHARES VII PLC	GBX	LSE	ISHARES MSCI EMU UCITS ETF	IE00B53QG562	ETF2	EFEN
CNX1	ISHARES VII PLC	GBX	LSE	ISHARES NASDAQ 100 UCITS ETF	IE00B53SZB19	ETF2	EFEN
CU31	ISHARES VII PLC	GBX	LSE	ISHARES USD TSY BND 1-3Y UCITS ETF (ACC)	IE00B3VWN179	ETF2	EFEN
CU71	ISHARES VII PLC	GBX	LSE	ISHARES USD TSY BND 3-7Y UCITS ETF (ACC)	IE00B3VWN393	ETF2	EFEN
CU01	ISHARES VII PLC	GBX	LSE	ISHARES USD TSY BND 7-10Y UCITS ETF(ACC)	IE00B3VWN518	ETF2	EFEN
CE31	ISHARES VII PLC	GBX	LSE	ISHARES EUR GOV BND 1-3Y UCITS ETF (ACC)	IE00B3VTMJ91	ETF2	EFEN
CE71	ISHARES VII PLC	GBX	LSE	ISHARES EUR GOV BND 3-7Y UCITS ETF (ACC)	IE00B3VTML14	ETF2	EFEN
CE01	ISHARES VII PLC	GBX	LSE	ISHARES EUR GOV BND 7-10Y UCITS ETF(ACC)	IE00B3VTN290	ETF2	EFEN
CU1	ISHARES VII PLC	GBX	LSE	ISHARES MSCI USA  UCITS ETF	IE00B52SFT06	ETF2	EFEN
DEMD	WISDOMTREE ISSUER PLC 	USD	LSE	WT EMERGING MARKETS EQTY INCOME UCITS	IE00BQQ3Q067	ETF2	EFEN
DGSD	WISDOMTREE ISSUER PLC 	USD	LSE	WT EMERGING MARKETS SMALLCAP DIV UCITS	IE00BQZJBM26	ETF2	EFEN
LGCU	SOURCE MARKETS PLC	USD	LSE	SOURCE LGIM COMMODITY COMPOSIT UCITS ETF	IE00B4TXPP71	ETF2	EFEN
XLFQ	SOURCE MARKETS PLC	GBX	LSE	SOURCE FINANCIAL S&P US SECTOR UCITS ETF	IE00B42Q4896	ETF2	EFEN
XLKQ	SOURCE MARKETS PLC	GBX	LSE	SOURCE TECHNOLOG S&P US SECTOR UCITS ET	IE00B3VSSL01	ETF2	EFEN
CRRY	LAM ZYFIN GLOBAL MARKETS UCITS ETF	GBX	LSE	SUN GBL ZYFIN INDIA SOV ENT BD UCITS GBX	IE00BYZ5HD97	ETF2	EFEN
CMX1	ISHARES VII PLC	GBX	LSE	ISHARES MSCI MEXICO CAPPED UCITS ETF	IE00B5WHFQ43	ETF2	EFEN
SSAC	ISHARES V PLC	GBX	LSE	ISHARES MSCI ACWI UCITS ETF	IE00B6R52259	ETF2	EFLL
AGRP	GO UCITS ETF SOLUTIONS PLC	GBX	LSE	ETFS S-NETWORK GLOBAL AGRI BUSINESS	IE00B3CNHD93	ETF2	EFLL
AUCP	GO UCITS ETF SOLUTIONS PLC	GBX	LSE	ETFS DAXGLOBAL GOLD MINING GO UCITS ETF	IE00B3CNHG25	ETF2	EFLL
DL2P	GO UCITS ETF SOLUTIONS PLC	GBX	LSE	ETFS DAX DAILY 2X LONG GO UCITS ETF	IE00B4QNHH68	ETF2	EFLL
DS2P	GO UCITS ETF SOLUTIONS PLC	GBX	LSE	ETFS DAX DAILY 2X SHORT GO UCITS ETF	IE00B4QNHZ41	ETF2	EFLL
ASHR	DB X-TRACKERS	USD	LSE	DBXT HARVEST CSI300 INDEX UCITS ETF (DR)	LU0875160326	ETF2	EFLL
XVTD	DB X-TRACKERS	USD	LSE	DBX FTSE VIETNAM ETF $	LU0322252924	ETF2	EFLL
XIDD	DB X-TRACKERS	USD	LSE	DBX MSCI INDONESIA ETF USD	LU0476289623	ETF2	EFLL
XPHI	DB X-TRACKERS	USD	LSE	DBX MSCI PHILIPPINES ETF $	LU0592215403	ETF2	EFLL
XSFD	DB X-TRACKERS	USD	LSE	DBX S&P SELECT FRONTIER ETF $	LU0328476410	ETF2	EFLL
SWDA	ISHARES III PLC	GBX	LSE	ISHARES CORE MSCI WORLD UCITS ETF	IE00B4L5Y983	ETF2	EFLL
IFNG	MULTI UNITS FRANCE	GBX	LSE	LYXOR ETF MSCI AC ASIA EX JAPAN INFTECH£	FR0010934562	ETF2	EFLL
COSG	MULTI UNITS FRANCE	GBX	LSE	LYXOR ETF MSCI AC ASIA EX JAP CONS.STAP£	FR0010934877	ETF2	EFLL
IDWP	ISHARES II PLC	USD	LSE	ISHARES DM PROPERTY YLD UCITS ETF	IE00B1FZS350	ETF2	EFLL
SJPA	ISHARES III PLC	GBX	LSE	ISHARES CORE JAPAN IMI UCITS ETF	IE00B4L5YX21	ETF2	EFLL
SEAG	ISHARES III PLC	GBP	LSE	ISHARES EURO AGGREGATE BOND UCITS ETF	IE00B3DKXQ41	ETF2	EFLL
IDPE	ISHARES II PLC	USD	LSE	ISHARES LISTED PRIVATE EQUITY UCITS ETF	IE00B1TXHL60	ETF2	EFLL
DH2O	ISHARES II PLC	USD	LSE	ISHARES GLOBAL WATER UCITS ETF	IE00B1TXK627	ETF2	EFLL
SPMV	ISHARES VI PLC	USD	LSE	ISHARES S&P 500 MIN VOL UCITS ETF	IE00B6SPMN59	ETF2	EFLL
MVEU	ISHARES VI PLC	EUR	LSE	ISHARES MSCI EUROPE MIN VOL UCITS ETF	IE00B86MWN23	ETF2	EFLL
MVOL	ISHARES VI PLC	USD	LSE	ISHARES MSCI WORLD MIN VOL UCITS ETF	IE00B8FHGS14	ETF2	EFLL
CMFP	GO UCITS ETF SOLUTIONS PLC	GBX	LSE	ETFS LONGER DATED ALL COMMODITIES	IE00B4WPHX27	ETF2	EFLL
SESP	ISHARES V PLC	GBP	LSE	ISHARES SPAIN GOVERNMENT BOND UCITS ETF	IE00B428Z604	ETF2	EFLL
SFIN	ISHARES V PLC	GBP	LSE	ISHARES FINLAND GOV BND UCITS ETF	IE00B5SH2232	ETF2	EFLL
SDEU	ISHARES V PLC	GBP	LSE	ISHARES GERMANY GOV BND UCITS ETF	IE00B5V94313	ETF2	EFLL
