SPY120616P00115000_20120125	VXX140118P00010000_20120327	VXX120721P00017000_20120607	VXX120818P00011000_20120717	VXX121020P00009000_20120906	VXX130316P00027000_20121231	VXX130316P00030000_20121231	VXX150117P00010000_20130419	VXX131116C00015000_20130916	SVXY140322C00055000_20140203	TLT150117P00100000_20140227	TLT150117P00105000_20140227	SPY160115C00190000_20141015	GLD160115P00100000_20150120	GLD160115P00120000_20150120	IEF160318P00102000_20150811	IEF160318P00106000_20150811	VXX151120P00017000_20150825	VXX151120P00023000_20150825
2011-12-05	5.19930386179122	0.837643586637676	0.690776013072453	0.176112310713798	0.0261237614484388	2.54191118094188	3.2230352598657	0.0462568867995095	147.920644200303	1.1026640333224	7.64671324155882	9.88354566655257	1.99856132307194	4.06460491712866	7.29880879960865	9.38766995804753	12.559312116445	0.124211304922553	1.09340107930435
2011-12-06	5.16514392077202	0.840394389651239	0.6921965908428	0.176210635715906	0.0262109480130251	2.54321632589375	3.22502313361268	0.0465035159627626	147.321145550031	1.11095531901776	7.97635130790486	10.2778764298633	2.00128536313374	3.98361591065473	7.15903605881916	9.51959398754876	12.7069817595129	0.124677300580128	1.09584171593618
2011-12-07	5.00949445288094	0.801601109429859	0.631925647848405	0.158945728359705	0.0226917355486926	2.43983578904152	3.09921074336074	0.0429667101183996	152.074611970845	1.02837520501387	7.84035427603191	10.1162746135531	2.05050090730511	3.87318312258191	6.96746148046698	9.27153048678512	12.4293309273148	0.117494780982808	1.05591072941988
2011-12-08	5.81504675439039	0.743305686241279	0.546678336708574	0.13513363605645	0.0180653829988154	2.28638259599976	2.91179622882068	0.0378955008744833	159.984911850933	0.91635423672085	7.40209790761553	9.59235063150912	1.76214628609889	4.1719369818497	7.49113572319629	9.00125700971621	12.1257305390231	0.106974080447146	0.995784590434575
2011-12-09	5.15723692243765	0.832179551788659	0.67156393017066	0.169475808643929	0.0249899106253592	2.50565716728871	3.18038829504276	0.0457239557979309	147.599382927001	1.07301009803562	8.12461966282011	10.4564768800415	1.97370478513839	4.12909751858957	7.41816825420145	9.35912121578095	12.5278566815354	0.123031658463847	1.08647621529895
2011-12-12	5.63968494275219	0.819631241283673	0.644685725275592	0.161079050476186	0.0234362674115513	2.45730632050236	3.12252424155524	0.0445578819450468	148.436759071377	1.04719854809151	7.70712195370199	9.96039405053092	1.78068605482342	4.53776890271638	8.13404701539286	9.16123736507139	12.3063327262128	0.120604080471367	1.07274423296453
2011-12-13	5.98759262603681	0.82421831951635	0.648669560464663	0.161894499430464	0.0236683369588844	2.4631755503361	3.13009378103141	0.0449675896092453	147.597500693758	1.05032057319035	7.37835543607	9.56709926896561	1.66779277959676	4.90338709667471	8.76761776844652	8.91556097491273	12.0299043156018	0.121404246680504	1.07706786976485
2011-12-14	6.40569324875295	0.817046925825465	0.635581261436652	0.157976183444337	0.0229223659766594	2.43977214111688	3.1018779172598	0.0443061577751546	148.2372587771	1.04918216303052	6.74617367699213	8.80569540368771	1.54810413209182	5.54041397773631	9.86113148977929	8.68488720792281	11.7690871819915	0.120027856086572	1.06926924179277
2011-12-15	6.22960464959764	0.86805455854047	0.708840807790814	0.178078303677073	0.0272332469722183	2.56110453238413	3.25047209425123	0.0490173362470338	141.726419369319	1.14275888254436	6.85692906724121	8.94022678950178	1.58660409460805	5.60321616083532	9.97018464735933	8.71923546972559	11.8079802039626	0.129409816982906	1.12052126993329
2011-12-16	6.40920871193299	0.870791692961264	0.710068425316172	0.178099008962924	0.0273099044112724	2.56209276235062	3.25208955195628	0.0492685773155352	141.166707322784	1.16251761224711	6.47955598704687	8.48370802282084	1.5322600962972	5.24724915669858	9.36416865339606	8.46855366972041	11.5239304208017	0.129878460770148	1.12294392501172
2011-12-19	6.80282621817056	0.878730759406948	0.713343046183895	0.178033283296177	0.0275148875690391	2.56431340678891	3.25603998053995	0.0499971590396851	139.52802253321	1.17501627036872	6.07013904123488	7.98690896643679	1.41664882546487	5.27312551972621	9.41451966008723	8.27934414693708	11.3089771936663	0.131222611901313	1.12982807059545
2011-12-20	5.53525149528635	0.964662224749651	0.845913490323518	0.21517736060364	0.0360551546630226	2.76889721709472	3.50569547044886	0.0584866832226646	130.064657911761	1.35240293472121	6.84995253387595	8.93489435780653	1.74395285765072	5.02281303819454	8.9866921448375	8.72690335674851	11.8171068967557	0.147550685031129	1.2153519894506
2011-12-21	5.43616457465121	1.0672443332628	1.01559415250669	0.264167239483885	0.0482982401837559	3.01101058154903	3.79999870909338	0.0694209510413177	120.245508288758	1.57422703885298	7.30717998824159	9.48659817481852	1.76598643181506	4.9969413987333	8.94411172982305	8.88656317217757	11.9975629667256	0.167824960152096	1.31670231232221
2011-12-22	5.079568176135	1.0617325963517	1.0026553177356	0.259872776724584	0.0473038032604178	2.99145466220265	3.77676442913568	0.0687939274297087	120.524515734132	1.55402383353015	7.15658395975645	9.30605635940106	1.87483287692078	5.11736255484757	9.15319236616888	8.81377350469758	11.9154347526283	0.166635043551101	1.31073151399453
2011-12-23	4.73529999686316	1.02138032915286	0.93017915210744	0.238228795079072	0.0419399277482148	2.88793956160157	3.65166993954427	0.0643904651232984	123.955943826702	1.46799768118154	7.53009939981491	9.75545435648467	1.98993259043288	5.08161284884312	9.09372386322031	9.0219487216979	12.1503456289219	0.158497811663902	1.27037088797013
2011-12-26	4.66517077376778	1.01481280722584	0.908874435901288	0.23076958129422	0.0404030768467982	2.85329159109074	3.61095528756623	0.0636512876261816	123.953665402276	1.45892515017071	7.5086324564134	9.73173703451721	1.98388155136759	5.06778767589841	9.07590852749135	9.00937960131032	12.1367624856284	0.157025685715507	1.262671995827
2011-12-27	4.61405032753962	1.0256528379098	0.923614621077498	0.234571280834418	0.041448027952252	2.87305015365404	3.63541495162075	0.0647969203710138	122.755535512972	1.47695348491941	7.44897399801278	9.66084624771019	1.99252288145188	5.22473874951928	9.34765207417502	9.07035192999143	12.2055728817594	0.159113875478976	1.27299414873109
2011-12-28	5.0662631685551	0.960865460953428	0.81384704184602	0.202941496502276	0.0338976625793884	2.7109803737128	3.43872440501561	0.0580055493361417	128.703147641687	1.32984643625843	6.82525293372911	8.91010293682537	1.81992387130831	5.69337816238468	10.1509850297815	8.73275204659022	11.8247809428332	0.146365765160894	1.20829600844536
2011-12-29	4.66940914011493	0.995821723449325	0.867175569824615	0.217588948764056	0.0374843389147836	2.78891625180345	3.5340501438403	0.0616073918356147	125.109329784532	1.40773023678116	6.76036233216402	8.83226105668309	1.9499064275678	5.77862611104749	10.2982552074479	8.66762967581435	11.7513616929776	0.153113956293827	1.24262555343882
2011-12-30	4.82172699754816	0.970798536359893	0.823051356502022	0.204738966187038	0.0345053853602004	2.72255154061706	3.45371305498692	0.0590008337032163	127.304158318806	1.35831357765046	6.64971452441039	8.69887702776785	1.88350847839709	5.56314453155681	9.93315481861047	8.48456123025263	11.5439609057363	0.14818977255789	1.21745995672469
2012-01-02	4.74945647738117	0.964336159230522	0.802540206600763	0.197832584136608	0.0331557416866028	2.6884892275474	3.41355020926829	0.058306402673046	127.302012446111	1.34962871614503	6.62901063708269	8.67571227694336	1.8776214386631	5.5487415011499	9.91488835610387	8.47205760334358	11.5303408149757	0.146786169543485	1.20993689254103
2012-01-03	4.17947540751834	1.0422011962929	0.926849086591011	0.232356146191405	0.0416440066892485	2.86815929993509	3.63271419477898	0.0664864968038568	119.87701907608	1.51064619940507	7.11750066495534	9.26688995581731	2.08851221001006	5.07402142983887	9.10260828062475	8.79369907750898	11.8949130289147	0.161976528862813	1.28639373098317
2012-01-04	4.10453372101422	1.07053299950096	0.971437029676951	0.244617312981329	0.0448698379446169	2.92898434952674	3.70708021695495	0.0695762419182457	117.242524955319	1.57389439032409	7.51865240058119	9.74982140550874	2.10860085411221	4.97999429799418	8.94250762784482	8.95317149797544	12.0750507232667	0.167578740435918	1.31381495200134
2012-01-05	3.99496496124131	1.10498633395403	1.02752893198641	0.260264063549134	0.0490631514374396	3.00395668902841	3.79854561451092	0.073423567888639	114.2094665253	1.65843876958428	7.5734850967503	9.81624282292929	2.14456490842781	4.85693199716168	8.73190272926414	8.93899742686863	12.0592678518682	0.174483100554642	1.34715163156761
2012-01-06	4.05492324142796	1.12721598394708	1.06306749108964	0.27004138462255	0.0517913024644585	3.04981145010864	3.8546290902026	0.0759490572723239	112.254203478108	1.71823325444875	7.29371605090008	9.48102140899071	2.10599120541082	4.91531596205595	8.83477818990876	8.72943269523706	11.8227620570884	0.178950527603523	1.36838750488689
2012-01-09	3.90621404557339	1.14399578881303	1.0814082522232	0.273749561466582	0.0531891870800816	3.06921096043326	3.87962352896442	0.0778424181463033	110.416811866743	1.76289403647617	7.33278779166425	9.5300309887866	2.13430178956571	4.97967733468795	8.95190190607714	8.70706520221509	11.7980418933656	0.182189681061708	1.3833963855899
2012-01-10	3.61443914993803	1.17689726791332	1.13688256459225	0.289339656426552	0.057608396359251	3.13944831064614	3.9652067225514	0.081704931257874	107.783642718588	1.83892231459969	7.38423502375338	9.59255035969522	2.25917542070652	4.74084131743938	8.5406067067056	8.80751331547866	11.9118312115808	0.188945763263524	1.41500102578396
2012-01-11	3.57521732976789	1.14677173615465	1.07840626107495	0.27178702115756	0.0529282366935642	3.06219288869244	3.87211684661817	0.0781329115111304	109.85625778428	1.76411353798471	6.94211927441427	9.06061268169372	2.26460448310256	4.62843852805932	8.34742596997335	8.50814998167871	11.5731309817946	0.182631266081707	1.38527504676374
2012-01-12	3.48140139501705	1.17145757576649	1.11849515200617	0.282837197786421	0.0560955195589884	3.11283263531962	3.93399759274841	0.0810291213970133	107.859954635276	1.81737145653681	6.98829766115799	9.11715737400577	2.29625954890322	4.55476920438832	8.22127968417796	8.62335120434729	11.7043880841491	0.187714606853604	1.40913803989871
2012-01-13	3.61485869527713	1.12546931559806	1.03197742025162	0.257392572831675	0.049326051240688	2.99848288155156	3.79584915737315	0.0756452762839304	111.168238290954	1.70868045378631	6.66284712456308	8.724107455356	2.21345799490412	4.6707468090184	8.4248909645282	8.40339512232363	11.4552601206829	0.178196879237956	1.36418788710612
2012-01-16	3.54519158041243	1.11869978132972	1.00800481832105	0.24901632237775	0.047492660099743	2.96242925680207	3.75356914966672	0.0748239778122994	111.164773831482	1.69819322473331	6.64603603371628	8.70575743653181	2.20516713731315	4.66027324621695	8.41252390932154	8.39941270665353	11.4515982611004	0.176637359576022	1.35645535824267
2012-01-17	3.40605557998423	1.13039394196308	1.02445544527049	0.253135008286895	0.0487186419600066	2.98290830222955	3.77894509877089	0.0761489987598073	110.086764734604	1.72803865709945	6.49204846524791	8.51943734564731	2.26071648302289	4.5275026614875	8.18338700814821	8.34890989097316	11.3943757867739	0.178956924975651	1.36741416959403
2012-01-18	3.07018751654986	1.18585967273727	1.11953057256391	0.27966484473081	0.0560895898807908	3.10481612044463	3.9273658906897	0.082643658244305	105.818574774844	1.87123485343066	6.87906016283395	8.98933885881138	2.43028539895958	4.4120070786621	7.9838032025282	8.5033317372572	11.5701386289708	0.190332746477602	1.42078425758311
2012-01-19	2.90650639230868	1.2318196126538	1.19983842829303	0.302270572799246	0.062635185779517	3.20401348982805	4.04804141851487	0.0882141263478947	102.468158554156	1.9872916764226	7.34076195214571	9.54682042551585	2.51293923271596	4.447323278437	8.04736044516364	8.81239130168626	11.9204779945591	0.199935838539273	1.46490554919595
2012-01-20	2.78787027016446	1.28355726995849	1.29332404375599	0.329007267663825	0.0706219745234139	3.31604404711076	4.18405533762672	0.0946922319610219	98.9195989610353	2.12216694646592	7.73391371249996	10.0191734762423	2.57204019116002	4.35956292535795	7.89593156162916	8.99189708250262	12.1232641283092	0.210938834296491	1.51446898693592
2012-01-23	2.78851559907552	1.32101663180735	1.35259985425118	0.344423148901096	0.0758059938772311	3.38037828694914	4.26339587853018	0.099458722803232	96.1272725909526	2.2319012882974	7.94083524006747	10.2686661907216	2.52104428850318	4.24123440515805	7.69431517566108	9.09784451491986	12.2431518410018	0.218812247647306	1.54902037828304
2012-01-24	2.79599806735835	1.31207542035394	1.33065282480491	0.337210759797946	0.0738041143660783	3.35262415564547	4.23043049518185	0.0982690932388603	96.5243835395084	2.20251209036108	7.8696091749988	10.1843176918816	2.49920455708436	4.34960569065883	7.88598625116784	9.0354283572607	12.1732171364539	0.216776611007675	1.53993109407442
2012-01-25	2.5642439178655	1.38888298019977	1.47797819571656	0.380393668040516	0.0873911503312377	3.52054379025959	4.43358317948533	0.108471142663332	91.8626621406203	2.42921974694498	7.95247404749216	10.2840661479002	2.63645242635777	3.93397703161868	7.15769013019402	8.78746187786916	11.8939858038883	0.233660608296745	1.6133941166206
2012-01-26	2.67042516951468	1.3872073344386	1.46980665420963	0.377131162536194	0.0865660935627844	3.50918118317563	4.42046210279302	0.108217433414676	91.8211637303	2.40249463220122	7.47963534121699	9.71870976959249	2.54498267666139	3.85663247001642	7.02294247199439	8.51457731555312	11.5853126345012	0.233205424336464	1.61135665728785
2012-01-27	2.65985917824968	1.42564745641715	1.5432696428338	0.39850659585715	0.0936348500529265	3.58913459601097	4.51734744774766	0.113482081548284	89.5506563956019	2.53567543900827	7.36401760667361	9.58049718444685	2.534695588729	3.70753944719578	6.76091787199688	8.35749655885786	11.4069970295259	0.241752508793013	1.64770234391599
2012-01-30	2.68001479442465	1.36191911692164	1.40056631198628	0.353346826113324	0.0799198761585997	3.42190272550003	4.31745870400688	0.104692002072341	92.6922366445281	2.34565860874811	6.94799328668228	9.08104901897329	2.46969644437727	3.7764928458947	6.88814842489407	8.17928201652646	11.2045989654399	0.22720304218497	1.5849631498001
2012-01-31	2.66748930377534	1.35958521425826	1.39099362510422	0.349752899070964	0.0790067340623842	3.40903445066636	4.30249563321145	0.104357211713602	92.6904086020625	2.35052372192249	6.56860407188728	8.62200801958119	2.45947776562825	3.66666778071696	6.69524332481699	7.99513480013184	10.9944059158072	0.22661768725949	1.58235658308167
2012-02-01	2.42945576787088	1.40888786656705	1.4851046051374	0.376805916623451	0.0877453863474728	3.5132196710068	4.42878696833384	0.111014275405498	89.7823991236032	2.48296609763946	7.01944849719663	9.16883272608016	2.6027684463364	3.64245904131711	6.65396642583748	8.25555255717988	11.2923206941112	0.237494300653638	1.6290522634914
2012-02-02	2.37019506179404	1.46632120705663	1.59829268823915	0.409953701804514	0.0987635292845683	3.63535033707256	4.57650619937654	0.119027940510534	86.5967910091873	2.64970158836036	7.02816615458498	9.18007800474983	2.62678823901712	3.51868680842794	6.4356325439151	8.1839105664136	11.2108904089605	0.250417703118824	1.68351221444185
2012-02-03	2.03898861743084	1.57228611656901	1.81897184986568	0.47694564855286	0.121879133841494	3.86632964153461	4.85467513324269	0.134565850981251	81.2654676384342	2.9708758614015	7.77791674016601	10.0821164514321	2.87352296091273	3.79874461303067	6.93448809386116	8.58794229409539	11.6709253835031	0.27501777812994	1.78437355181846
2012-02-06	1.99167874050485	1.58756085761041	1.83761478855996	0.479629840635724	0.123655365309232	3.87693403440539	4.86925416109819	0.136763890221706	80.1882027731248	3.02076690170368	7.40688971665134	9.63924846316292	2.85296836085099	3.82672348987956	6.98924003822146	8.43613108471321	11.4992425982877	0.278257115590053	1.79697852120083
2012-02-07	1.91947849736503	1.56535743692972	1.78396250457781	0.461927683980915	0.117717561467692	3.81901236497513	4.80035586741393	0.133362623977672	81.1005316521954	2.96688220640073	7.84547786468165	10.1658831895845	2.89595811179645	3.61158234105344	6.60923049770921	8.77156214132206	11.8798620115665	0.272892100714831	1.77529398599754
2012-02-08	1.84014947578036	1.51866150209301	1.67839167398615	0.428606159443691	0.10650972321571	3.70625691134933	4.66545621786513	0.126389889358336	83.2062408195687	2.8215483267598	7.8130339420716	10.1278468599452	2.94819993933988	3.70893135559592	6.78389965308198	8.74808803000252	11.8537040052499	0.261854134050349	1.73023034883071
2012-02-09	1.79571618057384	1.42298774843301	1.47405506154903	0.366777793841451	0.0863159856212349	3.48378996728108	4.39799722613229	0.112726489936527	87.9397040307211	2.50538268226104	8.08050223751423	10.4480941710544	2.96892289054593	3.7464293265699	6.85217445476168	8.86641976148512	11.987676043216	0.239901934337008	1.63844979958168
2012-02-10	1.92395394705795	1.26812177745362	1.16648841953534	0.278425213571926	0.059468636204441	3.12814823507015	3.96808791793973	0.0922755947509157	96.7004167861112	2.01408249986303	7.61060371106808	9.88689420112079	2.82473291835516	3.82027149402502	6.98486748040253	8.57773838123898	11.6615455708231	0.206018830831636	1.49029159200064
2012-02-13	1.71662906879628	1.40626957879487	1.41977509245151	0.347622359903686	0.0811077204115062	3.41551598241262	4.31791864128735	0.110308210810772	88.2922996517744	2.41466104083829	7.54559436745863	9.8110769283584	2.95535710950716	3.77719809903826	6.91373542363477	8.6040413233058	11.6921248919828	0.235783066252181	1.62046842306762
2012-02-14	1.72069599962301	1.34884863367028	1.30081624230646	0.312983915734473	0.07053673658207	3.2794758204088	4.15389567719238	0.102565228821546	91.3172443314104	2.2284546676485	7.35455834831247	9.58221811674285	2.92810810846414	3.80752383494722	6.96928850559781	8.49476475252659	11.5684268477644	0.223039303647762	1.5653002653827
2012-02-15	1.79130317187756	1.24640054744373	1.10201890170745	0.257480912432177	0.0543148188614734	3.04276764067998	3.86715116457474	0.0894617208770892	97.2923331549644	1.93451601874391	7.41124142305305	9.65114141864322	2.83681666478091	3.71937296087173	6.8145415578418	8.45528661232003	11.5238994382802	0.201042509350265	1.46724615702247
2012-02-16	1.56439516684219	1.31481820227	1.2249858110227	0.290359785605012	0.0641009655256301	3.18835386740624	4.04458505807973	0.0980735703260079	92.9876826528671	2.097917663648	7.6882720182747	9.98442609683915	3.04444367107669	3.72495634580773	6.8261952499905	8.68712482699669	11.7870718730126	0.215496353919434	1.5319284426162
2012-02-17	1.49880350683226	1.33572024104448	1.26011791460227	0.299328588097111	0.06699496321249	3.22751430175679	4.09267109146461	0.100760383652655	91.632285387768	2.16662688390368	7.69002839963434	9.98725261688723	3.09421570336075	3.77654615109073	6.91957629172575	8.73727822329007	11.8440166620984	0.21991153915808	1.5512555642794
2012-02-20	1.44184846116498	1.3280700890666	1.23018792866182	0.288821973661061	0.0644301807495374	3.18793912290815	4.04641225046784	0.0996800647793355	91.6292215187333	2.15402238664817	7.6676698869655	9.96262123132813	3.08622389540209	3.76408421439663	6.90268283132928	8.72430914525762	11.8299491863057	0.217967364081894	1.54231537464666
2012-02-21	1.41549236455731	1.32830643562198	1.22552488177258	0.286796974848387	0.0640225277966164	3.18093906523651	4.0385019450831	0.0996830449662319	91.4688697822847	2.15354723581821	8.06445925813741	10.4379355211026	3.09233830288212	3.45693477057366	6.35691687517721	8.90995714469521	12.0398278863681	0.217921698543972	1.5419839795333
2012-02-22	1.45124976749794	1.37956495256853	1.31996654215294	0.311974668685686	0.0719214863192832	3.28699707797099	4.16775488339921	0.106419835066469	88.4806455145729	2.28064826057144	7.6050980017952	9.88904465523005	3.02506620316972	3.30529731850964	6.08701445145295	8.70325252997667	11.8066083560786	0.228973172203791	1.5900795277273
2012-02-23	1.35852071271922	1.50863803747802	1.57846312221088	0.384262204310068	0.0954920502862435	3.56494619647041	4.50453561828402	0.124380308147624	81.7934875603306	2.63425095155285	7.59827700941422	9.88159484205741	3.10948176709481	3.29569261545637	6.07139502000629	8.62603158981429	11.7194131581447	0.257810386620271	1.71170293823597
2012-02-24	1.30457019824125	1.43190571216375	1.4141284319112	0.336517077373338	0.0801124355935047	3.38736669339578	4.29054021810532	0.113483902244287	85.4528209324488	2.40644419051826	7.36218301079091	9.59859128260706	3.15112021009202	3.35183895105357	6.17370420972887	8.58235529039543	11.6701109996972	0.240339551271044	1.63847268626363
2012-02-27	1.2234491627448	1.40404259517313	1.34188402263352	0.313853348557441	0.0736320073140109	3.30249232912085	4.18957704308912	0.109566576176464	86.4844451887668	2.34930697168208	7.03692248370902	9.20844702439138	3.17724106239925	3.38090149158717	6.2307014013412	8.39873397692472	11.4621950969386	0.233831712644368	1.61032510214372
2012-02-28	1.16184320420976	1.42842238224301	1.38541887910388	0.32498190443553	0.0773874864429969	3.3484003690682	4.2458297530241	0.112868333248099	85.0901487023826	2.40001350179848	7.14197939620952	9.33604600753577	3.23463412056291	3.24115988907591	5.9814622045426	8.37023822563703	11.42997977602	0.239118426205354	1.63274392233056
2012-02-29	1.2025389685844	1.46075712981478	1.44581584998173	0.340835335532352	0.0827318091843668	3.41164783915026	4.32304374838052	0.117331989582019	83.3378699504302	2.48197490700546	7.34663300008386	9.58347637203788	3.15062278107201	4.00046912749925	7.33824323271125	8.57176917639128	11.6591616056396	0.246233732689988	1.66267205014488
2012-03-01	1.1086165102903	1.48924037236155	1.49922619894149	0.354822056864282	0.0875659571210964	3.46627372755898	4.3897693401348	0.121328727972117	81.8247372843679	2.5884861098095	7.75666526193083	10.0766251170113	3.25421809415089	3.78834570306262	6.96345453729436	8.82184901354047	11.9424069325828	0.252547558759717	1.68893354863914
2012-03-02	1.13489852581257	1.47503500094783	1.46405517906326	0.344031549191835	0.0842852963497199	3.42707597096678	4.34298380494452	0.119273696978977	82.380471950227	2.54428158104772	7.41633425663828	9.66881887378582	3.1879406276283	3.80796732399139	7.00014116675366	8.60924131780851	11.7021088469953	0.249220204147806	1.67492611721077
2012-03-05	1.14045451885834	1.47445386188371	1.44586062521346	0.336133709838619	0.082487725175622	3.40182754744518	4.31433110834341	0.119081472706412	82.0189283738555	2.54125092247296	7.67726059073404	9.98440206814296	3.09672638018525	3.85634852891698	7.09155833860388	8.70022025626195	11.8057470416367	0.248734516771518	1.67247895642823
2012-03-06	1.35578897223153	1.33003464319167	1.15391905507522	0.257182141185867	0.0580205137189168	3.0781672979585	3.92191698132204	0.0995200831326172	89.3428247845286	2.10032307477731	7.2439782253942	9.46413763985159	2.80994307893035	4.12426665412443	7.56856968342442	8.47901187465366	11.5551759936236	0.216963896634123	1.53600730897676
2012-03-07	1.22172917242764	1.42970338925465	1.33457567931464	0.304047506847536	0.0726770856786349	3.2788828100399	4.16654827191342	0.112198497425362	84.1655157414243	2.33957956619135	7.45136688408979	9.71459221392937	2.93846770476559	4.03207235028746	7.40717860079867	8.57277335417587	11.6617896961307	0.237594452303355	1.62520653181029
2012-03-08	1.05532817570476	1.51195998474703	1.47978909278431	0.342540925118445	0.0853948004114153	3.43155391930569	4.3522663513387	0.122481244342602	80.4637260746123	2.54448437846772	7.80558602419043	10.140419742681	3.13071851145226	3.87742741521524	7.13447168793751	8.72449328065461	11.8338988155303	0.253955914863739	1.69383372101353
2012-03-09	0.984627535354829	1.55555683700882	1.55227003656182	0.361541371567791	0.0920178854637181	3.50424877064994	4.44089321592549	0.127802267903991	78.6331280204945	2.65753799485766	7.72605096776219	10.0458753248778	3.20712654179894	3.77575991177495	6.955290701933	8.76009748949817	11.8743622425672	0.262271654525478	1.72797529451398
2012-03-12	0.94136089526173	1.62958562911499	1.73065299307058	0.408284983642599	0.109082352448968	3.67527602139636	4.64951749673054	0.131636982036165	74.3765701623155	2.92201238615816	7.70965656851086	10.0284487122226	3.20036937527929	3.87926961954075	7.14502009137486	8.76204996330228	11.8771830131747	0.282770556185196	1.8103026932883
2012-03-13	0.728238839880761	1.7089284791058	1.94989733900815	0.470386732676646	0.131923798331271	3.88202070964163	4.89928506781425	0.141110727920797	70.3251151370752	3.23455926702817	8.36018495344797	10.8061742514821	3.58572355559651	4.13262985180837	7.59661599319572	9.13883830326794	12.3019853808884	0.306304344558804	1.90236139609009
2012-03-14	0.745226775201634	1.61360681374969	1.77785063852795	0.419269900710338	0.113657684011956	3.7158768382344	4.69987397501162	0.1244602088269	73.0631043743161	2.98398038224228	9.35656177177573	11.986024113304	3.55846557425835	4.39916559428178	8.06937537742534	9.76224563951923	12.9992700114511	0.288736976982637	1.83365347616304
2012-03-15	0.680052991107753	1.62603687079209	1.83768368194801	0.435113134392273	0.119712801703787	3.77042318201306	4.76633161978844	0.124256447548782	71.7910326468537	3.06739227909708	9.28655851230826	11.9043851794122	3.68827537337888	4.24267694812394	7.79514987275242	9.77404690112841	13.01260182139	0.295511726238913	1.86012545343973
