Symbol	Frequency	FactorList	Factor	Value	UpdateDate
USD/EUR	D	EqRisk	MKT	-0.08912159356675	2016-03-12
USD/EUR	D	EqRisk	SMB	-0.000620853730445892	2016-03-12
USD/EUR	D	EqRisk	HML	-0.0372193409684424	2016-03-12
USD/EUR	D	EqRisk	MOM	-0.00357040823052401	2016-03-12
USD/EUR	D	EqRisk	VIX	-0.00802175625663608	2016-03-12
USD/EUR	D	EqRisk	OIL	-0.0335923363294046	2016-03-12
USD/EUR	D	EqRisk	GOLD	-0.14158387410278	2016-03-12
USD/EUR	D	EqRisk	R2	0.144805033439358	2016-03-12
USD/EUR	D	EqRisk	idioStd	0.00587037320980174	2016-03-12
USD/EUR	D	EqRisk	df	5.86838980187408	2016-03-12
USD/EUR	D	EqRisk	ncp	0	2016-03-12
USD/EUR	D	EqRisk	Scale	0.00476618999266587	2016-03-12
USD/EUR	M	EqRisk	MKT	-0.262986861000626	2016-03-12
USD/EUR	M	EqRisk	SMB	0.210850708366652	2016-03-12
USD/EUR	M	EqRisk	HML	-0.0740138350277582	2016-03-12
USD/EUR	M	EqRisk	MOM	0.0138953139440893	2016-03-12
USD/EUR	M	EqRisk	VIX	-0.00244292503160934	2016-03-12
USD/EUR	M	EqRisk	OIL	-0.0847372919040488	2016-03-12
USD/EUR	M	EqRisk	GOLD	-0.158321367553676	2016-03-12
USD/EUR	M	EqRisk	R2	0.400459964927058	2016-03-12
USD/EUR	M	EqRisk	idioStd	0.023513974867735	2016-03-12
USD/EUR	M	EqRisk	df	6.74760992536087	2016-03-12
USD/EUR	M	EqRisk	ncp	0	2016-03-12
USD/EUR	M	EqRisk	Scale	0.0197237087109959	2016-03-12
USD/EUR	M	FF9b	MKT	-0.267633132339676	2016-03-12
USD/EUR	M	FF9b	TERM	-0.443177973963922	2016-03-12
USD/EUR	M	FF9b	SMB	-0.0161232694648369	2016-03-12
USD/EUR	M	FF9b	HML	-0.144425688209265	2016-03-12
USD/EUR	M	FF9b	MOM	-0.041650498373726	2016-03-12
USD/EUR	M	FF9b	STRev	-0.00141780938703544	2016-03-12
USD/EUR	M	FF9b	LTRev	-0.019373859562527	2016-03-12
USD/EUR	M	FF9b	LIQ	-0.0258714191492133	2016-03-12
USD/EUR	M	FF9b	VIX	0.00412448333770139	2016-03-12
USD/EUR	M	FF9b	R2	0.208645705394533	2016-03-12
USD/EUR	M	FF9b	idioStd	0.0277397062286197	2016-03-12
USD/EUR	M	FF9b	df	Inf	2016-03-12
USD/EUR	M	FF9b	ncp	0	2016-03-12
USD/EUR	M	FF9b	Scale	0.0277397062286197	2016-03-12
USD/EUR	M	FF9	MKT	-0.238447602002745	2016-03-12
USD/EUR	M	FF9	TERM	-0.434143133616927	2016-03-12
USD/EUR	M	FF9	SMB	-0.00732090103353906	2016-03-12
USD/EUR	M	FF9	HML	-0.135629786239895	2016-03-12
USD/EUR	M	FF9	MOM	-0.0386900534763224	2016-03-12
USD/EUR	M	FF9	STRev	-0.00729252802035231	2016-03-12
USD/EUR	M	FF9	LTRev	-0.0242447209687562	2016-03-12
USD/EUR	M	FF9	LIQ	-0.00915245334349806	2016-03-12
USD/EUR	M	FF9	SPXVol	0.0111400979171231	2016-03-12
USD/EUR	M	FF9	R2	0.220228238914506	2016-03-12
USD/EUR	M	FF9	idioStd	0.0275359539949398	2016-03-12
USD/EUR	M	FF9	df	Inf	2016-03-12
USD/EUR	M	FF9	ncp	0	2016-03-12
USD/EUR	M	FF9	Scale	0.0275359539949398	2016-03-12
USD/EUR	M	FF8	MKT	-0.278901753212368	2016-03-12
USD/EUR	M	FF8	TERM	-0.441973140037025	2016-03-12
USD/EUR	M	FF8	SMB	-0.0173959608032901	2016-03-12
USD/EUR	M	FF8	HML	-0.145517941215948	2016-03-12
USD/EUR	M	FF8	MOM	-0.042871839467369	2016-03-12
USD/EUR	M	FF8	STRev	-0.00197248426280113	2016-03-12
USD/EUR	M	FF8	LTRev	-0.0161647830545661	2016-03-12
USD/EUR	M	FF8	LIQ	-0.0264717546531627	2016-03-12
USD/EUR	M	FF8	R2	0.208342919064607	2016-03-12
USD/EUR	M	FF8	idioStd	0.027745012575367	2016-03-12
USD/EUR	M	FF8	df	Inf	2016-03-12
USD/EUR	M	FF8	ncp	0	2016-03-12
USD/EUR	M	FF8	Scale	0.027745012575367	2016-03-12
USD/EUR	D	FF8a	MKT	-0.0557874437082601	2016-03-12
USD/EUR	D	FF8a	TERM	-0.109319320111532	2016-03-12
USD/EUR	D	FF8a	SMB	-0.0449063104516	2016-03-12
USD/EUR	D	FF8a	HML	-0.151393883779082	2016-03-12
USD/EUR	D	FF8a	MOM	-0.0255639835567648	2016-03-12
USD/EUR	D	FF8a	STRev	-0.021670404587597	2016-03-12
USD/EUR	D	FF8a	LTRev	0.0443801751371618	2016-03-12
USD/EUR	D	FF8a	VIX	-0.0028233883454318	2016-03-12
USD/EUR	D	FF8a	R2	0.0251753830818188	2016-03-12
USD/EUR	D	FF8a	idioStd	0.00630401514672623	2016-03-12
USD/EUR	D	FF8a	df	6.76262661441582	2016-03-12
USD/EUR	D	FF8a	ncp	0	2016-03-12
USD/EUR	D	FF8a	Scale	0.00529033057604258	2016-03-12
USD/EUR	M	FF8a	MKT	-0.241433035863803	2016-03-12
USD/EUR	M	FF8a	TERM	-0.306923467978708	2016-03-12
USD/EUR	M	FF8a	SMB	-0.000747369751449509	2016-03-12
USD/EUR	M	FF8a	HML	-0.146153758377415	2016-03-12
USD/EUR	M	FF8a	MOM	-0.0203339907657348	2016-03-12
USD/EUR	M	FF8a	STRev	-0.0152950674705424	2016-03-12
USD/EUR	M	FF8a	LTRev	-0.088810823141844	2016-03-12
USD/EUR	M	FF8a	VIX	0.00330340344545256	2016-03-12
USD/EUR	M	FF8a	R2	0.166585744277141	2016-03-12
USD/EUR	M	FF8a	idioStd	0.0272154565436036	2016-03-12
USD/EUR	M	FF8a	df	Inf	2016-03-12
USD/EUR	M	FF8a	ncp	0	2016-03-12
USD/EUR	M	FF8a	Scale	0.0272154565436036	2016-03-12
USD/EUR	D	FF7	MKT	-0.0438383744552486	2016-03-12
USD/EUR	D	FF7	TERM	-0.110855912232968	2016-03-12
USD/EUR	D	FF7	SMB	-0.0453694469756213	2016-03-12
USD/EUR	D	FF7	HML	-0.149954879120882	2016-03-12
USD/EUR	D	FF7	MOM	-0.022490804600366	2016-03-12
USD/EUR	D	FF7	STRev	-0.0219889432566789	2016-03-12
USD/EUR	D	FF7	LTRev	0.0452509641888839	2016-03-12
USD/EUR	D	FF7	R2	0.0248086635883883	2016-03-12
USD/EUR	D	FF7	idioStd	0.00630520078967283	2016-03-12
USD/EUR	D	FF7	df	6.7647363450261	2016-03-12
USD/EUR	D	FF7	ncp	0	2016-03-12
USD/EUR	D	FF7	Scale	0.00529167204915137	2016-03-12
USD/EUR	M	FF7	MKT	-0.252622020080162	2016-03-12
USD/EUR	M	FF7	TERM	-0.307077926547641	2016-03-12
USD/EUR	M	FF7	SMB	-0.000684920809393539	2016-03-12
USD/EUR	M	FF7	HML	-0.146663546777523	2016-03-12
USD/EUR	M	FF7	MOM	-0.021802780782978	2016-03-12
USD/EUR	M	FF7	STRev	-0.0152578149129114	2016-03-12
USD/EUR	M	FF7	LTRev	-0.0861105183176223	2016-03-12
USD/EUR	M	FF7	R2	0.166278649906721	2016-03-12
USD/EUR	M	FF7	idioStd	0.0272204702229774	2016-03-12
USD/EUR	M	FF7	df	Inf	2016-03-12
USD/EUR	M	FF7	ncp	0	2016-03-12
USD/EUR	M	FF7	Scale	0.0272204702229774	2016-03-12
USD/EUR	D	FF6	MKT	-0.0298444475063218	2016-03-12
USD/EUR	D	FF6	SMB	-0.0421216186314003	2016-03-12
USD/EUR	D	FF6	HML	-0.147269730174418	2016-03-12
USD/EUR	D	FF6	MOM	-0.0259310789746056	2016-03-12
USD/EUR	D	FF6	STRev	-0.0206166584744183	2016-03-12
USD/EUR	D	FF6	LTRev	0.0494466111076834	2016-03-12
USD/EUR	D	FF6	R2	0.0183825078731489	2016-03-12
USD/EUR	D	FF6	idioStd	0.00632301441896756	2016-03-12
USD/EUR	D	FF6	df	6.85277483600372	2016-03-12
USD/EUR	D	FF6	ncp	0	2016-03-12
USD/EUR	D	FF6	Scale	0.00532091120496031	2016-03-12
USD/EUR	M	FF6	MKT	-0.213175784426625	2016-03-12
USD/EUR	M	FF6	SMB	0.0178323297948776	2016-03-12
USD/EUR	M	FF6	HML	-0.141217606019171	2016-03-12
USD/EUR	M	FF6	MOM	-0.0361825308181	2016-03-12
USD/EUR	M	FF6	STRev	-0.0193623854974959	2016-03-12
USD/EUR	M	FF6	LTRev	-0.0836436548572491	2016-03-12
USD/EUR	M	FF6	R2	0.121541285873133	2016-03-12
USD/EUR	M	FF6	idioStd	0.0279412505249271	2016-03-12
USD/EUR	M	FF6	df	Inf	2016-03-12
USD/EUR	M	FF6	ncp	0	2016-03-12
USD/EUR	M	FF6	Scale	0.0279412505249271	2016-03-12
USD/EUR	M	RF5b	MKT	-0.250677405648027	2016-03-12
USD/EUR	M	RF5b	TERM	-0.445627965555486	2016-03-12
USD/EUR	M	RF5b	LTRev	-0.0874331840275994	2016-03-12
USD/EUR	M	RF5b	LIQ	-0.0293386609141774	2016-03-12
USD/EUR	M	RF5b	MOM	-0.0183759577508317	2016-03-12
USD/EUR	M	RF5b	R2	0.186389349071952	2016-03-12
USD/EUR	M	RF5b	idioStd	0.0281270825832633	2016-03-12
USD/EUR	M	RF5b	df	Inf	2016-03-12
USD/EUR	M	RF5b	ncp	0	2016-03-12
USD/EUR	M	RF5b	Scale	0.0281270825832633	2016-03-12
USD/EUR	M	RF5a	MKT	-0.258427292480526	2016-03-12
USD/EUR	M	RF5a	TERM	-0.436831294001045	2016-03-12
USD/EUR	M	RF5a	STRev	-0.00946583572885116	2016-03-12
USD/EUR	M	RF5a	LIQ	-0.0144735555551128	2016-03-12
USD/EUR	M	RF5a	MOM	-0.0286948063115341	2016-03-12
USD/EUR	M	RF5a	R2	0.180580174855549	2016-03-12
USD/EUR	M	RF5a	idioStd	0.0282273175662613	2016-03-12
USD/EUR	M	RF5a	df	17580.2522070417	2016-03-12
USD/EUR	M	RF5a	ncp	0	2016-03-12
USD/EUR	M	RF5a	Scale	0.0282257118941644	2016-03-12
USD/EUR	M	RF4b	MKT	-0.242692136450089	2016-03-12
USD/EUR	M	RF4b	TERM	-0.451365102490663	2016-03-12
USD/EUR	M	RF4b	LTRev	-0.0959967010251836	2016-03-12
USD/EUR	M	RF4b	LIQ	-0.0334382279991434	2016-03-12
USD/EUR	M	RF4b	R2	0.185240471873021	2016-03-12
USD/EUR	M	RF4b	idioStd	0.0281469343171585	2016-03-12
USD/EUR	M	RF4b	df	Inf	2016-03-12
USD/EUR	M	RF4b	ncp	0	2016-03-12
USD/EUR	M	RF4b	Scale	0.0281469343171585	2016-03-12
USD/EUR	M	RF4a	MKT	-0.248497158176917	2016-03-12
USD/EUR	M	RF4a	TERM	-0.445782947853247	2016-03-12
USD/EUR	M	RF4a	STRev	-0.00421160250482381	2016-03-12
USD/EUR	M	RF4a	LIQ	-0.0197548155222448	2016-03-12
USD/EUR	M	RF4a	R2	0.177685562183167	2016-03-12
USD/EUR	M	RF4a	idioStd	0.0282771303227189	2016-03-12
USD/EUR	M	RF4a	df	Inf	2016-03-12
USD/EUR	M	RF4a	ncp	0	2016-03-12
USD/EUR	M	RF4a	Scale	0.0282771303227189	2016-03-12
USD/EUR	M	RF3	MKT	-0.249744978213661	2016-03-12
USD/EUR	M	RF3	TERM	-0.446338498568173	2016-03-12
USD/EUR	M	RF3	LIQ	-0.0203213538403289	2016-03-12
USD/EUR	M	RF3	R2	0.177650807478292	2016-03-12
USD/EUR	M	RF3	idioStd	0.0282777278757291	2016-03-12
USD/EUR	M	RF3	df	Inf	2016-03-12
USD/EUR	M	RF3	ncp	0	2016-03-12
USD/EUR	M	RF3	Scale	0.0282777278757291	2016-03-12
USD/EUR	D	FF3	MKT	-0.0294181435301341	2016-03-12
USD/EUR	D	FF3	SMB	-0.031898090389618	2016-03-12
USD/EUR	D	FF3	HML	-0.111906569453995	2016-03-12
USD/EUR	D	FF3	R2	0.0155049681344908	2016-03-12
USD/EUR	D	FF3	idioStd	0.00633227536367712	2016-03-12
USD/EUR	D	FF3	df	6.79083511495564	2016-03-12
USD/EUR	D	FF3	ncp	0	2016-03-12
USD/EUR	D	FF3	Scale	0.00531867938490406	2016-03-12
USD/EUR	M	FF3	MKT	-0.202645211241216	2016-03-12
USD/EUR	M	FF3	SMB	-0.0269657084704574	2016-03-12
USD/EUR	M	FF3	HML	-0.163961461341802	2016-03-12
USD/EUR	M	FF3	R2	0.112535473529268	2016-03-12
USD/EUR	M	FF3	idioStd	0.0280841098381019	2016-03-12
USD/EUR	M	FF3	df	Inf	2016-03-12
USD/EUR	M	FF3	ncp	0	2016-03-12
USD/EUR	M	FF3	Scale	0.0280841098381019	2016-03-12
USD/EUR	D	MKT	MKT	-0.0273788247224782	2016-03-12
USD/EUR	D	MKT	R2	0.00291992069652047	2016-03-12
USD/EUR	D	MKT	idioStd	0.00637262037179444	2016-03-12
USD/EUR	D	MKT	df	6.99180891714072	2016-03-12
USD/EUR	D	MKT	ncp	0	2016-03-12
USD/EUR	D	MKT	Scale	0.00538458514158187	2016-03-12
USD/EUR	M	MKT	MKT	-0.188955571652605	2016-03-12
USD/EUR	M	MKT	R2	0.0819065919252118	2016-03-12
USD/EUR	M	MKT	idioStd	0.0285646295548701	2016-03-12
USD/EUR	M	MKT	df	29.5086631469758	2016-03-12
USD/EUR	M	MKT	ncp	0	2016-03-12
USD/EUR	M	MKT	Scale	0.0275796386328709	2016-03-12
^DJR	D	EqRisk	MKT	1.4127169578673	2016-03-12
^GSPC	D	EqRisk	MKT	1.00701884576043	2016-03-12
^RUO	D	EqRisk	MKT	1.15549398653915	2016-03-12
^RUT	D	EqRisk	MKT	1.13922094660729	2016-03-12
^VIX	D	EqRisk	MKT	0.000118958454637563	2016-03-12
^VXO	D	EqRisk	MKT	-0.99023099174062	2016-03-12
AGQ	D	EqRisk	MKT	0.38187154103472	2016-03-12
EEM	D	EqRisk	MKT	1.45182041313769	2016-03-12
EFA	D	EqRisk	MKT	1.07153469136418	2016-03-12
ERX	D	EqRisk	MKT	3.45123750379881	2016-03-12
ERY	D	EqRisk	MKT	-3.44976523567447	2016-03-12
EUO	D	EqRisk	MKT	-0.20251424273299	2016-03-12
EWI	D	EqRisk	MKT	1.06333762497029	2016-03-12
EWJ	D	EqRisk	MKT	0.90609316462279	2016-03-12
EWP	D	EqRisk	MKT	1.08732494437297	2016-03-12
EWU	D	EqRisk	MKT	1.04141678281908	2016-03-12
FAS	D	EqRisk	MKT	3.42955225981897	2016-03-12
FAZ	D	EqRisk	MKT	-3.44910209559048	2016-03-12
FEZ	D	EqRisk	MKT	1.18667592596882	2016-03-12
GLD	D	EqRisk	MKT	0.000145789925702333	2016-03-12
GSG	D	EqRisk	MKT	0.241580665932128	2016-03-12
HEDJ	D	EqRisk	MKT	0.780695384470613	2016-03-12
IEF	D	EqRisk	MKT	-0.104094039933719	2016-03-12
IEI	D	EqRisk	MKT	-0.0755769473524257	2016-03-12
IWD	D	EqRisk	MKT	0.976726770058545	2016-03-12
IWF	D	EqRisk	MKT	0.961066926605781	2016-03-12
IWM	D	EqRisk	MKT	1.0980673076978	2016-03-12
IWN	D	EqRisk	MKT	1.08937984595426	2016-03-12
IWO	D	EqRisk	MKT	1.11897001603629	2016-03-12
JNK	D	EqRisk	MKT	0.215519247858817	2016-03-12
MCHI	D	EqRisk	MKT	0.876200997604134	2016-03-12
NORW	D	EqRisk	MKT	1.13127211954445	2016-03-12
RWR	D	EqRisk	MKT	1.43885983996432	2016-03-12
SDS	D	EqRisk	MKT	-1.9004772060683	2016-03-12
SLV	D	EqRisk	MKT	0.188780656704544	2016-03-12
SPY	D	EqRisk	MKT	0.979594681986201	2016-03-12
SVXY	D	EqRisk	MKT	0.836712086857332	2016-03-12
TBT	D	EqRisk	MKT	0.458950496998564	2016-03-12
TLT	D	EqRisk	MKT	-0.221174890572092	2016-03-12
TNA	D	EqRisk	MKT	3.31451265740378	2016-03-12
TVIX	D	EqRisk	MKT	-1.71269281423828	2016-03-12
TZA	D	EqRisk	MKT	-3.33450515828814	2016-03-12
UNG	D	EqRisk	MKT	0.214482820628346	2016-03-12
USO	D	EqRisk	MKT	0.243021477513165	2016-03-12
UVXY	D	EqRisk	MKT	-1.65370219944043	2016-03-12
VGK	D	EqRisk	MKT	1.07891018580564	2016-03-12
VXX	D	EqRisk	MKT	-0.813691783285968	2016-03-12
XIV	D	EqRisk	MKT	0.816105905023043	2016-03-12
XLB	D	EqRisk	MKT	1.05877884327579	2016-03-12
XLE	D	EqRisk	MKT	1.17485739906044	2016-03-12
XLF	D	EqRisk	MKT	1.24869390176204	2016-03-12
XLI	D	EqRisk	MKT	0.963353800084856	2016-03-12
XLK	D	EqRisk	MKT	1.01381605242705	2016-03-12
XLP	D	EqRisk	MKT	0.544500001024068	2016-03-12
XLU	D	EqRisk	MKT	0.759463448213947	2016-03-12
XLV	D	EqRisk	MKT	0.735793816231264	2016-03-12
XLY	D	EqRisk	MKT	0.969332050949051	2016-03-12
ZSL	D	EqRisk	MKT	-0.388821755898167	2016-03-12
AGNC	D	EqRisk	MKT	0.673007048424857	2016-03-12
SJP3.L	D	EqRisk	MKT	0.182757242223695	2016-03-12
CROC	D	EqRisk	MKT	-0.266180484680365	2016-03-12
KORS	D	EqRisk	MKT	1.07965037677049	2016-03-12
PCLN	D	EqRisk	MKT	1.09270612910469	2016-03-12
EWW	D	EqRisk	MKT	1.07990057977399	2016-03-12
EZA	D	EqRisk	MKT	1.3815854210272	2016-03-12
DXJ	D	EqRisk	MKT	0.728178922985665	2016-03-12
UWTI	D	EqRisk	MKT	0.755230346466356	2016-03-12
USD/ARS	D	EqRisk	MKT	0.00111814235758888	2016-03-12
AUD/USD	D	EqRisk	MKT	0.158316483071895	2016-03-12
USD/BRL	D	EqRisk	MKT	-0.123680246427055	2016-03-12
USD/CAD	D	EqRisk	MKT	-0.101280524450458	2016-03-12
USD/CHF	D	EqRisk	MKT	0.00233206333817102	2016-03-12
USD/CLP	D	EqRisk	MKT	-0.00333677148221029	2016-03-12
USD/CNY	D	EqRisk	MKT	-0.00295468159921558	2016-03-12
USD/COP	D	EqRisk	MKT	-0.00373283555488614	2016-03-12
USD/DKK	D	EqRisk	MKT	-0.0827389395763091	2016-03-12
EUR/USD	D	EqRisk	MKT	0.0817359846562616	2016-03-12
GBP/USD	D	EqRisk	MKT	0.0627240563847434	2016-03-12
USD/HKD	D	EqRisk	MKT	-0.000471230929033902	2016-03-12
USD/IDR	D	EqRisk	MKT	0.00309126244373782	2016-03-12
USD/INR	D	EqRisk	MKT	-0.0313175600056164	2016-03-12
USD/JPY	D	EqRisk	MKT	0.0706767347795476	2016-03-12
USD/KRW	D	EqRisk	MKT	-0.0236647644624414	2016-03-12
USD/LKR	D	EqRisk	MKT	0.0135741991043589	2016-03-12
USD/MXN	D	EqRisk	MKT	-0.0580707672711438	2016-03-12
USD/MYR	D	EqRisk	MKT	-0.0189374270253238	2016-03-12
USD/NOK	D	EqRisk	MKT	-0.107221833008372	2016-03-12
USD/NPR	D	EqRisk	MKT	0.00102592415351177	2016-03-12
NZD/USD	D	EqRisk	MKT	0.166883761002588	2016-03-12
USD/PEN	D	EqRisk	MKT	-0.00222404456738808	2016-03-12
USD/PHP	D	EqRisk	MKT	-0.00196875529015044	2016-03-12
USD/PKR	D	EqRisk	MKT	0.00436340023314201	2016-03-12
USD/PLN	D	EqRisk	MKT	-0.00642956538656461	2016-03-12
USD/RUB	D	EqRisk	MKT	-0.00145218049486572	2016-03-12
USD/SEK	D	EqRisk	MKT	-0.159549746928851	2016-03-12
USD/SGD	D	EqRisk	MKT	-0.0546893716870225	2016-03-12
USD/THB	D	EqRisk	MKT	-0.00986465591849869	2016-03-12
USD/TRY	D	EqRisk	MKT	-8.44569181202832e-05	2016-03-12
USD/TWD	D	EqRisk	MKT	-0.0157077076282129	2016-03-12
USD/VEF	D	EqRisk	MKT	-0.0481860263167058	2016-03-12
USD/VND	D	EqRisk	MKT	0.000723768755136094	2016-03-12
USD/ZAR	D	EqRisk	MKT	-0.153976769318575	2016-03-12
^DJR	D	EqRisk	SMB	0.407956016905464	2016-03-12
^GSPC	D	EqRisk	SMB	-0.143653869764558	2016-03-12
^RUO	D	EqRisk	SMB	0.919381150941203	2016-03-12
^RUT	D	EqRisk	SMB	0.927013521941154	2016-03-12
^VIX	D	EqRisk	SMB	5.85518891471222e-05	2016-03-12
^VXO	D	EqRisk	SMB	0.0976978484001292	2016-03-12
AGQ	D	EqRisk	SMB	0.136573693969836	2016-03-12
EEM	D	EqRisk	SMB	-0.210152519151564	2016-03-12
EFA	D	EqRisk	SMB	-0.225970567121007	2016-03-12
ERX	D	EqRisk	SMB	-0.981309859989902	2016-03-12
ERY	D	EqRisk	SMB	0.959730611250539	2016-03-12
EUO	D	EqRisk	SMB	-0.0275631340504115	2016-03-12
EWI	D	EqRisk	SMB	-0.0953609978386641	2016-03-12
EWJ	D	EqRisk	SMB	-0.220391765836819	2016-03-12
EWP	D	EqRisk	SMB	-0.122089511604771	2016-03-12
EWU	D	EqRisk	SMB	-0.271471387632519	2016-03-12
FAS	D	EqRisk	SMB	-0.107129794669183	2016-03-12
FAZ	D	EqRisk	SMB	0.129468581455119	2016-03-12
FEZ	D	EqRisk	SMB	-0.189145799723217	2016-03-12
GLD	D	EqRisk	SMB	0.000103062304211185	2016-03-12
GSG	D	EqRisk	SMB	-0.00494771445041283	2016-03-12
HEDJ	D	EqRisk	SMB	-0.207456863352066	2016-03-12
IEF	D	EqRisk	SMB	-0.0182125676865367	2016-03-12
IEI	D	EqRisk	SMB	0.00882891907050183	2016-03-12
IWD	D	EqRisk	SMB	-0.114628294561493	2016-03-12
IWF	D	EqRisk	SMB	-0.0523069494192752	2016-03-12
IWM	D	EqRisk	SMB	0.866327294283948	2016-03-12
IWN	D	EqRisk	SMB	0.873388328171621	2016-03-12
IWO	D	EqRisk	SMB	0.876725204940714	2016-03-12
JNK	D	EqRisk	SMB	-0.11313711789522	2016-03-12
MCHI	D	EqRisk	SMB	-0.213420262584539	2016-03-12
NORW	D	EqRisk	SMB	-0.15041775827273	2016-03-12
RWR	D	EqRisk	SMB	0.407827668148772	2016-03-12
SDS	D	EqRisk	SMB	0.236196288733301	2016-03-12
SLV	D	EqRisk	SMB	0.0738579701536361	2016-03-12
SPY	D	EqRisk	SMB	-0.159909767024004	2016-03-12
SVXY	D	EqRisk	SMB	0.228082999881308	2016-03-12
TBT	D	EqRisk	SMB	0.144873213664007	2016-03-12
TLT	D	EqRisk	SMB	-0.0575043963021466	2016-03-12
TNA	D	EqRisk	SMB	2.64872525435573	2016-03-12
TVIX	D	EqRisk	SMB	-0.39574414596366	2016-03-12
TZA	D	EqRisk	SMB	-2.68382837069973	2016-03-12
UNG	D	EqRisk	SMB	-0.0892838999927041	2016-03-12
USO	D	EqRisk	SMB	0.0219895000876718	2016-03-12
UVXY	D	EqRisk	SMB	-0.476403670636827	2016-03-12
VGK	D	EqRisk	SMB	-0.16037600916996	2016-03-12
VXX	D	EqRisk	SMB	-0.238111606503865	2016-03-12
XIV	D	EqRisk	SMB	0.216631443756868	2016-03-12
XLB	D	EqRisk	SMB	0.0831459431700383	2016-03-12
XLE	D	EqRisk	SMB	-0.314109498117342	2016-03-12
XLF	D	EqRisk	SMB	-0.0859073403089933	2016-03-12
XLI	D	EqRisk	SMB	0.0876952860224047	2016-03-12
XLK	D	EqRisk	SMB	-0.114190545736031	2016-03-12
XLP	D	EqRisk	SMB	-0.16354557263668	2016-03-12
XLU	D	EqRisk	SMB	-0.375824100806362	2016-03-12
XLV	D	EqRisk	SMB	-0.120658209184638	2016-03-12
XLY	D	EqRisk	SMB	0.157139452000586	2016-03-12
ZSL	D	EqRisk	SMB	-0.143436068440941	2016-03-12
AGNC	D	EqRisk	SMB	0.0218856513167806	2016-03-12
SJP3.L	D	EqRisk	SMB	-0.122322275613015	2016-03-12
CROC	D	EqRisk	SMB	0.155997019401406	2016-03-12
KORS	D	EqRisk	SMB	0.0533921685823051	2016-03-12
PCLN	D	EqRisk	SMB	0.232959249159499	2016-03-12
EWW	D	EqRisk	SMB	-0.0501573111573223	2016-03-12
EZA	D	EqRisk	SMB	-0.249114375815954	2016-03-12
DXJ	D	EqRisk	SMB	-0.200554249101276	2016-03-12
UWTI	D	EqRisk	SMB	0.0494053020049664	2016-03-12
USD/ARS	D	EqRisk	SMB	0.00362959426436958	2016-03-12
AUD/USD	D	EqRisk	SMB	-0.0803829814932621	2016-03-12
USD/BRL	D	EqRisk	SMB	0.0902777051429041	2016-03-12
USD/CAD	D	EqRisk	SMB	-0.00567305806197661	2016-03-12
USD/CHF	D	EqRisk	SMB	-0.0200487991003884	2016-03-12
USD/CLP	D	EqRisk	SMB	-0.00961401034516297	2016-03-12
USD/CNY	D	EqRisk	SMB	0.00376930208138494	2016-03-12
USD/COP	D	EqRisk	SMB	-0.00593534980538207	2016-03-12
USD/DKK	D	EqRisk	SMB	-0.00556307957748632	2016-03-12
EUR/USD	D	EqRisk	SMB	0.0057071710908597	2016-03-12
GBP/USD	D	EqRisk	SMB	-0.00789116735353648	2016-03-12
USD/HKD	D	EqRisk	SMB	-0.0031988295169345	2016-03-12
USD/IDR	D	EqRisk	SMB	0.00776766619108443	2016-03-12
USD/INR	D	EqRisk	SMB	0.0129109822610939	2016-03-12
USD/JPY	D	EqRisk	SMB	-0.0546098307299013	2016-03-12
USD/KRW	D	EqRisk	SMB	0.00623840445601311	2016-03-12
USD/LKR	D	EqRisk	SMB	0.000874205198238071	2016-03-12
USD/MXN	D	EqRisk	SMB	0.0130042043831266	2016-03-12
USD/MYR	D	EqRisk	SMB	-0.0162228090087427	2016-03-12
USD/NOK	D	EqRisk	SMB	0.0264830721680052	2016-03-12
USD/NPR	D	EqRisk	SMB	0.00723823312927316	2016-03-12
NZD/USD	D	EqRisk	SMB	-0.0315680050876329	2016-03-12
USD/PEN	D	EqRisk	SMB	-0.00570988700685074	2016-03-12
USD/PHP	D	EqRisk	SMB	-0.00378793429735913	2016-03-12
USD/PKR	D	EqRisk	SMB	0.014156897016759	2016-03-12
USD/PLN	D	EqRisk	SMB	-0.0162331727731136	2016-03-12
USD/RUB	D	EqRisk	SMB	-0.00316309106606706	2016-03-12
USD/SEK	D	EqRisk	SMB	0.00488712249011969	2016-03-12
USD/SGD	D	EqRisk	SMB	-0.0119766841582347	2016-03-12
USD/THB	D	EqRisk	SMB	0.0079277569288879	2016-03-12
USD/TRY	D	EqRisk	SMB	0.0043947283176825	2016-03-12
USD/TWD	D	EqRisk	SMB	-0.029422515755881	2016-03-12
USD/VEF	D	EqRisk	SMB	-0.0216653112122835	2016-03-12
USD/VND	D	EqRisk	SMB	0.00179429138451506	2016-03-12
USD/ZAR	D	EqRisk	SMB	0.0468802558338823	2016-03-12
^DJR	D	EqRisk	HML	0.713746694759277	2016-03-12
^GSPC	D	EqRisk	HML	0.00492188750004778	2016-03-12
^RUO	D	EqRisk	HML	-0.149875461584673	2016-03-12
^RUT	D	EqRisk	HML	0.132902793801553	2016-03-12
^VIX	D	EqRisk	HML	-0.000394008409501585	2016-03-12
^VXO	D	EqRisk	HML	0.177933392061984	2016-03-12
AGQ	D	EqRisk	HML	-0.105200330419056	2016-03-12
EEM	D	EqRisk	HML	-0.102045522983206	2016-03-12
EFA	D	EqRisk	HML	-0.00179376896296326	2016-03-12
ERX	D	EqRisk	HML	0.474530007582854	2016-03-12
