Symbol	Frequency	FactorList	Factor	Value	UpdateDate
SCTY	M	EqRisk	idioStd	0.192216864494227	2014-11-15
SMFG	M	EqRisk	idioStd	0.0860720101534883	2014-11-15
SPG	M	EqRisk	idioStd	0.0565694321090348	2014-11-15
STI	M	EqRisk	idioStd	0.0834626318881928	2014-11-15
SXC	M	EqRisk	idioStd	0.0480655715957103	2014-11-15
TER	M	EqRisk	idioStd	0.0809164393012825	2014-11-15
TM	M	EqRisk	idioStd	0.0542579500483266	2014-11-15
TRGP	M	EqRisk	idioStd	0.0513723120047162	2014-11-15
TSM	M	EqRisk	idioStd	0.0555173127962382	2014-11-15
VAL	M	EqRisk	idioStd	0.0487345454607064	2014-11-15
WBC	M	EqRisk	idioStd	0.0627602799674053	2014-11-15
WX	M	EqRisk	idioStd	0.107094708689219	2014-11-15
WYN	M	EqRisk	idioStd	0.122792941325118	2014-11-15
x	M	EqRisk	idioStd	0.109499753746422	2014-11-15
ZURVY	M	EqRisk	idioStd	0.0466867513440758	2014-11-15
ABX	M	EqRisk	df	151.824053297541	2014-11-15
ACT	M	EqRisk	df	Inf	2014-11-15
ADSK	M	EqRisk	df	11.7012377835004	2014-11-15
AJINF	M	EqRisk	df	5.54177649836321	2014-11-15
ALL	M	EqRisk	df	5.85614062317646	2014-11-15
AMGN	M	EqRisk	df	5.20160621819756	2014-11-15
AMZN	M	EqRisk	df	5.39641382123351	2014-11-15
ASH	M	EqRisk	df	6.42452378218462	2014-11-15
AYI	M	EqRisk	df	26.9619692965654	2014-11-15
BERY	M	EqRisk	df	11.0029513517781	2014-11-15
BMY	M	EqRisk	df	32.7247831194003	2014-11-15
BX	M	EqRisk	df	4.91796433382477	2014-11-15
CBG	M	EqRisk	df	8.43073087981633	2014-11-15
COF	M	EqRisk	df	6.83344576459324	2014-11-15
COST	M	EqRisk	df	25.7434424315916	2014-11-15
CPN	M	EqRisk	df	7.14594691143478	2014-11-15
CRI	M	EqRisk	df	Inf	2014-11-15
CRM	M	EqRisk	df	15.1125281896089	2014-11-15
CS	M	EqRisk	df	188.24634334668	2014-11-15
DAR	M	EqRisk	df	8.83793068396232	2014-11-15
DFS	M	EqRisk	df	Inf	2014-11-15
DGX	M	EqRisk	df	8.50443951420103	2014-11-15
DISH	M	EqRisk	df	6.54233140109336	2014-11-15
EBAY	M	EqRisk	df	Inf	2014-11-15
EL	M	EqRisk	df	13.3675889680293	2014-11-15
ENDP	M	EqRisk	df	4.86248181944714	2014-11-15
EOG	M	EqRisk	df	12.8887805393335	2014-11-15
ETFC	M	EqRisk	df	4.78054369613914	2014-11-15
EVHC	M	EqRisk	df	Inf	2014-11-15
EXP	M	EqRisk	df	18.0536817868264	2014-11-15
FANUY	M	EqRisk	df	11.9316213183437	2014-11-15
FLT	M	EqRisk	df	Inf	2014-11-15
HCA	M	EqRisk	df	Inf	2014-11-15
HMIN	M	EqRisk	df	11.4173500367369	2014-11-15
HUN	M	EqRisk	df	5.40352339574668	2014-11-15
INFN	M	EqRisk	df	30.5557513238941	2014-11-15
ING	M	EqRisk	df	14.6990720163845	2014-11-15
KMI	M	EqRisk	df	17.8989379349354	2014-11-15
KNCAY	M	EqRisk	df	Inf	2014-11-15
KT	M	EqRisk	df	5.98712652821454	2014-11-15
LAZ	M	EqRisk	df	9.25731934641435	2014-11-15
LEN	M	EqRisk	df	47.7840783947537	2014-11-15
LMT	M	EqRisk	df	8.49438387426846	2014-11-15
LRCX	M	EqRisk	df	35.4998325573996	2014-11-15
MARUY	M	EqRisk	df	65.1633906680166	2014-11-15
MCK	M	EqRisk	df	7.02652327661368	2014-11-15
MLM	M	EqRisk	df	Inf	2014-11-15
MNST	M	EqRisk	df	5.9974360007897	2014-11-15
MWE	M	EqRisk	df	5.53019535180086	2014-11-15
NCLTF	M	EqRisk	df	NA	2014-11-15
NJ	M	EqRisk	df	7.51177905817969	2014-11-15
NKE	M	EqRisk	df	6.75923142911573	2014-11-15
NSSMY	M	EqRisk	df	96.6995933966038	2014-11-15
OCPNY	M	EqRisk	df	4.50801684265466	2014-11-15
ODFL	M	EqRisk	df	8.66013766637669	2014-11-15
OII	M	EqRisk	df	8.30859853323049	2014-11-15
OTSKF	M	EqRisk	df	Inf	2014-11-15
PAGP	M	EqRisk	df	Inf	2014-11-15
PANW	M	EqRisk	df	18.3018694348627	2014-11-15
PAYX	M	EqRisk	df	29.4715220396262	2014-11-15
PKI	M	EqRisk	df	7.90024586603925	2014-11-15
PVH	M	EqRisk	df	12.3971980976061	2014-11-15
RKUS	M	EqRisk	df	6.83161398236324	2014-11-15
ROST	M	EqRisk	df	Inf	2014-11-15
RRC	M	EqRisk	df	Inf	2014-11-15
SAP	M	EqRisk	df	17.725664111266	2014-11-15
SCTY	M	EqRisk	df	Inf	2014-11-15
SMFG	M	EqRisk	df	11.7353854363498	2014-11-15
SPG	M	EqRisk	df	11.5385900917115	2014-11-15
STI	M	EqRisk	df	4.85922729442197	2014-11-15
SXC	M	EqRisk	df	Inf	2014-11-15
TER	M	EqRisk	df	18.3842072909589	2014-11-15
TM	M	EqRisk	df	21.6460747998176	2014-11-15
TRGP	M	EqRisk	df	10.458063100825	2014-11-15
TSM	M	EqRisk	df	53.6986897485238	2014-11-15
VAL	M	EqRisk	df	40.2526434411354	2014-11-15
WBC	M	EqRisk	df	53.0437645573741	2014-11-15
WX	M	EqRisk	df	19.6487576534682	2014-11-15
WYN	M	EqRisk	df	4.70540028225162	2014-11-15
x	M	EqRisk	df	11.9404185067797	2014-11-15
ZURVY	M	EqRisk	df	7.58714111557627	2014-11-15
ABX	M	EqRisk	ncp	0	2014-11-15
ACT	M	EqRisk	ncp	0	2014-11-15
ADSK	M	EqRisk	ncp	0	2014-11-15
AJINF	M	EqRisk	ncp	0	2014-11-15
ALL	M	EqRisk	ncp	0	2014-11-15
AMGN	M	EqRisk	ncp	0	2014-11-15
AMZN	M	EqRisk	ncp	0	2014-11-15
ASH	M	EqRisk	ncp	0	2014-11-15
AYI	M	EqRisk	ncp	0	2014-11-15
BERY	M	EqRisk	ncp	0	2014-11-15
BMY	M	EqRisk	ncp	0	2014-11-15
BX	M	EqRisk	ncp	0	2014-11-15
CBG	M	EqRisk	ncp	0	2014-11-15
COF	M	EqRisk	ncp	0	2014-11-15
COST	M	EqRisk	ncp	0	2014-11-15
CPN	M	EqRisk	ncp	0	2014-11-15
CRI	M	EqRisk	ncp	0	2014-11-15
CRM	M	EqRisk	ncp	0	2014-11-15
CS	M	EqRisk	ncp	0	2014-11-15
DAR	M	EqRisk	ncp	0	2014-11-15
DFS	M	EqRisk	ncp	0	2014-11-15
DGX	M	EqRisk	ncp	0	2014-11-15
DISH	M	EqRisk	ncp	0	2014-11-15
EBAY	M	EqRisk	ncp	0	2014-11-15
EL	M	EqRisk	ncp	0	2014-11-15
ENDP	M	EqRisk	ncp	0	2014-11-15
EOG	M	EqRisk	ncp	0	2014-11-15
ETFC	M	EqRisk	ncp	0	2014-11-15
EVHC	M	EqRisk	ncp	0	2014-11-15
EXP	M	EqRisk	ncp	0	2014-11-15
FANUY	M	EqRisk	ncp	0	2014-11-15
FLT	M	EqRisk	ncp	0	2014-11-15
HCA	M	EqRisk	ncp	0	2014-11-15
HMIN	M	EqRisk	ncp	0	2014-11-15
HUN	M	EqRisk	ncp	0	2014-11-15
INFN	M	EqRisk	ncp	0	2014-11-15
ING	M	EqRisk	ncp	0	2014-11-15
KMI	M	EqRisk	ncp	0	2014-11-15
KNCAY	M	EqRisk	ncp	0	2014-11-15
KT	M	EqRisk	ncp	0	2014-11-15
LAZ	M	EqRisk	ncp	0	2014-11-15
LEN	M	EqRisk	ncp	0	2014-11-15
LMT	M	EqRisk	ncp	0	2014-11-15
LRCX	M	EqRisk	ncp	0	2014-11-15
MARUY	M	EqRisk	ncp	0	2014-11-15
MCK	M	EqRisk	ncp	0	2014-11-15
MLM	M	EqRisk	ncp	0	2014-11-15
MNST	M	EqRisk	ncp	0	2014-11-15
MWE	M	EqRisk	ncp	0	2014-11-15
NCLTF	M	EqRisk	ncp	0	2014-11-15
NJ	M	EqRisk	ncp	0	2014-11-15
NKE	M	EqRisk	ncp	0	2014-11-15
NSSMY	M	EqRisk	ncp	0	2014-11-15
OCPNY	M	EqRisk	ncp	0	2014-11-15
ODFL	M	EqRisk	ncp	0	2014-11-15
OII	M	EqRisk	ncp	0	2014-11-15
OTSKF	M	EqRisk	ncp	0	2014-11-15
PAGP	M	EqRisk	ncp	0	2014-11-15
PANW	M	EqRisk	ncp	0	2014-11-15
PAYX	M	EqRisk	ncp	0	2014-11-15
PKI	M	EqRisk	ncp	0	2014-11-15
PVH	M	EqRisk	ncp	0	2014-11-15
RKUS	M	EqRisk	ncp	0	2014-11-15
ROST	M	EqRisk	ncp	0	2014-11-15
RRC	M	EqRisk	ncp	0	2014-11-15
SAP	M	EqRisk	ncp	0	2014-11-15
SCTY	M	EqRisk	ncp	0	2014-11-15
SMFG	M	EqRisk	ncp	0	2014-11-15
SPG	M	EqRisk	ncp	0	2014-11-15
STI	M	EqRisk	ncp	0	2014-11-15
SXC	M	EqRisk	ncp	0	2014-11-15
TER	M	EqRisk	ncp	0	2014-11-15
TM	M	EqRisk	ncp	0	2014-11-15
TRGP	M	EqRisk	ncp	0	2014-11-15
TSM	M	EqRisk	ncp	0	2014-11-15
VAL	M	EqRisk	ncp	0	2014-11-15
WBC	M	EqRisk	ncp	0	2014-11-15
WX	M	EqRisk	ncp	0	2014-11-15
WYN	M	EqRisk	ncp	0	2014-11-15
x	M	EqRisk	ncp	0	2014-11-15
ZURVY	M	EqRisk	ncp	0	2014-11-15
ABX	M	EqRisk	Scale	0.0714545406455668	2014-11-15
ACT	M	EqRisk	Scale	0.0548633649688108	2014-11-15
ADSK	M	EqRisk	Scale	0.0685737818031515	2014-11-15
AJINF	M	EqRisk	Scale	0.048997503009813	2014-11-15
ALL	M	EqRisk	Scale	0.0386160791663825	2014-11-15
AMGN	M	EqRisk	Scale	0.0536346057180059	2014-11-15
AMZN	M	EqRisk	Scale	0.0730285920325437	2014-11-15
ASH	M	EqRisk	Scale	0.0732675292238301	2014-11-15
AYI	M	EqRisk	Scale	0.0668358661570937	2014-11-15
BERY	M	EqRisk	Scale	0.0431421745136949	2014-11-15
BMY	M	EqRisk	Scale	0.0514675933656423	2014-11-15
BX	M	EqRisk	Scale	0.0580151545353829	2014-11-15
CBG	M	EqRisk	Scale	0.0784391629987126	2014-11-15
COF	M	EqRisk	Scale	0.0640316273841561	2014-11-15
COST	M	EqRisk	Scale	0.0416384845653294	2014-11-15
CPN	M	EqRisk	Scale	0.0666527797808357	2014-11-15
CRI	M	EqRisk	Scale	0.0789274155716589	2014-11-15
CRM	M	EqRisk	Scale	0.0877223029057139	2014-11-15
CS	M	EqRisk	Scale	0.0665807764672266	2014-11-15
DAR	M	EqRisk	Scale	0.0754481479860741	2014-11-15
DFS	M	EqRisk	Scale	0.0656256245868889	2014-11-15
DGX	M	EqRisk	Scale	0.0443374505647266	2014-11-15
DISH	M	EqRisk	Scale	0.0664383883481423	2014-11-15
EBAY	M	EqRisk	Scale	0.0738775549692769	2014-11-15
EL	M	EqRisk	Scale	0.0581090001406023	2014-11-15
ENDP	M	EqRisk	Scale	0.068504159990718	2014-11-15
EOG	M	EqRisk	Scale	0.0698961685745073	2014-11-15
ETFC	M	EqRisk	Scale	0.0860566063409446	2014-11-15
EVHC	M	EqRisk	Scale	0.0444156139696438	2014-11-15
EXP	M	EqRisk	Scale	0.0831329260575799	2014-11-15
FANUY	M	EqRisk	Scale	0.055378916886343	2014-11-15
FLT	M	EqRisk	Scale	0.0643907756021126	2014-11-15
HCA	M	EqRisk	Scale	0.0831800796128657	2014-11-15
HMIN	M	EqRisk	Scale	0.109259974596447	2014-11-15
HUN	M	EqRisk	Scale	0.0893404375134146	2014-11-15
INFN	M	EqRisk	Scale	0.134229160742673	2014-11-15
ING	M	EqRisk	Scale	0.0721120067362512	2014-11-15
KMI	M	EqRisk	Scale	0.0402548719612649	2014-11-15
KNCAY	M	EqRisk	Scale	0.0671807851192367	2014-11-15
KT	M	EqRisk	Scale	0.0534509537015766	2014-11-15
LAZ	M	EqRisk	Scale	0.0630081991157684	2014-11-15
LEN	M	EqRisk	Scale	0.0810064355388283	2014-11-15
LMT	M	EqRisk	Scale	0.0387221833050262	2014-11-15
LRCX	M	EqRisk	Scale	0.0708453328951959	2014-11-15
MARUY	M	EqRisk	Scale	0.0408652707427764	2014-11-15
MCK	M	EqRisk	Scale	0.0502962763075926	2014-11-15
MLM	M	EqRisk	Scale	0.055550495297235	2014-11-15
MNST	M	EqRisk	Scale	0.108850141884351	2014-11-15
MWE	M	EqRisk	Scale	0.0622000909192939	2014-11-15
NCLTF	M	EqRisk	Scale	NA	2014-11-15
NJ	M	EqRisk	Scale	0.0648991276411823	2014-11-15
NKE	M	EqRisk	Scale	0.042215783382744	2014-11-15
NSSMY	M	EqRisk	Scale	0.0642868206594632	2014-11-15
OCPNY	M	EqRisk	Scale	0.0739375257721227	2014-11-15
ODFL	M	EqRisk	Scale	0.0700377855953639	2014-11-15
OII	M	EqRisk	Scale	0.0711738411783449	2014-11-15
OTSKF	M	EqRisk	Scale	0.0615718194082666	2014-11-15
PAGP	M	EqRisk	Scale	0.00959781622090876	2014-11-15
PANW	M	EqRisk	Scale	0.068402584266708	2014-11-15
PAYX	M	EqRisk	Scale	0.0434883432596157	2014-11-15
PKI	M	EqRisk	Scale	0.0486181347544179	2014-11-15
PVH	M	EqRisk	Scale	0.0646013682351723	2014-11-15
RKUS	M	EqRisk	Scale	0.148608134395996	2014-11-15
ROST	M	EqRisk	Scale	0.0571893709976368	2014-11-15
RRC	M	EqRisk	Scale	0.0763527814006163	2014-11-15
SAP	M	EqRisk	Scale	0.0485223774384558	2014-11-15
SCTY	M	EqRisk	Scale	0.192216864494227	2014-11-15
SMFG	M	EqRisk	Scale	0.0783952666997434	2014-11-15
SPG	M	EqRisk	Scale	0.0514336729822439	2014-11-15
STI	M	EqRisk	Scale	0.0640225265638643	2014-11-15
SXC	M	EqRisk	Scale	0.0480655715957103	2014-11-15
TER	M	EqRisk	Scale	0.0763883319013528	2014-11-15
TM	M	EqRisk	Scale	0.0516906151522863	2014-11-15
TRGP	M	EqRisk	Scale	0.0461996774002736	2014-11-15
TSM	M	EqRisk	Scale	0.0544736355053431	2014-11-15
VAL	M	EqRisk	Scale	0.0475084042082045	2014-11-15
WBC	M	EqRisk	Scale	0.061565732541789	2014-11-15
WX	M	EqRisk	Scale	0.101498011901715	2014-11-15
WYN	M	EqRisk	Scale	0.0931088324471431	2014-11-15
x	M	EqRisk	Scale	0.0999092508849522	2014-11-15
ZURVY	M	EqRisk	Scale	0.0400635467946365	2014-11-15
3141	D	FF3	MKT	-0.0141418017282333	2014-11-15
7599	D	FF3	MKT	0.120830997703593	2014-11-15
ABX	D	FF3	MKT	0.361113927860776	2014-11-15
ACT	D	FF3	MKT	0.681429896525986	2014-11-15
ADSK	D	FF3	MKT	1.3266311806537	2014-11-15
AJINF	D	FF3	MKT	0.234188308908693	2014-11-15
ALL	D	FF3	MKT	1.09703847178585	2014-11-15
AMGN	D	FF3	MKT	0.883242660700879	2014-11-15
AMZN	D	FF3	MKT	1.39101820632061	2014-11-15
ASH	D	FF3	MKT	1.02767358817655	2014-11-15
AYI	D	FF3	MKT	1.21792021108894	2014-11-15
BERY	D	FF3	MKT	0.976004887757128	2014-11-15
BMY	D	FF3	MKT	0.784528280758217	2014-11-15
BX	D	FF3	MKT	1.33617750368901	2014-11-15
CBG	D	FF3	MKT	1.88228062594452	2014-11-15
COF	D	FF3	MKT	1.70061412102369	2014-11-15
COST	D	FF3	MKT	0.900488280327819	2014-11-15
CPN	D	FF3	MKT	0.957716843604102	2014-11-15
CRI	D	FF3	MKT	0.870814366074884	2014-11-15
CRM	D	FF3	MKT	1.41797086379638	2014-11-15
CS	D	FF3	MKT	1.34933493648197	2014-11-15
DAR	D	FF3	MKT	0.887610506173101	2014-11-15
DFS	D	FF3	MKT	1.41237047698022	2014-11-15
DGX	D	FF3	MKT	0.624393495650112	2014-11-15
DISH	D	FF3	MKT	1.23676523707799	2014-11-15
EBAY	D	FF3	MKT	1.37663816160387	2014-11-15
EL	D	FF3	MKT	0.736852045527857	2014-11-15
ENDP	D	FF3	MKT	0.644904347899686	2014-11-15
EOG	D	FF3	MKT	0.958096998840613	2014-11-15
ETFC	D	FF3	MKT	2.00758679983669	2014-11-15
EVHC	D	FF3	MKT	0.735429583858437	2014-11-15
EXP	D	FF3	MKT	0.959910985039645	2014-11-15
FANUY	D	FF3	MKT	0.967967376887537	2014-11-15
FLT	D	FF3	MKT	0.829752558413892	2014-11-15
HCA	D	FF3	MKT	0.940932059876635	2014-11-15
HMIN	D	FF3	MKT	1.23800026063793	2014-11-15
HUN	D	FF3	MKT	1.23355408519818	2014-11-15
INFN	D	FF3	MKT	1.43502897840176	2014-11-15
ING	D	FF3	MKT	1.66465982207549	2014-11-15
KMI	D	FF3	MKT	0.777837563106276	2014-11-15
KNCAY	D	FF3	MKT	0.630945367017	2014-11-15
KT	D	FF3	MKT	0.905809560590573	2014-11-15
LAZ	D	FF3	MKT	1.32590690096611	2014-11-15
LEN	D	FF3	MKT	1.51394628287	2014-11-15
LMT	D	FF3	MKT	0.767044829044516	2014-11-15
LRCX	D	FF3	MKT	1.57737946205835	2014-11-15
MARUY	D	FF3	MKT	0.590948039538514	2014-11-15
MCK	D	FF3	MKT	0.688645047481446	2014-11-15
MLM	D	FF3	MKT	0.957885169961336	2014-11-15
MNST	D	FF3	MKT	0.717708034688806	2014-11-15
MWE	D	FF3	MKT	0.574575793700192	2014-11-15
NCLTF	D	FF3	MKT	-0.0338174449424059	2014-11-15
NJ	D	FF3	MKT	0.841624437464574	2014-11-15
NKE	D	FF3	MKT	0.905464969394994	2014-11-15
NSSMY	D	FF3	MKT	0.901172699106046	2014-11-15
OCPNY	D	FF3	MKT	0.405924613540027	2014-11-15
ODFL	D	FF3	MKT	0.876354704013821	2014-11-15
OII	D	FF3	MKT	1.03872976405775	2014-11-15
OTSKF	D	FF3	MKT	0.0542546777077334	2014-11-15
PAGP	D	FF3	MKT	0.636407753637778	2014-11-15
PANW	D	FF3	MKT	1.2604750743412	2014-11-15
PAYX	D	FF3	MKT	0.934209121117873	2014-11-15
PKI	D	FF3	MKT	0.990171208424597	2014-11-15
PVH	D	FF3	MKT	1.11800482151858	2014-11-15
RKUS	D	FF3	MKT	1.2931914790115	2014-11-15
ROST	D	FF3	MKT	0.94606162262997	2014-11-15
RRC	D	FF3	MKT	1.06452686281425	2014-11-15
SAP	D	FF3	MKT	1.19172474567428	2014-11-15
SCTY	D	FF3	MKT	1.70130272632241	2014-11-15
SMFG	D	FF3	MKT	0.950103789176907	2014-11-15
SPG	D	FF3	MKT	1.08142791577308	2014-11-15
STI	D	FF3	MKT	1.43851334468461	2014-11-15
SXC	D	FF3	MKT	1.05802879428539	2014-11-15
TER	D	FF3	MKT	1.64464670753013	2014-11-15
TM	D	FF3	MKT	0.721196845752616	2014-11-15
TRGP	D	FF3	MKT	0.900077610030971	2014-11-15
TSM	D	FF3	MKT	1.32137766343605	2014-11-15
VAL	D	FF3	MKT	0.808478083763509	2014-11-15
WBC	D	FF3	MKT	1.2203605028139	2014-11-15
WX	D	FF3	MKT	1.00976335920354	2014-11-15
WYN	D	FF3	MKT	1.46734041348167	2014-11-15
x	D	FF3	MKT	1.53342625892259	2014-11-15
ZURVY	D	FF3	MKT	1.02866782677796	2014-11-15
3141	D	FF3	SMB	0.0894263344196057	2014-11-15
7599	D	FF3	SMB	0.247625784864492	2014-11-15
ABX	D	FF3	SMB	0.287061728689584	2014-11-15
ACT	D	FF3	SMB	0.0626772042456319	2014-11-15
ADSK	D	FF3	SMB	0.485149901966729	2014-11-15
AJINF	D	FF3	SMB	0.0196438901965289	2014-11-15
ALL	D	FF3	SMB	-0.273171075609273	2014-11-15
AMGN	D	FF3	SMB	-0.0987245834982957	2014-11-15
AMZN	D	FF3	SMB	0.245930882617261	2014-11-15
ASH	D	FF3	SMB	0.43643932258013	2014-11-15
AYI	D	FF3	SMB	0.922289710188413	2014-11-15
BERY	D	FF3	SMB	0.42600065914283	2014-11-15
BMY	D	FF3	SMB	-0.517672170952383	2014-11-15
BX	D	FF3	SMB	0.197577239897956	2014-11-15
CBG	D	FF3	SMB	0.801581166054263	2014-11-15
COF	D	FF3	SMB	-0.161713612496632	2014-11-15
COST	D	FF3	SMB	-0.118548085734951	2014-11-15
CPN	D	FF3	SMB	0.0822305504695338	2014-11-15
CRI	D	FF3	SMB	0.83353762774127	2014-11-15
CRM	D	FF3	SMB	0.478433274236283	2014-11-15
CS	D	FF3	SMB	0.161402559567482	2014-11-15
DAR	D	FF3	SMB	0.935794665169908	2014-11-15
DFS	D	FF3	SMB	-0.109798926603435	2014-11-15
DGX	D	FF3	SMB	0.108252509514205	2014-11-15
DISH	D	FF3	SMB	0.262119500921905	2014-11-15
EBAY	D	FF3	SMB	0.304065609029491	2014-11-15
EL	D	FF3	SMB	0.105898668136903	2014-11-15
ENDP	D	FF3	SMB	0.460863793402159	2014-11-15
EOG	D	FF3	SMB	0.167038334784124	2014-11-15
ETFC	D	FF3	SMB	0.822164027221289	2014-11-15
EVHC	D	FF3	SMB	0.333648089618246	2014-11-15
EXP	D	FF3	SMB	0.786865524656827	2014-11-15
FANUY	D	FF3	SMB	-0.20591277775927	2014-11-15
FLT	D	FF3	SMB	0.188019553840674	2014-11-15
HCA	D	FF3	SMB	0.142606089386359	2014-11-15
HMIN	D	FF3	SMB	0.599341828331926	2014-11-15
HUN	D	FF3	SMB	0.295469894795324	2014-11-15
INFN	D	FF3	SMB	1.27331830454281	2014-11-15
ING	D	FF3	SMB	0.142277719869478	2014-11-15
KMI	D	FF3	SMB	-0.249262592041761	2014-11-15
KNCAY	D	FF3	SMB	-0.0321066073095633	2014-11-15
KT	D	FF3	SMB	0.110489891901538	2014-11-15
LAZ	D	FF3	SMB	0.37421937414231	2014-11-15
LEN	D	FF3	SMB	0.915806135054916	2014-11-15
LMT	D	FF3	SMB	-0.268101721893689	2014-11-15
LRCX	D	FF3	SMB	0.780693108226805	2014-11-15
MARUY	D	FF3	SMB	-0.0302604623352823	2014-11-15
MCK	D	FF3	SMB	-0.0293751175996803	2014-11-15
MLM	D	FF3	SMB	0.483150868842086	2014-11-15
MNST	D	FF3	SMB	0.419708447306881	2014-11-15
MWE	D	FF3	SMB	-0.0231956702940534	2014-11-15
NCLTF	D	FF3	SMB	0.0104186852159628	2014-11-15
NJ	D	FF3	SMB	-0.0260800778341781	2014-11-15
NKE	D	FF3	SMB	0.188298851826638	2014-11-15
NSSMY	D	FF3	SMB	-0.525020110701135	2014-11-15
OCPNY	D	FF3	SMB	0.101436696880954	2014-11-15
ODFL	D	FF3	SMB	0.924496052699009	2014-11-15
OII	D	FF3	SMB	0.670579497381264	2014-11-15
OTSKF	D	FF3	SMB	-0.183599489381427	2014-11-15
PAGP	D	FF3	SMB	-0.104088935655132	2014-11-15
PANW	D	FF3	SMB	0.802215215190949	2014-11-15
PAYX	D	FF3	SMB	-0.00473297108293828	2014-11-15
PKI	D	FF3	SMB	0.393293390046485	2014-11-15
PVH	D	FF3	SMB	0.774968765215558	2014-11-15
RKUS	D	FF3	SMB	1.29827201394924	2014-11-15
ROST	D	FF3	SMB	0.323443954222337	2014-11-15
RRC	D	FF3	SMB	0.586084424964825	2014-11-15
SAP	D	FF3	SMB	0.207147391274486	2014-11-15
SCTY	D	FF3	SMB	1.52012409559743	2014-11-15
SMFG	D	FF3	SMB	-0.266687039393954	2014-11-15
SPG	D	FF3	SMB	0.493862913458009	2014-11-15
STI	D	FF3	SMB	-0.137906125302107	2014-11-15
SXC	D	FF3	SMB	0.472221735833888	2014-11-15
TER	D	FF3	SMB	0.862343425322763	2014-11-15
TM	D	FF3	SMB	0.196238658748704	2014-11-15
TRGP	D	FF3	SMB	0.108331637819536	2014-11-15
TSM	D	FF3	SMB	0.309413266536884	2014-11-15
VAL	D	FF3	SMB	0.349286746130372	2014-11-15
WBC	D	FF3	SMB	0.392122779880717	2014-11-15
WX	D	FF3	SMB	0.443799268563482	2014-11-15
WYN	D	FF3	SMB	0.727375144748479	2014-11-15
x	D	FF3	SMB	0.432868314287206	2014-11-15
ZURVY	D	FF3	SMB	-0.0467781987796363	2014-11-15
3141	D	FF3	HML	0.238861686206654	2014-11-15
7599	D	FF3	HML	0.155248983390376	2014-11-15
ABX	D	FF3	HML	0.277663595443239	2014-11-15
ACT	D	FF3	HML	-0.132847188264058	2014-11-15
ADSK	D	FF3	HML	-0.473704564893928	2014-11-15
AJINF	D	FF3	HML	0.423085904505207	2014-11-15
ALL	D	FF3	HML	0.810637044370609	2014-11-15
AMGN	D	FF3	HML	-0.870542833675298	2014-11-15
AMZN	D	FF3	HML	-1.17501399828767	2014-11-15
ASH	D	FF3	HML	0.884735893305504	2014-11-15
AYI	D	FF3	HML	0.0900621426915204	2014-11-15
BERY	D	FF3	HML	0.251941934630737	2014-11-15
BMY	D	FF3	HML	-0.24280047642097	2014-11-15
BX	D	FF3	HML	0.732424840353928	2014-11-15
CBG	D	FF3	HML	1.29982100750971	2014-11-15
COF	D	FF3	HML	1.0147388057411	2014-11-15
COST	D	FF3	HML	-0.305245738915784	2014-11-15
CPN	D	FF3	HML	0.404641814205339	2014-11-15
CRI	D	FF3	HML	0.225513312266765	2014-11-15
CRM	D	FF3	HML	-0.807275404402393	2014-11-15
CS	D	FF3	HML	0.964464250411312	2014-11-15
DAR	D	FF3	HML	0.838307128332201	2014-11-15
DFS	D	FF3	HML	1.09564214239602	2014-11-15
DGX	D	FF3	HML	-0.0578362098230205	2014-11-15
DISH	D	FF3	HML	-0.574713339462744	2014-11-15
EBAY	D	FF3	HML	-1.27912260631991	2014-11-15
EL	D	FF3	HML	0.272059039145412	2014-11-15
ENDP	D	FF3	HML	-0.0806142617137233	2014-11-15
EOG	D	FF3	HML	0.741011303663233	2014-11-15
ETFC	D	FF3	HML	-0.00273297967733311	2014-11-15
EVHC	D	FF3	HML	0.0573409939304211	2014-11-15
EXP	D	FF3	HML	0.801141600813089	2014-11-15
FANUY	D	FF3	HML	-0.217680767413276	2014-11-15
FLT	D	FF3	HML	-0.316615841353417	2014-11-15
HCA	D	FF3	HML	-0.0175071557753721	2014-11-15
HMIN	D	FF3	HML	0.0658857194181968	2014-11-15
HUN	D	FF3	HML	0.3992618253168	2014-11-15
INFN	D	FF3	HML	0.0381314294429339	2014-11-15
ING	D	FF3	HML	1.19333611595643	2014-11-15
KMI	D	FF3	HML	-0.115421392325925	2014-11-15
KNCAY	D	FF3	HML	-0.453455228927613	2014-11-15
KT	D	FF3	HML	-0.227270072472119	2014-11-15
LAZ	D	FF3	HML	0.306317763999758	2014-11-15
LEN	D	FF3	HML	1.29403253427965	2014-11-15
LMT	D	FF3	HML	0.0567644888863872	2014-11-15
LRCX	D	FF3	HML	-1.1545219222673	2014-11-15
MARUY	D	FF3	HML	-0.0982231041323939	2014-11-15
MCK	D	FF3	HML	0.048675551623604	2014-11-15
MLM	D	FF3	HML	0.64738064106013	2014-11-15
MNST	D	FF3	HML	0.352150976744559	2014-11-15
MWE	D	FF3	HML	0.51753075119224	2014-11-15
NCLTF	D	FF3	HML	-0.0953454636524048	2014-11-15
NJ	D	FF3	HML	-0.132245670526156	2014-11-15
NKE	D	FF3	HML	-0.0249600021747045	2014-11-15
NSSMY	D	FF3	HML	-0.249041324538418	2014-11-15
OCPNY	D	FF3	HML	0.213737203266868	2014-11-15
ODFL	D	FF3	HML	0.661344533838583	2014-11-15
