Date,SPComp,Dividends,Earnings,CPI,Rate GS10,RealSP500,RealDividends,RealEarnings,CAPE
1994.06,454.83,12.84,25.20,148.00,7.10,715.83,20.21,39.66,20.29
1994.07,451.40,12.87,25.91,148.40,7.30,708.52,20.20,40.67,20.07
1994.08,464.24,12.90,26.62,149.00,7.24,725.74,20.17,41.61,20.54
1994.09,466.96,12.93,27.33,149.40,7.46,728.04,20.16,42.61,20.58
1994.1,463.81,13.01,28.42,149.50,7.74,722.64,20.28,44.28,20.40
1994.11,461.01,13.10,29.51,149.70,7.96,717.32,20.38,45.92,20.21
1994.12,455.19,13.18,30.60,149.70,7.81,708.26,20.51,47.61,19.91
1995.01,465.25,13.18,31.25,150.30,7.78,721.03,20.43,48.43,20.22
1995.02,481.92,13.18,31.90,150.90,7.47,743.89,20.34,49.24,20.80
1995.03,493.15,13.18,32.55,151.40,7.20,758.71,20.28,50.08,21.15
1995.04,507.91,13.24,33.18,151.90,7.06,778.85,20.31,50.87,21.64
1995.05,523.81,13.31,33.80,152.20,6.63,801.65,20.36,51.73,22.20
1995.06,539.35,13.37,34.43,152.50,6.17,823.80,20.42,52.59,22.72
1995.07,557.37,13.44,34.68,152.50,6.28,851.33,20.53,52.97,23.38
1995.08,559.11,13.51,34.93,152.90,6.49,851.75,20.58,53.21,23.28
1995.09,578.77,13.58,35.18,153.20,6.20,879.98,20.65,53.49,23.95
1995.1,582.92,13.65,34.77,153.70,6.04,883.40,20.69,52.70,23.93
1995.11,595.53,13.72,34.37,153.60,5.93,903.10,20.81,52.12,24.35
1995.12,614.57,13.79,33.96,153.50,5.71,932.58,20.93,51.53,25.03
1996.01,614.42,13.89,33.99,154.40,5.65,926.92,20.96,51.27,24.76
1996.02,649.54,14.00,34.01,154.90,5.81,976.74,21.05,51.15,25.98
1996.03,647.07,14.10,34.04,155.70,6.27,968.02,21.09,50.92,25.63
1996.04,647.17,14.16,34.33,156.30,6.51,964.46,21.10,51.16,25.43
1996.05,661.23,14.21,34.62,156.60,6.74,983.52,21.14,51.49,25.81
1996.06,668.50,14.27,34.91,156.70,6.91,993.70,21.21,51.89,25.97
1996.07,644.07,14.40,35.27,157.00,6.87,955.56,21.36,52.33,24.86
1996.08,662.68,14.53,35.64,157.30,6.64,981.29,21.52,52.77,25.41
1996.09,674.88,14.66,36.00,157.80,6.83,996.19,21.64,53.14,25.68
1996.1,701.46,14.74,36.91,158.30,6.53,1032.16,21.69,54.31,26.48
1996.11,735.67,14.82,37.82,158.60,6.20,1080.45,21.77,55.54,27.59
1996.12,743.25,14.90,38.73,158.60,6.30,1091.58,21.88,56.88,27.72
1997.01,766.22,14.95,39.23,159.10,6.58,1121.78,21.89,57.44,28.33
1997.02,798.39,15.01,39.74,159.60,6.42,1165.21,21.90,57.99,29.27
1997.03,792.16,15.06,40.24,160.00,6.69,1153.23,21.92,58.58,28.80
1997.04,763.93,15.09,40.34,160.20,6.89,1110.75,21.95,58.66,27.59
1997.05,833.09,15.13,40.45,160.10,6.71,1212.06,22.01,58.85,29.93
1997.06,876.29,15.16,40.55,160.30,6.49,1273.32,22.03,58.92,31.26
1997.07,925.29,15.22,40.58,160.50,6.22,1342.85,22.08,58.89,32.77
1997.08,927.24,15.27,40.61,160.80,6.30,1343.17,22.12,58.83,32.59
1997.09,937.02,15.33,40.64,161.20,6.21,1353.96,22.15,58.72,32.67
1997.1,951.16,15.39,40.33,161.60,6.03,1370.99,22.18,58.14,32.90
1997.11,938.92,15.44,40.03,161.50,5.88,1354.19,22.27,57.73,32.34
1997.12,962.37,15.50,39.72,161.30,5.81,1389.73,22.38,57.36,33.03
1998.01,963.36,15.55,39.66,161.60,5.54,1388.58,22.41,57.17,32.86
1998.02,1023.74,15.60,39.60,161.90,5.57,1472.88,22.44,56.97,34.71
1998.03,1076.83,15.65,39.54,162.20,5.65,1546.39,22.47,56.78,36.30
1998.04,1112.20,15.75,39.35,162.50,5.64,1594.24,22.58,56.40,37.28
1998.05,1108.42,15.85,39.16,162.80,5.65,1585.89,22.68,56.03,36.96
1998.06,1108.39,15.95,38.97,163.00,5.50,1583.90,22.79,55.69,36.80
1998.07,1156.58,16.02,38.68,163.20,5.46,1650.74,22.86,55.20,38.26
1998.08,1074.62,16.08,38.38,163.40,5.34,1531.89,22.93,54.72,35.42
1998.09,1020.64,16.15,38.09,163.60,4.81,1453.16,22.99,54.23,33.53
1998.1,1032.47,16.17,37.96,164.00,4.53,1466.42,22.96,53.92,33.77
1998.11,1144.43,16.18,37.84,164.00,4.83,1625.43,22.99,53.74,37.37
1998.12,1190.05,16.20,37.71,163.90,4.65,1691.26,23.02,53.59,38.82
1999.01,1248.77,16.28,37.93,164.30,4.72,1770.39,23.08,53.78,40.58
1999.02,1246.58,16.37,38.16,164.50,5.00,1765.13,23.17,54.03,40.40
1999.03,1281.66,16.45,38.38,165.00,5.23,1809.31,23.22,54.18,41.36
1999.04,1334.76,16.37,39.26,166.20,5.18,1870.66,22.94,55.02,42.71
1999.05,1332.07,16.29,40.14,166.20,5.54,1866.89,22.83,56.26,42.56
1999.06,1322.55,16.21,41.02,166.20,5.90,1853.55,22.72,57.49,42.18
1999.07,1380.99,16.29,42.00,166.70,5.79,1929.65,22.77,58.69,43.83
1999.08,1327.49,16.38,42.98,167.10,5.94,1850.45,22.83,59.91,41.93
1999.09,1318.17,16.46,43.96,167.90,5.92,1828.71,22.84,60.99,41.32
1999.1,1300.01,16.47,45.36,168.20,6.11,1800.30,22.80,62.82,40.55
1999.11,1391.00,16.47,46.77,168.30,6.03,1925.16,22.80,64.73,43.21
1999.12,1428.68,16.48,48.17,168.30,6.28,1977.31,22.81,66.67,44.20
2000.01,1425.59,16.57,49.09,168.80,6.66,1967.19,22.87,67.74,43.77
2000.02,1388.87,16.67,50.02,169.80,6.52,1905.23,22.86,68.61,42.19
2000.03,1442.21,16.76,50.94,171.20,6.26,1962.22,22.80,69.31,43.22
2000.04,1461.36,16.74,51.27,171.30,5.99,1987.12,22.76,69.71,43.53
2000.05,1418.48,16.72,51.59,171.50,6.44,1926.56,22.71,70.07,41.97
2000.06,1461.96,16.70,51.92,172.40,6.10,1975.25,22.56,70.15,42.78
2000.07,1473.00,16.58,52.51,172.80,6.05,1985.56,22.35,70.79,42.76
2000.08,1485.46,16.46,53.11,172.80,5.83,2002.35,22.19,71.59,42.87
2000.09,1468.05,16.34,53.70,173.70,5.80,1968.63,21.91,72.01,41.90
2000.1,1390.14,16.32,52.47,174.00,5.74,1860.94,21.84,70.24,39.37
2000.11,1378.04,16.29,51.23,174.10,5.72,1843.68,21.80,68.55,38.78
2000.12,1330.93,16.27,50.00,174.00,5.24,1781.68,21.78,66.93,37.28
2001.01,1335.63,16.17,48.48,175.10,5.16,1776.74,21.51,64.49,36.98
2001.02,1305.75,16.07,46.96,175.80,5.10,1730.07,21.29,62.22,35.84
2001.03,1185.85,15.97,45.44,176.20,4.89,1567.64,21.11,60.07,32.33
2001.04,1189.84,15.88,42.56,176.90,5.14,1566.69,20.91,56.04,32.17
2001.05,1270.37,15.78,39.67,177.70,5.39,1665.20,20.69,52.00,34.08
2001.06,1238.71,15.69,36.79,178.00,5.28,1620.96,20.53,48.14,33.07
2001.07,1204.45,15.71,33.96,177.50,5.24,1580.57,20.61,44.57,32.16
2001.08,1178.50,15.72,31.14,177.50,4.97,1546.52,20.63,40.86,31.40
2001.09,1044.64,15.74,28.31,178.30,4.73,1364.71,20.56,36.98,27.67
2001.1,1076.59,15.74,27.10,177.70,4.57,1411.19,20.63,35.53,28.58
2001.11,1129.68,15.74,25.90,177.40,4.65,1483.29,20.67,34.00,30.01
2001.12,1144.93,15.74,24.69,176.70,5.09,1509.27,20.75,32.55,30.50
2002.01,1140.21,15.74,24.69,177.10,5.04,1499.65,20.70,32.48,30.28
2002.02,1100.67,15.73,24.70,177.80,4.91,1441.95,20.61,32.35,29.09
2002.03,1153.79,15.73,24.70,178.80,5.28,1503.08,20.49,32.18,30.29
2002.04,1111.93,15.83,25.38,179.80,5.21,1440.49,20.51,32.88,29.01
2002.05,1079.25,15.93,26.06,179.80,5.16,1398.16,20.64,33.76,28.13
2002.06,1014.02,16.03,26.74,179.90,4.93,1312.92,20.76,34.62,26.39
2002.07,903.59,15.95,27.94,180.10,4.65,1168.64,20.63,36.14,23.46
2002.08,912.55,15.87,29.14,180.70,4.26,1176.31,20.46,37.56,23.59
2002.09,867.81,15.79,30.34,181.00,3.87,1116.79,20.32,39.04,22.36
2002.1,854.63,15.88,29.42,181.30,3.94,1098.00,20.41,37.80,21.95
2002.11,909.93,15.98,28.51,181.30,4.05,1169.05,20.53,36.62,23.34
2002.12,899.18,16.07,27.59,180.90,4.03,1157.79,20.69,35.53,23.10
2003.01,895.84,16.12,28.50,181.70,4.05,1148.42,20.66,36.54,22.89
2003.02,837.03,16.17,29.41,183.10,3.90,1064.82,20.57,37.41,21.21
2003.03,846.63,16.22,30.32,184.20,3.81,1070.60,20.51,38.34,21.31
2003.04,890.03,16.20,31.73,183.80,3.96,1127.93,20.53,40.21,22.42
2003.05,935.96,16.19,33.14,183.50,3.57,1188.08,20.55,42.07,23.59
2003.06,988.00,16.17,34.55,183.70,3.33,1252.77,20.50,43.81,24.83
2003.07,992.54,16.31,35.89,183.90,3.98,1257.16,20.66,45.46,24.86
2003.08,989.53,16.45,37.24,184.60,4.45,1248.59,20.76,46.99,24.64
2003.09,1019.44,16.59,38.58,185.20,4.27,1282.17,20.87,48.52,25.24
2003.1,1038.73,16.86,41.97,185.00,4.29,1307.84,21.22,52.84,25.68
2003.11,1049.90,17.12,45.35,184.50,4.30,1325.49,21.62,57.26,25.94
2003.12,1080.64,17.39,48.74,184.30,4.27,1365.78,21.98,61.60,26.63
2004.01,1132.52,17.60,49.83,185.20,4.15,1424.39,22.14,62.67,27.65
2004.02,1143.36,17.81,50.91,186.20,4.08,1430.30,22.28,63.69,27.65
2004.03,1123.98,18.02,52.00,187.40,3.83,1397.05,22.40,64.63,26.88
2004.04,1133.36,18.21,53.38,188.00,4.35,1404.21,22.57,66.14,26.90
2004.05,1102.78,18.41,54.77,189.10,4.72,1358.38,22.67,67.46,25.90
2004.06,1132.76,18.60,56.15,189.70,4.73,1390.89,22.84,68.95,26.40
2004.07,1105.85,18.79,56.69,189.40,4.50,1360.00,23.10,69.72,25.69
2004.08,1088.94,18.97,57.23,189.50,4.28,1338.50,23.32,70.35,25.17
2004.09,1117.66,19.16,57.77,189.90,4.13,1370.91,23.50,70.86,25.66
2004.1,1117.21,19.25,58.03,190.90,4.10,1363.18,23.49,70.81,25.41
2004.11,1168.94,19.35,58.29,191.00,4.19,1425.55,23.59,71.09,26.46
2004.12,1199.21,19.44,58.55,190.30,4.23,1467.84,23.79,71.67,27.14
2005.01,1181.41,19.70,59.14,190.70,4.22,1443.02,24.07,72.24,26.58
2005.02,1199.63,19.97,59.73,191.80,4.17,1456.87,24.25,72.54,26.74
2005.03,1194.90,20.23,60.32,193.30,4.50,1439.87,24.38,72.69,26.33
2005.04,1164.43,20.46,61.33,194.60,4.34,1393.78,24.49,73.41,25.40
2005.05,1178.28,20.70,62.35,194.40,4.14,1411.81,24.80,74.70,25.64
2005.06,1202.25,20.93,63.36,194.50,4.00,1439.79,25.07,75.88,26.06
2005.07,1222.24,21.11,64.43,195.40,4.18,1456.99,25.17,76.80,26.28
2005.08,1224.27,21.30,65.50,196.40,4.26,1451.98,25.26,77.68,26.10
2005.09,1225.92,21.48,66.57,198.80,4.20,1436.38,25.17,78.00,25.72
2005.1,1191.96,21.73,67.69,199.20,4.46,1393.79,25.41,79.15,24.87
2005.11,1237.37,21.97,68.81,197.60,4.54,1458.60,25.90,81.11,25.92
2005.12,1262.07,22.22,69.93,196.80,4.47,1493.76,26.30,82.77,26.43
2006.01,1278.73,22.41,70.84,198.30,4.42,1502.03,26.32,83.21,26.46
2006.02,1276.65,22.60,71.76,198.70,4.57,1496.57,26.49,84.12,26.24
2006.03,1293.74,22.79,72.67,199.80,4.72,1508.26,26.57,84.72,26.32
2006.04,1302.17,23.01,73.28,201.50,4.99,1505.28,26.60,84.71,26.14
2006.05,1290.01,23.22,73.88,202.50,5.11,1483.86,26.71,84.99,25.64
2006.06,1253.17,23.44,74.49,202.90,5.11,1438.64,26.91,85.51,24.74
2006.07,1260.24,23.66,75.85,203.50,5.09,1442.49,27.08,86.82,24.69
2006.08,1287.15,23.88,77.21,203.90,4.88,1470.40,27.28,88.20,25.04
2006.09,1317.74,24.10,78.57,202.90,4.72,1512.76,27.67,90.20,25.63
2006.1,1363.38,24.36,79.55,201.80,4.73,1573.69,28.12,91.82,26.53
2006.11,1388.64,24.62,80.53,201.50,4.60,1605.23,28.46,93.09,26.92
2006.12,1416.42,24.88,81.51,201.80,4.56,1634.91,28.72,94.08,27.27
2007.01,1424.16,25.08,82.06,202.416,4.76,1638.84,28.86,94.43,27.20
2007.02,1444.80,25.29,82.60,203.499,4.72,1653.75,28.94,94.55,27.31
2007.03,1406.95,25.49,83.15,205.352,4.56,1595.89,28.91,94.32,26.22
2007.04,1463.64,25.72,83.74,206.686,4.69,1649.48,28.98,94.37,26.97
2007.05,1511.14,25.94,84.33,207.949,4.75,1692.67,29.06,94.46,27.54
2007.06,1514.19,26.17,84.92,208.352,5.10,1692.80,29.26,94.94,27.41
2007.07,1520.71,26.44,82.81,208.299,5.00,1700.52,29.56,92.61,27.40
2007.08,1454.62,26.70,80.71,207.917,4.67,1629.61,29.92,90.42,26.14
2007.09,1497.12,26.97,78.60,208.49,4.52,1672.61,30.13,87.81,26.72
2007.1,1539.66,27.22,74.46,208.936,4.53,1716.47,30.35,83.01,27.31
2007.11,1463.39,27.48,70.32,210.177,4.15,1621.80,30.45,77.93,25.72
2007.12,1479.22,27.73,66.18,210.036,4.10,1640.45,30.75,73.39,25.95
2008.01,1378.76,27.92,64.25,211.08,3.74,1521.48,30.81,70.90,24.01
2008.02,1354.87,28.11,62.32,211.693,3.74,1490.78,30.93,68.57,23.49
2008.03,1316.94,28.3,60.39,213.528,3.51,1436.60,30.87,65.88,22.60
2008.04,1370.47,28.44,57.38,214.823,3.68,1485.98,30.83,62.22,23.35
2008.05,1403.22,28.57,54.38,216.632,3.88,1508.78,30.72,58.47,23.69
2008.06,1341.25,28.71,51.37,218.815,4.10,1427.76,30.56,54.68,22.41
2008.07,1257.33,28.76,49.56,219.964,4.01,1331.44,30.45,52.48,20.90
2008.08,1281.47,28.80,47.76,219.086,3.89,1362.44,30.62,50.77,21.39
2008.09,1216.95,28.85,45.95,218.783,3.69,1295.64,30.72,48.92,20.36
2008.1,968.8,28.70,35.59,216.573,3.81,1041.97,30.86,38.28,16.38
2008.11,883.04,28.54,25.24,212.425,3.53,968.27,31.30,27.67,15.25
2008.12,877.56,28.39,14.88,210.228,2.42,972.32,31.46,16.49,15.37
2009.01,865.58,28.01,12.21,211.143,2.52,954.89,30.90,13.47,15.17
2009.02,805.23,27.63,9.53,212.193,2.87,883.92,30.33,10.46,14.12
2009.03,757.13,27.25,6.86,212.709,2.82,829.10,29.84,7.51,13.32
2009.04,848.15,26.70,7.08,213.24,2.93,926.46,29.16,7.73,14.98
2009.05,902.41,26.14,7.29,213.856,3.29,982.89,28.47,7.94,15.99
2009.06,926.12,25.59,7.51,215.693,3.72,1000.13,27.63,8.11,16.38
2009.07,935.82,25.03,9.19,215.351,3.56,1012.21,27.07,9.94,16.69
2009.08,1009.73,24.46,10.86,215.834,3.59,1089.71,26.40,11.72,18.09
2009.09,1044.55,23.9,12.54,215.969,3.4,1126.58,25.78,13.52,18.83
2009.1,1067.66,23.40,25.35,216.177,3.39,1150.40,25.22,27.31,19.35
2009.11,1088.07,22.91,38.16,216.33,3.4,1171.56,24.66,41.09,19.81
2009.12,1110.38,22.41,50.97,215.949,3.59,1197.69,24.17,54.98,20.32
2010.01,1123.58,22.24,54.29,216.687,3.73,1207.80,23.91,58.36,20.52
2010.02,1089.16,22.08,57.61,216.741,3.69,1170.51,23.73,61.91,19.91
2010.03,1152.05,21.91,60.93,217.631,3.73,1233.03,23.45,65.21,21.00
2010.04,1197.32,21.95,62.99,218.009,3.85,1279.26,23.46,67.30,21.80
2010.05,1125.06,22.00,65.04,218.178,3.42,1201.13,23.48,69.44,20.47
2010.06,1083.36,22.04,67.1,217.965,3.2,1157.74,23.55,71.71,19.73
2010.07,1079.8,22.15,68.69,218.011,3.01,1153.69,23.66,73.39,19.66
2010.08,1087.28,22.25,70.27,218.312,2.7,1160.08,23.74,74.98,19.76
2010.09,1122.08,22.36,71.86,218.439,2.65,1196.51,23.84,76.63,20.37
2010.1,1171.58,22.48,73.69,218.711,2.54,1247.74,23.94,78.48,21.23
2010.11,1198.89,22.61,75.52,218.803,2.76,1276.29,24.07,80.40,21.69
2010.12,1241.53,22.73,77.35,219.179,3.29,1319.42,24.16,82.20,22.39
2011.01,1282.62,22.96,78.67,220.223,3.39,1356.62,24.29,83.21,22.97
2011.02,1321.12,23.20,79.99,221.309,3.58,1390.49,24.41,84.19,23.48
2011.03,1304.49,23.43,81.31,223.467,3.41,1359.72,24.42,84.75,22.89
2011.04,1331.51,23.73,82.16,224.906,3.46,1379.01,24.58,85.09,23.14
2011.05,1338.31,24.04,83.02,225.964,3.17,1379.56,24.78,85.58,23.05
2011.06,1287.29,24.34,83.87,225.722,3,1328.39,25.12,86.55,22.09
2011.07,1325.19,24.62,84.91,225.922,3,1366.29,25.38,87.54,22.60
2011.08,1185.31,24.90,85.94,226.545,2.3,1218.71,25.60,88.37,20.04
2011.09,1173.88,25.18,86.98,226.889,1.98,1205.13,25.85,89.30,19.69
2011.1,1207.22,25.60,86.97,226.421,2.15,1241.92,26.33,89.47,20.15
2011.11,1226.42,26.01,86.96,226.23,2.01,1262.74,26.78,89.54,20.34
2011.12,1243.32,26.43,86.95,225.672,1.98,1283.30,27.28,89.75,20.52
2012.01,1300.58,26.74,87.48,226.665,1.97,1336.52,27.48,89.90,21.21
2012.02,1352.49,27.04,88.01,227.663,1.97,1383.77,27.67,90.05,21.79
2012.03,1389.24,27.35,88.54,229.392,2.17,1410.66,27.77,89.91,22.05
2012.04,1386.43,27.67,88.82,230.085,2.05,1403.57,28.02,89.91,21.77
2012.05,1341.27,28.00,89.09,229.815,1.8,1359.44,28.38,90.30,20.93
2012.06,1323.48,28.32,89.37,229.478,1.62,1343.38,28.75,90.71,20.54
2012.07,1359.78,,,229.104,1.53,1380.23,,,20.95
2012.08,1403.45,,,230.379,1.68,1426.88,,,21.58
2012.09,1443.42,,,231.654,1.72,1459.40,,,21.99
2012.1,1428.59,,,232.929,,1428.59,,,21.45
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
