Date,SPComp,Dividends,Earnings,CPI,Rate GS10,RealSP500,RealDividends,RealEarnings,CAPE
1966.02,92.69,2.76,5.29,32.00,4.83,674.69,20.09,38.51,23.70
1966.03,88.88,2.78,5.34,32.10,4.87,644.94,20.17,38.75,22.61
1966.04,91.60,2.80,5.38,32.30,4.75,660.57,20.17,38.80,23.11
1966.05,86.78,2.81,5.42,32.30,4.78,625.81,20.29,39.09,21.85
1966.06,86.06,2.83,5.46,32.40,4.81,618.70,20.35,39.25,21.56
1966.07,85.84,2.85,5.48,32.50,5.02,615.22,20.43,39.25,21.38
1966.08,80.65,2.87,5.49,32.70,5.22,574.49,20.44,39.13,19.91
1966.09,77.81,2.89,5.51,32.70,5.18,554.26,20.59,39.25,19.16
1966.1,77.13,2.88,5.52,32.90,5.01,546.07,20.41,39.10,18.83
1966.11,80.99,2.88,5.54,32.90,5.16,573.40,20.37,39.20,19.71
1966.12,81.33,2.87,5.55,32.90,4.84,575.81,20.32,39.29,19.74
1967.01,84.45,2.88,5.52,32.90,4.58,597.90,20.39,39.06,20.43
1967.02,87.36,2.89,5.48,32.90,4.63,618.50,20.46,38.82,21.07
1967.03,89.42,2.90,5.45,33.00,4.54,631.17,20.47,38.47,21.44
1967.04,90.96,2.90,5.41,33.10,4.59,640.10,20.41,38.07,21.69
1967.05,92.59,2.90,5.37,33.20,4.85,649.61,20.35,37.68,21.95
1967.06,91.43,2.90,5.33,33.30,5.02,639.54,20.29,37.28,21.55
1967.07,93.01,2.91,5.32,33.40,5.16,648.64,20.27,37.10,21.80
1967.08,94.49,2.91,5.31,33.50,5.28,657.00,20.26,36.92,22.03
1967.09,95.81,2.92,5.30,33.60,5.30,664.19,20.24,36.74,22.22
1967.1,95.66,2.92,5.31,33.70,5.48,661.19,20.18,36.70,22.07
1967.11,92.66,2.92,5.32,33.80,5.75,638.56,20.12,36.66,21.26
1967.12,95.30,2.92,5.33,33.90,5.70,654.81,20.06,36.62,21.75
1968.01,95.04,2.93,5.37,34.10,5.53,649.20,20.01,36.66,21.51
1968.02,90.75,2.94,5.40,34.20,5.56,618.08,20.02,36.80,20.42
1968.03,89.09,2.95,5.44,34.30,5.74,605.00,20.03,36.94,19.93
1968.04,95.67,2.96,5.48,34.40,5.64,647.80,20.07,37.13,21.28
1968.05,97.87,2.98,5.53,34.50,5.87,660.78,20.10,37.31,21.63
1968.06,100.50,2.99,5.57,34.70,5.72,674.62,20.07,37.39,22.00
1968.07,100.30,3.00,5.60,34.90,5.50,669.42,20.04,37.38,21.75
1968.08,98.11,3.02,5.63,35.00,5.42,652.93,20.08,37.47,21.14
1968.09,101.30,3.03,5.66,35.10,5.46,672.24,20.11,37.56,21.68
1968.1,103.80,3.04,5.69,35.30,5.58,684.93,20.08,37.57,22.00
1968.11,105.40,3.06,5.73,35.40,5.70,693.52,20.11,37.68,22.20
1968.12,106.50,3.07,5.76,35.50,6.03,698.79,20.14,37.79,22.28
1969.01,102.00,3.08,5.78,35.60,6.04,667.38,20.15,37.82,21.19
1969.02,101.50,3.09,5.80,35.80,6.19,660.40,20.10,37.74,20.90
1969.03,99.30,3.10,5.82,36.10,6.30,640.72,20.00,37.55,20.20
1969.04,101.30,3.11,5.83,36.30,6.17,650.02,19.96,37.39,20.43
1969.05,104.60,3.12,5.83,36.40,6.32,669.35,19.97,37.33,20.97
1969.06,99.14,3.13,5.84,36.60,6.57,630.94,19.92,37.17,19.71
1969.07,94.71,3.14,5.86,36.80,6.72,599.48,19.85,37.07,18.68
1969.08,94.18,3.14,5.87,37.00,6.69,592.90,19.79,36.97,18.43
1969.09,94.51,3.15,5.89,37.10,7.16,593.37,19.78,36.98,18.40
1969.1,95.52,3.15,5.85,37.30,7.10,596.50,19.69,36.55,18.45
1969.11,96.21,3.16,5.82,37.50,7.14,597.60,19.61,36.13,18.44
1969.12,91.11,3.16,5.78,37.70,7.65,562.92,19.52,35.71,17.33
1970.01,90.31,3.16,5.73,37.80,7.79,556.50,19.49,35.31,17.09
1970.02,87.16,3.17,5.68,38.00,7.24,534.27,19.41,34.82,16.37
1970.03,88.65,3.17,5.63,38.20,7.07,540.55,19.33,34.33,16.53
1970.04,85.95,3.17,5.59,38.50,7.39,520.01,19.20,33.84,15.87
1970.05,76.06,3.18,5.56,38.60,7.91,458.98,19.17,33.53,13.98
1970.06,75.59,3.18,5.52,38.80,7.84,453.79,19.09,33.14,13.80
1970.07,75.72,3.18,5.47,39.00,7.46,452.24,19.01,32.65,13.73
1970.08,77.92,3.19,5.41,39.00,7.53,465.38,19.03,32.33,14.10
1970.09,82.58,3.19,5.36,39.20,7.39,490.70,18.96,31.85,14.84
1970.1,84.37,3.17,5.28,39.40,7.33,498.79,18.76,31.23,15.06
1970.11,84.28,3.16,5.21,39.60,6.84,495.74,18.57,30.63,14.95
1970.12,90.05,3.14,5.13,39.80,6.39,527.02,18.38,30.02,15.87
1971.01,93.49,3.13,5.16,39.80,6.24,547.15,18.32,30.20,16.46
1971.02,97.11,3.12,5.19,39.90,6.11,566.91,18.21,30.30,17.03
1971.03,99.60,3.11,5.22,40.00,5.70,579.99,18.11,30.40,17.40
1971.04,103.00,3.11,5.25,40.10,5.83,598.30,18.05,30.52,17.92
1971.05,101.60,3.10,5.29,40.30,6.39,587.24,17.94,30.56,17.56
1971.06,99.72,3.10,5.32,40.60,6.52,572.11,17.79,30.52,17.08
1971.07,99.00,3.10,5.36,40.70,6.73,566.58,17.72,30.66,16.89
1971.08,97.24,3.09,5.39,40.80,6.58,555.15,17.66,30.79,16.52
1971.09,99.40,3.09,5.43,40.80,6.14,567.48,17.64,31.00,16.86
1971.1,97.29,3.08,5.52,40.90,5.93,554.07,17.56,31.44,16.43
1971.11,92.78,3.08,5.61,40.90,5.81,528.39,17.52,31.95,15.64
1971.12,99.17,3.07,5.70,41.10,5.93,562.03,17.40,32.30,16.60
1972.01,103.30,3.07,5.74,41.10,5.95,585.44,17.40,32.51,17.26
1972.02,105.20,3.07,5.77,41.30,6.08,593.32,17.31,32.56,17.46
1972.03,107.70,3.07,5.81,41.40,6.07,605.95,17.27,32.69,17.81
1972.04,108.80,3.07,5.86,41.50,6.19,610.67,17.23,32.91,17.92
1972.05,107.70,3.07,5.92,41.60,6.13,603.04,17.19,33.13,17.66
1972.06,108.00,3.07,5.97,41.70,6.11,603.27,17.15,33.35,17.64
1972.07,107.20,3.07,6.03,41.90,6.11,595.94,17.09,33.50,17.40
1972.08,111.00,3.08,6.08,42.00,6.21,615.60,17.06,33.74,17.94
1972.09,109.40,3.08,6.14,42.10,6.55,605.28,17.04,33.97,17.61
1972.1,109.60,3.10,6.23,42.30,6.48,603.52,17.09,34.32,17.53
1972.11,115.10,3.13,6.33,42.40,6.28,632.31,17.18,34.76,18.34
1972.12,117.50,3.15,6.42,42.50,6.36,643.98,17.26,35.19,18.65
1973.01,118.40,3.16,6.55,42.60,6.46,647.39,17.26,35.80,18.71
1973.02,114.20,3.16,6.67,42.90,6.64,620.06,17.18,36.23,17.89
1973.03,112.40,3.17,6.80,43.30,6.71,604.65,17.05,36.58,17.41
1973.04,110.30,3.19,6.94,43.60,6.67,589.27,17.02,37.09,16.94
1973.05,107.20,3.20,7.09,43.90,6.85,568.79,17.00,37.60,16.31
1973.06,104.80,3.22,7.23,44.20,6.90,552.28,16.97,38.10,15.81
1973.07,105.80,3.24,7.38,44.30,7.13,556.30,17.02,38.82,15.89
1973.08,103.80,3.25,7.54,45.10,7.40,536.10,16.80,38.92,15.28
1973.09,105.60,3.27,7.69,45.20,7.09,544.19,16.85,39.63,15.48
1973.1,109.80,3.31,7.85,45.60,6.79,560.87,16.89,40.08,15.91
1973.11,102.00,3.34,8.00,45.90,6.73,517.62,16.97,40.61,14.65
1973.12,94.78,3.38,8.16,46.20,6.74,477.86,17.04,41.14,13.49
1974.01,96.11,3.40,8.23,46.60,6.99,480.40,16.99,41.12,13.53
1974.02,93.45,3.42,8.29,47.20,6.96,461.17,16.88,40.93,12.96
1974.03,97.44,3.44,8.36,47.80,7.21,474.82,16.76,40.74,13.31
1974.04,92.46,3.46,8.49,48.00,7.51,448.68,16.79,41.18,12.55
1974.05,89.67,3.48,8.61,48.60,7.58,429.77,16.68,41.28,12.00
1974.06,89.79,3.50,8.74,49.00,7.54,426.83,16.64,41.55,11.89
1974.07,79.31,3.53,8.86,49.40,7.81,373.96,16.64,41.79,10.39
1974.08,76.03,3.56,8.99,50.00,8.04,354.19,16.58,41.87,9.82
1974.09,68.12,3.59,9.11,50.60,8.04,313.58,16.53,41.94,8.68
1974.1,69.44,3.59,9.04,51.10,7.90,316.53,16.38,41.19,8.74
1974.11,71.74,3.60,8.96,51.50,7.68,324.47,16.27,40.54,8.95
1974.12,67.07,3.60,8.89,51.90,7.43,301.01,16.16,39.90,8.29
1975.01,72.56,3.62,8.74,52.10,7.50,324.40,16.20,39.09,8.92
1975.02,80.10,3.65,8.60,52.50,7.39,355.38,16.18,38.14,9.76
1975.03,83.78,3.67,8.45,52.70,7.73,370.30,16.22,37.35,10.16
1975.04,84.72,3.68,8.29,52.90,8.23,373.04,16.22,36.49,10.23
1975.05,90.10,3.70,8.12,53.20,8.06,394.49,16.19,35.57,10.82
1975.06,92.40,3.71,7.96,53.60,7.86,401.54,16.12,34.59,11.01
1975.07,92.49,3.71,7.89,54.20,8.06,397.48,15.94,33.92,10.90
1975.08,85.71,3.71,7.83,54.30,8.40,367.67,15.91,33.57,10.09
1975.09,84.67,3.71,7.76,54.60,8.43,361.21,15.83,33.10,9.92
1975.1,88.57,3.70,7.83,54.90,8.14,375.78,15.70,33.21,10.33
1975.11,90.07,3.69,7.89,55.30,8.05,379.38,15.54,33.25,10.44
1975.12,88.70,3.68,7.96,55.50,8.00,372.27,15.44,33.41,10.25
1976.01,96.86,3.68,8.19,55.60,7.74,405.78,15.43,34.32,11.19
1976.02,100.60,3.69,8.43,55.80,7.79,419.94,15.39,35.18,11.59
1976.03,101.10,3.69,8.66,55.90,7.73,421.27,15.38,36.09,11.63
1976.04,101.90,3.71,8.86,56.10,7.56,423.09,15.42,36.77,11.69
1976.05,101.20,3.74,9.05,56.50,7.90,417.21,15.40,37.32,11.53
1976.06,101.80,3.76,9.25,56.80,7.86,417.47,15.42,37.93,11.54
1976.07,104.20,3.79,9.35,57.10,7.83,425.06,15.46,38.14,11.76
1976.08,103.30,3.82,9.45,57.40,7.77,419.19,15.50,38.35,11.60
1976.09,105.50,3.85,9.55,57.60,7.59,426.63,15.57,38.62,11.81
1976.1,101.90,3.92,9.67,57.90,7.41,409.94,15.76,38.90,11.35
1976.11,101.20,3.98,9.79,58.00,7.29,406.42,16.00,39.32,11.25
1976.12,104.70,4.05,9.91,58.20,6.87,419.03,16.21,39.66,11.60
1977.01,103.80,4.10,9.97,58.50,7.21,413.30,16.31,39.68,11.44
1977.02,101.00,4.14,10.02,59.10,7.39,398.07,16.33,39.50,11.01
1977.03,100.60,4.19,10.08,59.50,7.46,393.83,16.40,39.46,10.90
1977.04,99.05,4.25,10.19,60.00,7.37,384.53,16.49,39.57,10.64
1977.05,98.76,4.30,10.31,60.30,7.46,381.49,16.62,39.81,10.55
1977.06,99.29,4.36,10.42,60.70,7.28,381.01,16.73,39.99,10.53
1977.07,100.20,4.41,10.52,61.00,7.33,382.61,16.83,40.16,10.57
1977.08,97.75,4.45,10.61,61.20,7.40,372.04,16.95,40.39,10.27
1977.09,96.23,4.50,10.71,61.40,7.34,365.06,17.07,40.63,10.07
1977.1,93.74,4.56,10.77,61.60,7.52,354.46,17.23,40.72,9.77
1977.11,94.28,4.61,10.83,61.90,7.58,354.77,17.36,40.75,9.77
1977.12,93.82,4.67,10.89,62.10,7.69,351.91,17.52,40.85,9.68
1978.01,90.25,4.71,10.90,62.50,7.96,336.35,17.57,40.62,9.24
1978.02,88.98,4.76,10.91,62.90,8.03,329.51,17.61,40.40,9.05
1978.03,88.82,4.80,10.92,63.40,8.04,326.32,17.64,40.12,8.95
1978.04,92.71,4.84,11.02,63.90,8.15,337.95,17.63,40.18,9.26
1978.05,97.41,4.87,11.13,64.50,8.35,351.78,17.60,40.18,9.63
1978.06,97.66,4.91,11.23,65.20,8.46,348.89,17.54,40.12,9.55
1978.07,97.19,4.95,11.34,65.70,8.64,344.57,17.54,40.22,9.43
1978.08,103.90,4.98,11.46,66.00,8.41,366.69,17.59,40.43,10.02
1978.09,103.90,5.02,11.57,66.50,8.42,363.93,17.58,40.53,9.94
1978.1,100.60,5.04,11.82,67.10,8.64,349.22,17.48,41.04,9.53
1978.11,94.71,5.05,12.08,67.40,8.81,327.31,17.46,41.74,8.93
1978.12,96.11,5.07,12.33,67.70,9.01,330.68,17.44,42.42,9.01
1979.01,99.71,5.11,12.65,68.30,9.10,340.05,17.44,43.15,9.26
1979.02,98.23,5.16,12.98,69.10,9.10,331.12,17.38,43.74,9.00
1979.03,100.10,5.20,13.30,69.80,9.12,334.04,17.35,44.38,9.07
1979.04,102.10,5.25,13.53,70.60,9.18,336.86,17.31,44.63,9.13
1979.05,99.73,5.29,13.75,71.50,9.25,324.90,17.24,44.80,8.79
1979.06,101.70,5.34,13.98,72.30,8.91,327.65,17.20,45.04,8.85
1979.07,102.70,5.40,14.20,73.10,8.95,327.25,17.20,45.24,8.83
1979.08,107.40,5.45,14.41,73.80,9.03,338.98,17.21,45.49,9.13
1979.09,108.60,5.51,14.63,74.60,9.33,339.09,17.20,45.68,9.11
1979.1,104.50,5.56,14.71,75.20,10.30,323.68,17.21,45.55,8.68
1979.11,103.70,5.60,14.78,75.90,10.65,318.24,17.20,45.37,8.52
1979.12,107.80,5.65,14.86,76.70,10.39,327.38,17.16,45.13,8.75
1980.01,110.90,5.70,15.00,77.80,10.80,332.03,17.07,44.92,8.85
1980.02,115.30,5.75,15.15,78.90,12.41,340.39,16.98,44.72,9.05
1980.03,104.70,5.80,15.29,80.10,12.75,304.47,16.87,44.46,8.08
1980.04,103.00,5.85,15.17,81.00,11.47,296.19,16.81,43.63,7.84
1980.05,107.70,5.89,15.06,81.80,10.18,306.68,16.78,42.87,8.10
1980.06,114.60,5.94,14.94,82.70,9.78,322.78,16.73,42.08,8.51
1980.07,119.80,5.98,14.84,82.70,10.25,337.42,16.85,41.80,8.88
1980.08,123.50,6.03,14.74,83.30,11.10,345.34,16.85,41.22,9.07
1980.09,126.50,6.07,14.64,84.00,11.51,350.78,16.83,40.60,9.20
1980.1,130.20,6.10,14.70,84.80,11.75,357.63,16.76,40.38,9.36
1980.11,135.70,6.13,14.76,85.50,12.68,369.69,16.70,40.21,9.65
1980.12,133.50,6.16,14.82,86.30,12.84,360.32,16.63,40.00,9.39
1981.01,133.00,6.20,14.74,87.00,12.57,356.09,16.60,39.46,9.26
1981.02,128.40,6.24,14.66,87.90,13.19,340.25,16.54,38.85,8.83
1981.03,133.20,6.28,14.58,88.50,13.12,350.58,16.53,38.37,9.08
1981.04,134.40,6.32,14.72,89.10,13.68,351.35,16.51,38.49,9.09
1981.05,131.70,6.35,14.87,89.80,14.10,341.61,16.48,38.56,8.82
1981.06,132.30,6.39,15.01,90.60,13.47,340.14,16.43,38.59,8.77
1981.07,129.10,6.43,15.10,91.60,14.28,328.29,16.36,38.39,8.45
1981.08,129.60,6.48,15.18,92.30,14.94,327.06,16.34,38.32,8.40
1981.09,118.30,6.52,15.27,93.20,15.32,295.66,16.30,38.16,7.58
1981.1,119.80,6.56,15.30,93.40,15.15,298.77,16.35,38.16,7.65
1981.11,122.90,6.59,15.33,93.70,13.39,305.52,16.39,38.11,7.81
1981.12,123.80,6.63,15.36,94.00,13.72,306.77,16.43,38.06,7.83
1982.01,117.30,6.66,15.18,94.30,14.59,289.74,16.45,37.49,7.39
1982.02,114.50,6.69,14.99,94.60,14.43,281.93,16.47,36.92,7.18
1982.03,110.80,6.72,14.81,94.50,13.86,273.11,16.56,36.50,6.95
1982.04,116.30,6.75,14.60,94.90,13.87,285.45,16.57,35.83,7.26
1982.05,116.40,6.78,14.38,95.80,13.62,283.02,16.48,34.97,7.19
1982.06,109.70,6.81,14.17,97.00,14.30,263.43,16.35,34.03,6.69
1982.07,109.40,6.82,13.97,97.50,13.95,261.36,16.30,33.37,6.64
1982.08,109.70,6.84,13.76,97.70,13.06,261.54,16.30,32.81,6.64
1982.09,122.40,6.85,13.56,97.90,12.34,291.22,16.30,32.26,7.40
1982.1,132.70,6.86,13.25,98.20,10.91,314.76,16.26,31.44,8.00
1982.11,138.10,6.86,12.95,98.00,10.55,328.24,16.31,30.77,8.35
1982.12,139.40,6.87,12.64,97.60,10.54,332.69,16.40,30.17,8.47
1983.01,144.30,6.88,12.57,97.80,10.46,343.68,16.39,29.93,8.76
1983.02,146.80,6.90,12.49,97.90,10.72,349.27,16.41,29.72,8.91
1983.03,151.90,6.91,12.42,97.90,10.51,361.41,16.44,29.55,9.23
1983.04,157.70,6.92,12.48,98.60,10.40,372.54,16.35,29.47,9.53
1983.05,164.10,6.93,12.53,99.20,10.38,385.32,16.27,29.43,9.87
1983.06,166.40,6.94,12.59,99.50,10.85,389.54,16.25,29.47,10.00
1983.07,167.00,6.96,12.83,99.90,11.38,389.38,16.23,29.91,10.01
1983.08,162.40,6.98,13.06,100.20,11.85,377.52,16.23,30.37,9.73
1983.09,167.20,7.00,13.30,100.70,11.65,386.75,16.19,30.76,9.98
1983.1,167.70,7.03,13.54,101.00,11.54,386.75,16.21,31.23,10.00
1983.11,165.20,7.06,13.79,101.20,11.69,380.24,16.25,31.73,9.85
1983.12,164.40,7.09,14.03,101.30,11.83,378.02,16.30,32.26,9.82
1984.01,166.40,7.12,14.44,101.90,11.67,380.37,16.28,33.01,9.89
1984.02,157.30,7.15,14.85,102.40,11.84,357.81,16.26,33.78,9.32
1984.03,157.40,7.18,15.26,102.60,12.32,357.34,16.30,34.64,9.33
1984.04,157.60,7.22,15.57,103.10,12.63,356.06,16.32,35.18,9.31
1984.05,156.60,7.27,15.89,103.40,13.41,352.77,16.37,35.79,9.23
1984.06,153.10,7.31,16.20,103.70,13.56,343.89,16.42,36.39,9.01
1984.07,151.10,7.33,16.32,104.10,13.36,338.09,16.41,36.52,8.87
1984.08,164.40,7.36,16.44,104.50,12.72,366.45,16.40,36.64,9.62
1984.09,166.10,7.38,16.56,105.00,12.52,368.47,16.37,36.74,9.69
1984.1,164.80,7.43,16.59,105.30,12.16,364.55,16.44,36.69,9.60
1984.11,166.30,7.48,16.61,105.30,11.57,367.86,16.55,36.75,9.69
1984.12,164.50,7.53,16.64,105.30,11.50,363.88,16.66,36.81,9.60
1985.01,171.60,7.57,16.56,105.50,11.38,378.87,16.72,36.55,10.00
1985.02,180.90,7.62,16.47,106.00,11.51,397.52,16.74,36.20,10.49
1985.03,179.40,7.66,16.39,106.40,11.86,392.74,16.77,35.88,10.37
1985.04,180.60,7.69,16.13,106.90,11.43,393.52,16.75,35.15,10.40
1985.05,184.90,7.71,15.87,107.30,10.85,401.38,16.74,34.45,10.61
1985.06,188.90,7.74,15.61,107.60,10.16,408.92,16.76,33.79,10.81
1985.07,192.50,7.77,15.48,107.80,10.31,415.94,16.80,33.46,11.00
1985.08,188.30,7.81,15.36,108.00,10.33,406.12,16.84,33.12,10.74
1985.09,184.10,7.84,15.23,108.30,10.37,395.96,16.86,32.76,10.47
1985.1,186.20,7.86,15.02,108.70,10.24,399.00,16.84,32.19,10.55
1985.11,197.50,7.88,14.82,109.00,9.78,422.05,16.84,31.66,11.16
1985.12,207.30,7.90,14.61,109.30,9.26,441.78,16.84,31.14,11.69
1986.01,208.20,7.94,14.58,109.60,9.19,442.48,16.87,30.99,11.72
1986.02,219.40,7.98,14.55,109.30,8.70,467.56,17.01,31.01,12.39
1986.03,232.30,8.02,14.52,108.80,7.78,497.33,17.17,31.09,13.19
1986.04,238.00,8.05,14.58,108.60,7.30,510.47,17.26,31.28,13.55
1986.05,238.50,8.07,14.65,108.90,7.71,510.13,17.27,31.33,13.56
1986.06,245.30,8.10,14.71,109.50,7.80,521.80,17.23,31.29,13.89
1986.07,240.20,8.14,14.76,109.50,7.30,510.95,17.32,31.39,13.62
1986.08,245.00,8.19,14.80,109.70,7.17,520.22,17.38,31.43,13.89
1986.09,238.30,8.23,14.85,110.20,7.45,503.69,17.40,31.39,13.47
1986.1,237.40,8.25,14.73,110.30,7.43,501.34,17.42,31.10,13.43
1986.11,245.10,8.26,14.60,110.40,7.25,517.13,17.43,30.81,13.87
1986.12,248.60,8.28,14.48,110.50,7.11,524.04,17.45,30.52,14.09
1987.01,264.50,8.30,14.69,111.20,7.08,554.04,17.39,30.76,14.92
1987.02,280.90,8.32,14.89,111.60,7.25,586.29,17.37,31.08,15.82
1987.03,292.50,8.34,15.10,112.10,7.25,607.78,17.33,31.38,16.43
1987.04,289.30,8.40,14.87,112.70,8.02,597.93,17.36,30.74,16.20
1987.05,289.10,8.46,14.65,113.10,8.61,595.40,17.42,30.16,16.16
1987.06,301.40,8.52,14.42,113.50,8.40,618.54,17.49,29.59,16.83
1987.07,310.10,8.57,14.90,113.80,8.45,634.72,17.53,30.50,17.31
1987.08,329.40,8.61,15.38,114.40,8.76,670.69,17.54,31.32,18.33
1987.09,318.70,8.66,15.86,115.00,9.42,645.52,17.54,32.12,17.68
1987.1,280.20,8.71,16.41,115.30,9.52,566.06,17.60,33.14,15.53
1987.11,245.00,8.76,16.95,115.40,8.86,494.52,17.68,34.22,13.59
1987.12,241.00,8.81,17.50,115.40,8.99,486.45,17.78,35.32,13.39
1988.01,250.50,8.86,17.86,115.70,8.67,504.31,17.83,35.96,13.90
1988.02,258.10,8.90,18.23,116.00,8.21,518.27,17.88,36.60,14.30
1988.03,265.70,8.95,18.59,116.50,8.37,531.24,17.89,37.17,14.67
1988.04,262.60,9.04,19.62,117.10,8.72,522.35,17.99,39.02,14.43
1988.05,256.10,9.14,20.64,117.50,9.09,507.69,18.11,40.92,14.03
1988.06,270.70,9.23,21.67,118.00,8.92,534.35,18.22,42.78,14.77
1988.07,269.10,9.31,22.02,118.50,9.06,528.96,18.29,43.29,14.61
1988.08,263.70,9.38,22.38,119.00,9.26,516.16,18.37,43.80,14.24
1988.09,268.00,9.46,22.73,119.80,8.98,521.08,18.39,44.19,14.37
1988.1,277.40,9.55,23.07,120.20,8.80,537.56,18.51,44.71,14.81
1988.11,271.00,9.64,23.42,120.30,8.96,524.72,18.67,45.34,14.45
1988.12,276.50,9.73,23.76,120.50,9.11,534.48,18.81,45.93,14.70
1989.01,285.40,9.81,24.16,121.10,9.09,548.95,18.88,46.47,15.09
1989.02,294.00,9.90,24.56,121.60,9.17,563.17,18.96,47.05,15.47
1989.03,292.70,9.98,24.96,122.30,9.36,557.47,19.01,47.54,15.30
1989.04,302.30,10.09,25.05,123.10,9.18,572.01,19.09,47.39,15.69
1989.05,313.90,10.19,25.13,123.80,8.86,590.60,19.18,47.29,16.19
1989.06,323.70,10.30,25.22,124.10,8.28,607.57,19.33,47.34,16.64
1989.07,331.90,10.42,24.71,124.40,8.02,621.46,19.52,46.27,17.01
1989.08,346.60,10.55,24.20,124.60,8.11,647.94,19.72,45.24,17.73
1989.09,347.30,10.67,23.69,125.00,8.19,647.17,19.88,44.14,17.71
1989.1,347.40,10.80,23.43,125.60,8.01,644.26,20.02,43.45,17.64
1989.11,340.20,10.92,23.16,125.90,7.87,629.41,20.21,42.85,17.24
1989.12,348.60,11.05,22.90,126.10,7.84,643.93,20.41,42.30,17.65
1990.01,339.97,11.14,22.49,127.40,8.21,621.58,20.37,41.12,17.05
1990.02,330.45,11.23,22.08,128.00,8.47,601.34,20.44,40.18,16.51
1990.03,338.46,11.32,21.67,128.70,8.59,612.57,20.49,39.22,16.83
1990.04,338.18,11.44,21.53,128.90,8.79,611.11,20.67,38.91,16.81
1990.05,350.25,11.55,21.40,129.20,8.76,631.45,20.83,38.58,17.39
1990.06,360.39,11.67,21.26,129.90,8.48,646.23,20.93,38.12,17.82
1990.07,360.03,11.73,21.42,130.40,8.47,643.11,20.95,38.26,17.75
1990.08,330.75,11.78,21.58,131.60,8.75,585.42,20.86,38.20,16.17
1990.09,315.41,11.84,21.74,132.70,8.89,553.64,20.78,38.16,15.30
1990.1,307.12,11.93,21.61,133.50,8.72,535.86,20.81,37.70,14.82
1990.11,315.29,12.01,21.47,133.80,8.39,548.88,20.91,37.38,15.19
1990.12,328.75,12.10,21.34,133.80,8.08,572.31,21.06,37.15,15.85
1991.01,325.49,12.11,21.18,134.60,8.09,563.27,20.95,36.66,15.61
1991.02,362.26,12.11,21.03,134.80,7.85,625.97,20.93,36.33,17.35
1991.03,372.28,12.12,20.87,135.00,8.11,642.33,20.91,36.01,17.82
1991.04,379.68,12.13,20.36,135.20,8.04,654.13,20.90,35.08,18.16
1991.05,377.99,12.14,19.86,135.60,8.07,649.30,20.85,34.11,18.04
1991.06,378.29,12.15,19.35,136.00,8.28,647.90,20.81,33.14,18.02
1991.07,380.23,12.19,18.84,136.20,8.27,650.27,20.85,32.22,18.10
1991.08,389.40,12.24,18.33,136.60,7.90,664.00,20.87,31.26,18.51
1991.09,387.20,12.28,17.82,137.20,7.65,657.36,20.85,30.25,18.36
1991.1,386.88,12.25,17.20,137.40,7.53,655.86,20.77,29.16,18.35
1991.11,385.92,12.23,16.59,137.80,7.42,652.34,20.67,28.04,18.29
1991.12,388.51,12.20,15.97,137.90,7.09,656.24,20.61,26.98,18.44
1992.01,416.08,12.24,16.05,138.10,7.03,701.79,20.64,27.07,19.77
1992.02,412.56,12.28,16.12,138.60,7.34,693.34,20.64,27.10,19.58
1992.03,407.36,12.32,16.20,139.30,7.54,681.16,20.60,27.09,19.28
1992.04,407.41,12.32,16.48,139.50,7.48,680.27,20.57,27.52,19.30
1992.05,414.81,12.32,16.77,139.70,7.39,691.63,20.54,27.96,19.66
1992.06,408.27,12.32,17.05,140.20,7.26,678.30,20.47,28.33,19.32
1992.07,415.05,12.34,17.38,140.50,6.84,688.09,20.46,28.81,19.62
1992.08,417.93,12.37,17.71,140.90,6.59,690.90,20.44,29.28,19.72
1992.09,418.48,12.39,18.04,141.30,6.42,689.85,20.42,29.74,19.71
1992.1,412.50,12.39,18.39,141.80,6.59,677.60,20.35,30.21,19.37
1992.11,422.84,12.38,18.74,142.00,6.87,693.60,20.31,30.74,19.83
1992.12,435.64,12.38,19.09,141.90,6.77,715.10,20.32,31.34,20.45
1993.01,435.23,12.41,19.34,142.60,6.60,710.92,20.28,31.59,20.32
1993.02,441.70,12.45,19.59,143.10,6.26,718.97,20.26,31.89,20.55
1993.03,450.16,12.48,19.84,143.60,5.98,730.19,20.24,32.18,20.86
1993.04,443.08,12.49,19.67,144.00,5.97,716.71,20.21,31.82,20.46
1993.05,445.25,12.51,19.50,144.20,6.04,719.22,20.20,31.50,20.52
1993.06,448.06,12.52,19.33,144.40,5.96,722.76,20.20,31.18,20.61
1993.07,447.29,12.52,19.69,144.40,5.81,721.52,20.20,31.76,20.57
1993.08,454.13,12.52,20.05,144.80,5.68,730.53,20.14,32.25,20.81
1993.09,459.24,12.52,20.41,145.10,5.36,737.22,20.10,32.76,20.99
1993.1,463.90,12.54,20.90,145.70,5.33,741.63,20.05,33.41,21.11
1993.11,462.89,12.56,21.39,145.80,5.72,739.51,20.07,34.17,21.04
1993.12,465.95,12.58,21.88,145.80,5.77,744.40,20.10,34.96,21.17
1994.01,472.99,12.62,22.16,146.20,5.75,753.58,20.11,35.30,21.41
1994.02,471.58,12.67,22.43,146.70,5.97,748.77,20.11,35.62,21.26
1994.03,463.81,12.71,22.71,147.20,6.48,733.93,20.11,35.94,20.83
1994.04,447.23,12.75,23.54,147.40,6.97,706.74,20.15,37.20,20.06
1994.05,450.90,12.80,24.37,147.50,7.18,712.05,20.21,38.48,20.20
