Symbol	Description
PPTKOR	Perpetual Limited
PPX	PaperlinX Ltd
PPY	Papyrus Australia Ltd
PRA	Promesa Limited
PRG	Programmed Maintenance Services Ltd
PRL	Petrel Energy Limited
PRO	Prophecy International Holdings Ltd
PRP	Prime Credit Property Trust
PRR	Prima Biomed Ltd
PRRO	PRRO
PRT	Prime Television Ltd
PRU	Perseus Mining Ltd
PRUKOB	Perseus Mining Limited
PRW	Proto Resources & Investments Ltd
PRWOB	Proto Resources & Investments Ltd
PRY	Primary Healthcare Ltd
PRYHA	Primary Health Care Limited
PRYKOA	Primary Health Care Limited
PRYKOB	Primary Health Care Limited
PRYKOC	Primary Health Care Limited
PRYKOD	Primary Health Care Limited
PRYKOP	Primary Health Care Limited
PRYKOR	Primary Health Care Limited
PRYKOS	Primary Health Care Limited
PRYKOT	Primary Health Care Limited
PSA	Petsec Energy Ltd
PSC	Prospect Resources Limited
PSF	Pacific Ore Ltd
PSM	Peninsula Mines Limited
PSP	Prosperity Resources Ltd
PSY	PSY
PSZ	Ps&c Limited
PTB	PTB Group Ltd
PTL	Pental Limited
PTLOA	Pental Limited
PTM	Platinum Asset Management Ltd
PTMKOA	Platinum Asset Management Limited
PTMKOB	Platinum Asset Management Limited
PTMKOR	Platinum Asset Management Limited
PTR	Petratherm Ltd
PTRO	Petratherm Ltd
PUN	Pegasus Metals Ltd
PVA	Psivia Corp
PVD	Pura Vida Energy Nl
PVE	Po Valley Energy Ltd
PWN	Potash West Nl
PWNCA	Potash West Nl
PWNO	Potash West Nl
PWW	Power Resources Ltd
PXG	Phoenix Gold Limited
PXGOA	Phoenix Gold Limited
PXR	Palace Resources Ltd
PXS	Pharmaxis Ltd
PXUPA	PXU
PYC	Phylogica Ltd
PYCOA	Phylogica Limited
PYM	Pryme Oil & Gas Ltd
PYMO	Pryme Energy Limited
PZC	Pan Asia Corporation Limited
QAG	Betashares Agriculture Etf-currency Hedged (synthetic)
QAN	Qantas Airways Ltd
QANKOA	Qantas Airways Limited
QANKOB	Qantas Airways Limited
QANKOC	Qantas Airways Limited
QANKOF	Qantas Airways Limited
QANKOQ	Qantas Airways Limited
QANKOX	Qantas Airways Limited
QANKOY	Qantas Airways Limited
QAU	Betashares Gold Bullion Etf (a$ Hedged)
QBE	QBE Insurance Group Ltd
QBEKOD	Qbe Insurance Group Limited
QBEKOJ	Qbe Insurance Group Limited
QBEKOK	Qbe Insurance Group Limited
QBEKOL	Qbe Insurance Group Limited
QBEKON	Qbe Insurance Group Limited
QBEKOQ	Qbe Insurance Group Limited
QBEKOS	Qbe Insurance Group Limited
QBEKOU	Qbe Insurance Group Limited
QBEKOV	Qbe Insurance Group Limited
QBELOB	Qbe Insurance Group Limited
QBELOF	Qbe Insurance Group Limited
QBELOI	Qbe Insurance Group Limited
QBELOJ	Qbe Insurance Group Limited
QBELOP	Qbe Insurance Group Limited
QBELOQ	Qbe Insurance Group Limited
QBELOS	Qbe Insurance Group Limited
QBELOT	Qbe Insurance Group Limited
QBELOU	Qbe Insurance Group Limited
QBELOV	Qbe Insurance Group Limited
QBEQOA	Qbe Insurance Group Limited
QBL	Queensland Bauxite Limited
QCB	Betashares Commodities Basket Etf-currency Hedged(synthetic)
QFN	Betashares S&p/asx 200 Financials Sector Etf (synthetic)
QFX	Quickflix Ltd
QHL	Quickstep Holdings Ltd
QMN	QMN
QNA	QNA
QNAO	Qanda Technology Ltd
QNL	
QOZ	QOZ
QPN	
QPNO	Quest Petroleum Nl
QRE	Betashares S&p/asx 200 Resources Sector Etf (synthetic)
QRL	Quintessential Resources Limited
QRX	QRX Pharama Ltd
QSS	Questus Ltd
QST	Quest Investments Ltd
QTG	QTG
QTM	Quantum Energy Ltd
QUAL	QUAL
QUB	Qube Logistics
QUE	Queste Communications Ltd
QUR	Quantum Resources Ltd
QVE	Qv Equities Limited
QVEO	Qv Equities Limited
QXQ	Q Ltd
RAD	Radar Iron Limited
RAF	Raffles Capital Limited
RAU	Republic Gold Ltd
RAW	Rawson Resources Ltd
RBR	Rubicon Resources Ltd
RBSAPL	The Royal Bank Of Scotland Plc
RBSAXP	RBSAXP
RBSBAC	The Royal Bank Of Scotland Plc
RBSBOE	RBSBOE
RBSBRK	The Royal Bank Of Scotland Plc
RBSCSC	RBSCSC
RBSCVX	RBSCVX
RBSFBK	RBSFBK
RBSGEL	RBSGEL
RBSGOA	RBSGOA
RBSGOC	RBSGOC
RBSKRT	RBSKRT
RBSMDZ	RBSMDZ
RBSMSF	The Royal Bank Of Scotland Plc
RBSPGB	RBSPGB
RBSRIG	The Royal Bank Of Scotland Plc
RBSTRV	RBSTRV
RBX	Resources Base Ltd
RCB	Russell Australian Select Corporate Bond Etf
RCF	Redcliffe Resources Limited
RCG	Retail Cube Ltd
RCM	Reclaim Industries Ltd
RCO	Royalco Resources Ltd
RCP	Redbank Copper Limited
RCR	RCR Tomlinson Ltd
RCT	Reef Casino Trust
RCU	RCU
RCY	Rivercity Motorway Group
RDF	Redflex Holdings Ltd
RDG	Resource Development Group Limited
RDH	Redhill Education Limited
RDM	Red Metal Ltd
RDR	Reed Resources Ltd
RDS	Redstone Resources Ltd
RDSO	Redstone Resources Limited
RDV	Russell High Dividend Australian Shares Etf
REA	realestate.com.au Ltd
REAKOA	Rea Group Ltd
REAKOE	Rea Group Ltd
REAKOU	Rea Group Ltd
REAKOV	Rea Group Ltd
REC	Recall Holdings Limited
RECKOA	Recall Holdings Limited
RECKOC	Recall Holdings Limited
RECKOP	Recall Holdings Limited
RECKOQ	Recall Holdings Limited
RECKOR	Recall Holdings Limited
RED	Red 5 Ltd
REF	Reverse Corp Ltd
REG	RG Capital Radio
REH	Reece Australia Ltd
RER	Regal Resources Ltd
RES	Resource Generation Ltd
REX	Regional Express Holdings Ltd
REY	Rey Resources Ltd
REZ	Resources & Energy Group Limited
RFE	Red Fork Energy Ltd
RFF	Rural Funds Group
RFG	Retail Food Group Ltd
RFL	Rubik Financial Ltd
RFT	Rectifier Technologies Ltd
RFX	Redflow Limited
RGB	Russell Australian Government Bond Etf
RGP	Refresh Group Ltd
RGS	Regeneus Ltd
RGU	Regalpoint Resources Limited
RGX	Red Gum Resources Limited
RGXO	Red Gum Resources Limited
RGXOA	Red Gum Resources Limited
RHC	Ramsay Health Care Ltd
RHCKOB	Ramsay Health Care Limited
RHCKOC	Ramsay Health Care Limited
RHCKOR	Ramsay Health Care Limited
RHCKOS	Ramsay Health Care Limited
RHCPA	Ramsay Health Care Ltd
RHI	Red Hill Iron Ltd
RHL	Ruralco Holdings Ltd
RHP	Rhype Limited
RHS	Reproductive Health Science Limited
RHT	Resonance Health Ltd
RIC	Ridley Corporation Ltd
RIE	Riedel Resources Limited
RIG	Rongtai International Group Holdings Limited
RIM	Rimfire Pacific Mining NL
RIO	Rio Tinto Ltd
RIOKOA	Rio Tinto Limited
RIOKOD	Rio Tinto Limited
RIOKOG	Rio Tinto Limited
RIOKOH	Rio Tinto Limited
RIOKOJ	Rio Tinto Limited
RIOKOL	Rio Tinto Limited
RIOKON	Rio Tinto Limited
RIOKOS	Rio Tinto Limited
RIOKOT	Rio Tinto Limited
RIOKOX	Rio Tinto Limited
RIOLOC	Rio Tinto Limited
RIOLOF	Rio Tinto Limited
RIOLOH	Rio Tinto Limited
RIOLOP	Rio Tinto Limited
RIOLOQ	Rio Tinto Limited
RIOLOR	Rio Tinto Limited
RIOLOS	Rio Tinto Limited
RIOLOW	Rio Tinto Limited
RIOLOX	Rio Tinto Limited
RIOLOY	Rio Tinto Limited
RIOQOA	Rio Tinto Limited
RIOQOP	Rio Tinto Limited
RIOQOQ	Rio Tinto Limited
RIOQOR	Rio Tinto Limited
RIOQOS	Rio Tinto Limited
RIOQOT	Rio Tinto Limited
RIOQOW	Rio Tinto Limited
RIS	Richfield International Ltd
RKN	Reckon Ltd
RLC	Revere Mining
RLE	Real Energy Corporation Limited
RLEO	Real Energy Corporation Limited
RMD	ResMed Inc (USA CUFS)
RMDKOA	Resmed Inc
RMDKOD	Resmed Inc
RMDKOE	Resmed Inc
RMDKOP	Resmed Inc
RMDKOS	Resmed Inc
RMG	RMG Ltd
RMI	Resource Mining Corporation Ltd
RMIOB	Resource Mining Corporation Limited
RMP	Red Emperor Resources NL
RMR	
RMRO	Ram Resources Limited
RMS	Ramelius Resources Ltd
RMSO	RMSO
RMT	RMA Energy Ltd
RMX	Red Mountain Mining Limited
RMXOA	Red Mountain Mining Limited
RND	Rand Mining NL
RNI	Resource
RNO	Rhinomed Limited
RNOOA	Rhinomed Limited
RNS	Renaissance Minerals Limited
RNU	Renaissance Uranium Limited
RNY	Reckson New York Property Trust
ROC	Roc Oil Company Ltd
ROG	Red Sky Energy Ltd
ROL	Robust Resources Ltd
ROY	Royal Resources Ltd
RPG	Raptis Group Ltd
RQL	Resource Equipment Ltd
RRE	Rubianna Resources Limited
RRL	Regis Resources NL
RRLKOH	Regis Resources Limited
RRLKOI	Regis Resources Limited
RRLKOJ	Regis Resources Limited
RRP	Realm Resources Limited
RRS	Range Resources Ltd
RRSO	RRSO
RSG	Resolute Mining Ltd
RSGKOE	Resolute Mining Limited
RSGKOF	Resolute Mining Limited
RSGKOQ	Resolute Mining Limited
RSGKOS	Resolute Mining Limited
RSL	Retail Star Ltd
RSLO	Resource Star Limited
RSM	Russell Australian Semi-government Bond Etf
RTA	Rutila Resources Limited
RTD	Rampart Energy Ltd
RTDO	Rampart Energy Ltd
RTG	Rtg Mining Inc.
RTGO	Rtg Mining Inc.
RTR	Rumble Resources Limited
RTROA	Rumble Resources Limited
RTROB	Rumble Resources Limited
RUB	Rubicor Group Ltd
RUL	Runge Ltd
RUM	Rum Jungle Uranium Ltd
RVA	Reva Medical Inc
RVL	Russell Australian Value Etf
RVR	Red River Resources Ltd
RVY	Rift Valley Resources Limited.
RWD	Reward Minerals Ltd
RWDO	Reward Minerals Ltd
RWH	Royal Wolf Holdings Limited
RXH	Rewardle Holdings Limited
RXL	Rox Resources Ltd
RXM	Rex Minerals Ltd
RXP	Rxp Services Limited
RYG	Raya Group Limited
RYGO	Raya Group Limited
RYGOB	Raya Group Limited
SAI	SAI Global Ltd
SAO	Sino Australia Oil & Gas Limited
SAOO	Sino Australia Oil & Gas Limited
SAP	Sabina Corporation Ltd
SAR	Saracen Mineral Holdings Ltd
SAT	Stratos Resources Limited
SAU	Southern Gold Ltd
SAV	Savcor Group Ltd
SAY	South American Iron & Steel Corporation Ltd
SBB	Sunbridge Group Limited
SBI	Sterling Biofuels International Ltd
SBKHB	Suncorp-metway Limited .
SBL	Signature Brands Ltd
SBM	St Barbara Mines Ltd
SBN	Sun Biomedical Ltd
SBR	Sabre Resources Ltd
SBU	Siburan Resources Limited
SCD	Scantech Ltd
SCG	Scentre Group
SCGKOB	Scentre Group
SCI	Silver City Minerals Limited
SCIO	Silver City Minerals Limited
SCP	Shopping Centres Australasia Property Group
SCPKOQ	Shopping Centres Australasia Property Group
SCW	Scentre Group Trust 1
SDA	Speedcast International Limited
SDF	Steadfast Group Limited
SDG	Sunland Group Ltd
SDI	SDI Ltd
SDL	Sundance Resources Ltd
SDM	Sedgman Ltd
SEA	Sundance Energy Australia Ltd
SEG	Segue Resources Ltd
SEH	Sino Gas & Energy Holdings Limited
SEK	Seek Ltd
SEKKOC	Seek Limited
SEKKOD	Seek Limited
SEKKOE	Seek Limited
SEKKOT	Seek Limited
SEKKOU	Seek Limited
SEN	Senetas Corporation Ltd
SER	Strategic Energy Resources Ltd
SFC	Schaffer Corporation Ltd
SFH	Specialty Fashion Group Ltd
SFN	Stanfield Funds Management Limited
SFP	Safety Medical Products Ltd
SFR	Sandfire Resources NL
SFRKOA	Sandfire Resources Nl
SFRKOB	Sandfire Resources Nl
SFRKOD	Sandfire Resources Nl
SFRKOH	Sandfire Resources Nl
SFRKOI	Sandfire Resources Nl
SFRKOP	Sandfire Resources Nl
SFRKOS	Sandfire Resources Nl
SFX	Sheffield Resources Limited
SFY	StreetTracks S&P/ASX 50 Fund
SFZ	South American Ferro Metals Limited
SFZO	South American Ferro Metals Limited
SGF	Sg Fleet Group Limited
SGH	Slater & Gordon Ltd
SGM	Sims Group Ltd
SGMKOB	Sims Metal Management Limited
SGMKOC	Sims Metal Management Limited
SGMKOD	Sims Metal Management Limited
SGMKOE	Sims Metal Management Limited
SGMKOQ	Sims Metal Management Limited
SGMKOR	Sims Metal Management Limited
SGMKOT	Sims Metal Management Limited
SGN	STW Communications Group Ltd
SGO	Stream Group Limited
SGP	Stockland
SGPKOA	Stockland
SGPKOB	Stockland
SGPKOC	Stockland
SGPKOP	Stockland
SGPKOR	Stockland
SGQ	St George Mining Limited
SGQO	St George Mining Limited
SGT	Singapore Telecommunicatns (Sg CUFS)
SGU	Success Resources Global Ltd
SGZ	Scotgold Resources Ltd
SHE	Stonehenge Metals Ltd
SHH	Shree Minerals Limited
SHJ	Shine Corporate Ltd
SHK	Stone Resources Australia Limited
SHL	Sonic Healthcare Ltd
SHLKOA	Sonic Healthcare Limited
SHLKOB	Sonic Healthcare Limited
SHLKOP	Sonic Healthcare Limited
SHLKOQ	Sonic Healthcare Limited
SHP	Shoply Limited
SHPOA	Shoply Limited
SHR	John Shearer (Holdings) Ltd
SHU	Shenhua International Limited
SHV	Select Harvests Ltd
SIE	SciGen Ltd (Singapore)
SIH	Sihayo Gold Limited
SIP	Sigma Pharmaceuticals Ltd
SIPKOA	Sigma Pharmaceuticals Limited
SIPKOB	Sigma Pharmaceuticals Limited
SIPKOP	Sigma Pharmaceuticals Limited
SIQ	Smartgroup Corporation Ltd
SIR	Sirius Resources Nl
SIRKOB	Sirius Resources Nl
SIRKOC	Sirius Resources Nl
SIRKOD	Sirius Resources Nl
SIRKOE	Sirius Resources Nl
SIRKOF	Sirius Resources Nl
SIRKOV	Sirius Resources Nl
SIRKOW	Sirius Resources Nl
SIRKOX	Sirius Resources Nl
SIRKOY	Sirius Resources Nl
SIT	SIT
SIV	Silver Chef Ltd
SIX	Sprintex Limited
SKC	Sky City Entertainment Group Ltd
SKE	Skilled Group Ltd
SKI	Spark Infrastructure Group
SKIKOA	Spark Infrastructure Group
SKIKOB	Spark Infrastructure Group
SKIKOP	Spark Infrastructure Group
SKS	Stokes (Australasia) Ltd
SKSG	Stokes Limited
SKT	Sky Network Television Ltd
SLA	Solagran Ltd
SLE	Sino-excel Energy Limited
SLF	StreetTracks 200 Listed Proprty Fund
SLK	Sealink Travel Group Limited
SLM	Salmat Ltd
SLR	Silver Lake Resources Ltd
SLT	Select Vaccines Ltd
SLTOA	Select Exploration Limited
SLX	Silex Systems Ltd
SMA	SmartTrans Holdings Ltd
SMC	Strategic Minerals Corporation NL
SMD	Syndicated Metals Ltd
SMDO	Syndicated Metals Limited
SMI	Santana Minerals Limited
SMM	Summit Resources Ltd
SMN	Structural Monitoring Systems Plc
SMP	Smartpay Holdings Limited
SMR	Stanmore Coal Limited
SMX	SMS Management & Technology Ltd
SNC	Sandon Capital Investments Limited
SNCO	Sandon Capital Investments Limited
SND	Saunders International Ltd
SNL	Supply Network Ltd
SNR	Synergy Plus Limited
SNV	Sinovus Mining Ltd
SNY	Sunbird Energy Limited
SNZ	Summerset Group Holdings Limited
SOC	Sovereign Gold Company Limited
SOF	Sofcom Ltd
SOI	Soil Sub Technologies Ltd
SOL	Washington H Soul Pattison & Co Ltd
SOM	SomnoMed Ltd
SOO	Solco Ltd
SOP	Sml Corporation Limited
SOPO	Sml Corporation Limited
SOR	Strategic Elements Limited
SPFKOA	S&p 500 Emini Futures
SPFKOB	S&p 500 Emini Futures
SPFKOF	S&p 500 Emini Futures
SPFKOG	S&p 500 Emini Futures
SPFKOH	S&p 500 Emini Futures
SPFKOI	S&p 500 Emini Futures
SPFKOJ	SPFKOJ
SPFKOK	SPFKOK
SPFKOL	SPFKOL
SPFKOM	SPFKOM
SPFKON	SPFKON
SPFKOO	SPFKOO
SPFKOP	S&p 500 Emini Futures
SPFKOR	S&p 500 Emini Futures
SPFKOT	S&p 500 Emini Futures
SPFKOV	S&p 500 Emini Futures
SPFKOW	S&p 500 Emini Futures
SPFKOZ	S&p 500 Emini Futures
SPFQOS	SPFQOS
SPH	Sphere Investments Ltd
SPI	Spitfire Resources Ltd
SPIOA	Spitfire Resources Limited
SPK	Spike Networks
SPL	Starpharma Holdings Ltd
SPO	Spotless Group Holdings Limited
SPQ	Superior Resources Ltd
SPS	Sprint Energy Limited
SPX	Spinifex Gold Nl
SPY	SPY
SPZ	Smart Parking Limited
SRH	Saferoads Holdings Ltd
SRI	Sipa Resources Ltd
SRIO	Sipa Resources Limited
SRK	Strike Resources Ltd
SRQ	Straits Metals Limited
SRR	Shaw River Resources Ltd
SRV	Servcorp Ltd
SRX	Sirtex Medical Ltd
SRXKOA	Sirtex Medical Limited
SRXKOB	Sirtex Medical Limited
SRXKOE	Sirtex Medical Limited
SRXKOF	Sirtex Medical Limited
SRZ	Stellar Resources Ltd
SSI	Sino Securities International Ltd
SSL	Sietel Ltd
SSLPA	Sietel PA
SSM	Service Stream Ltd
SSN	Samson Oil & Gas NL
SSNOA	Samson Oil & Gas Limited
SSO	Spdr S&p/asx Small Ordinaries Fund
SST	Steamships Trading Company Ltd (PNG)
STB	South Boulder Mines Ltd
STI	Stirling Products Ltd
STO	Santos Ltd
STOKOA	Santos Limited
STOKOB	Santos Limited
STOKOE	Santos Limited
STOKOG	Santos Limited
STOKOH	Santos Limited
STOKOI	Santos Limited
STOKOP	Santos Limited
STOKOR	Santos Limited
STOKOS	Santos Limited
STOKOT	Santos Limited
STOKOU	Santos Limited
STS	Structural Systems Ltd
STW	StreetTracks S&P/ASX 200 Fund
STX	Strike Oil Ltd
SUD	Suda Ltd
SUH	Southern Hemisphere Mining Limited
SUHO	Southern Hemisphere Mining Limited
SUL	Super Cheap Auto Group Ltd
SULKOA	Super Retail Group Limited
SULKOB	Super Retail Group Limited
SULKOC	Super Retail Group Limited
SULKOP	Super Retail Group Limited
SULKOR	Super Retail Group Limited
SUM	Sumatra Copper & Gold Plc
SUN	Suncorp-Metway Ltd
SUNKOB	Suncorp Group Limited
SUNKOC	Suncorp Group Limited
SUNKOD	Suncorp Group Limited
SUNKOE	Suncorp Group Limited
SUNKOU	Suncorp Group Limited
SUNKOV	Suncorp Group Limited
SUNKOW	Suncorp Group Limited
SUNPC	Suncorp Group Limited
SUNPD	Suncorp Group Limited
SUNPE	Suncorp Group Limited
SUR	Sun Resources NL
SURO	Sun Resources Nl
SVA	Simavita Limited
SVL	Silver Mines Ltd
SVM	Sovereign Metals Ltd
SVS	Sunvest Corporation Ltd
SVW	Seven Group Holdings Limited
SVWPA	Seven Group Holdings Limited
SVY	Stavely Minerals Limited
SWE	Swala Energy Limited
SWJ	Stonewall Resources Limited
SWK	Swick Mining Services Ltd
SWL	Seymour Whyte Limited
SWM	Seven West Media Limited
SWMKOA	Seven West Media Limited
SWMKOC	Seven West Media Limited
SWMKOD	Seven West Media Limited
SWMKOP	Seven West Media Limited
SWMKOR	Seven West Media Limited
SWMKOS	Seven West Media Limited
SWR	Southern Crown Resources Limited
SWW	Solverdi Worldwide Ltd
SXA	Strata-x Energy Limited
SXE	Southern Cross Electrical Engineering Ltd
SXG	Southern Cross Goldfields Ltd
SXI	South East Asia Resources Limited
SXL	Southern Cross Media Group
SXS	Solimar Energy Limited.
SXT	Stratum Metals Limited
SXX	Southern Cross Exploration NL
SXY	Senex Energy Limited
SXYKOA	Senex Energy Limited
SXYKOE	Senex Energy Limited
SXYKOK	Senex Energy Limited
SXYKOP	Senex Energy Limited
SXYKOQ	Senex Energy Limited
SXYKOS	Senex Energy Limited
SYA	Sayona Mining Limited
SYD	Sydney Airport
SYDKOB	Sydney Airport
SYDKOC	Sydney Airport
SYDKOD	Sydney Airport
SYDKOP	Sydney Airport
SYDKOQ	Sydney Airport
SYDKOR	Sydney Airport
SYI	Spdr Msci Australia Select High Dividend Yield Fund
SYP	Style Plantation Ltd
SYR	Syrah Resources Ltd
SYS	Syngas Ltd
SZG	Subzero Group Limited
TAG	Tag Pacific Ltd
TAGO	Tag Pacific Limited
TAH	Tabcorp Holdings Ltd
TAHHB	Tabcorp Holdings Limited
TAHKOA	Tabcorp Holdings Limited
TAHKOB	Tabcorp Holdings Limited
TAHKOD	Tabcorp Holdings Limited
TAHKOP	Tabcorp Holdings Limited
TAHKOQ	Tabcorp Holdings Limited
TAHKOR	Tabcorp Holdings Limited
TAM	Tanami Gold NL
TAN	Tandou Ltd
TAP	Tap Oil Ltd
TAR	Taruga Gold Limited
TAS	Tasman Resources NL
TAU	Trustees Australia Limited
TAW	Tawana Resources NL
TBR	Tribune Resources NL
TCL	Transurban Group
TCLKOB	Transurban Group
TCLKOC	Transurban Group
TCLKOD	Transurban Group
TCLKOP	Transurban Group
TCLKOR	Transurban Group
TCLKOS	Transurban Group
TCM	Tiaro Coal Ltd
TCN	Techniche Ltd
TCO	Transmetro Corporation Ltd
TCQ	Trinity Consolidated Group
TDO	3D Oil Ltd
TDX	TDX
TEG	Triangle Energy (global) Limited
TEN	Ten Network Holdings Ltd
TEX	Target Energy Ltd
TFC	TFS Corporation Ltd
TGA	Thorn Group Limited
TGG	Templeton Global Growth Fund Ltd
TGN	Tungsten Mining Nl
TGP	Trafalgar Corporate Group
TGR	Tassal Group Ltd
TGS	Tiger Resources Ltd
TGZ	Teranga Gold Corporation
THO	Thomas & Coffey Ltd
THR	Thor Mining Plc
THX	Thundelarra Explrn Ltd (Canada CUFS)
TIG	Tigers Realm Coal Limited
TIS	Tissue Therapies Ltd
TIX	360 Capital Industrial Fund
TKG	Takoradi Ltd
TKL	Traka Resources Ltd
TLG	Talga Gold Limited
TLGO	Talga Resources Ltd
TLM	Talisman Mining Ltd
TLS	Telstra Corporation Ltd
TLSKOA	Telstra Corporation Limited.
TLSKOB	Telstra Corporation Limited.
TLSKOD	Telstra Corporation Limited.
TLSKOI	Telstra Corporation Limited.
TLSKOJ	Telstra Corporation Limited.
TLSKOK	Telstra Corporation Limited.
TLSKOL	Telstra Corporation Limited.
TLSKOQ	Telstra Corporation Limited.
TLSKOR	Telstra Corporation Limited.
TLSKOS	Telstra Corporation Limited.
TLSKOU	Telstra Corporation Limited.
TLSKOX	Telstra Corporation Limited.
TLSKOZ	Telstra Corporation Limited.
TLSKRF	Telstra Corporation Limited.
TLSLOB	Telstra Corporation Limited.
TLSLOC	Telstra Corporation Limited.
TLSLOD	Telstra Corporation Limited.
TLSLOE	Telstra Corporation Limited.
TLSLOF	Telstra Corporation Limited.
TLSLOG	Telstra Corporation Limited.
TLSLOP	Telstra Corporation Limited.
TLSLOR	Telstra Corporation Limited.
TLSLOS	Telstra Corporation Limited.
TLSLOT	Telstra Corporation Limited.
TLSLOU	Telstra Corporation Limited.
TLU	Tellus Resources Ltd
TME	Trade Me Group Limited
TMK	Tamaska Oil And Gas Ltd
TMM	Tasmania Mines Ltd
TMX	Terrain Minerals Ltd
TMZ	Thomson Resources Limited
TND	Top End Minerals Limited
TNE	Technology One Ltd
TNG	Tennant Creek Gold Ltd
TNGO	Tng Limited
TNK	Think Childcare And Education Limited
TNP	Tango Petroleum Limited
TNR	Torian Resources Nl
TOE	Toro Energy Ltd
TOF	360 Capital Office Fund
TOL	Toll Holdings Ltd
TOLKOA	Toll Holdings Limited
TOLKOC	Toll Holdings Limited
TOLKOD	Toll Holdings Limited
TOLKOQ	Toll Holdings Limited
TOLKOT	Toll Holdings Limited
TON	Triton Gold Limited
TOP	Thorney Opportunities Ltd
TOPO	Thorney Opportunities Ltd
TOU	Tlou Energy Limited
TOX	Tox Free Solutions Ltd
TPC	Tel Pacific Ltd
TPD	Talon Petroleum Limited
TPI	Transpacific Industries Group Ltd
TPM	Tpg Telecom Limited
TPP	Tempo Australia Ltd
TPR	Timpetra Resources Limited
TPT	Tangiers Petroleum Limited
TRF	Trafford Resources Ltd
TRFO	Trafford Resources Limited
TRFOC	Trafford Resources Limited
TRG	Treasury Group Ltd
TRI	Triumph Tin Limited
TRM	Truscott Mining Corporation Ltd
TRS	Reject Shop Ltd (The)
TRSKOC	The Reject Shop Limited
TRSKOD	The Reject Shop Limited
TRSKOP	The Reject Shop Limited
TRSKOQ	The Reject Shop Limited
TRY	Troy Resources NL
TSE	Transfield Services Ltd
TSEKOA	Transfield Services Limited
TSEKOB	Transfield Services Limited
TSEKOC	Transfield Services Limited
TSEKOP	Transfield Services Limited
TSEKOQ	Transfield Services Limited
TSM	Thinksmart Ltd
TSN	TSN
TSV	Transerv Australia Ltd
TTA	TTA Holdings Ltd
TTE	Titan Energy Ltd
TTEO	Titan Energy Ltd
TTI	Traffic Technologies Ltd
TTN	Titan Energy Services Limited
TTS	Tattersalls Ltd
TTSHA	Tatts Group Limited
TTSKOB	Tatts Group Limited
TTSKOC	Tatts Group Limited
TTSKOD	Tatts Group Limited
TTSKOP	Tatts Group Limited
TTSKOQ	Tatts Group Limited
TUP	Ttg Mobile Coupon Services Limited
TWD	Tamawood Ltd
TWE	Treasury Wine Estates Limited
TWEKOP	Treasury Wine Estates Limited
TWEKOQ	Treasury Wine Estates Limited
TWH	Tw Holdings Limited
TWR	Tower Ltd
TWT	TWT Group Ltd
TYK	Tychean Resources Ltd
TYKOA	Tychean Resources Ltd
TYO	TYO
TZL	TZ Ltd
TZN	Terramin Australia Ltd
UBI	Universal Biosensors Ltd
UBN	Urbanise.com Limited
UCM	USCOM Ltd
UCW	Undercoverwear Ltd
UEQ	Uranium Equities Ltd
UGL	United Group Ltd
UGLKOG	Ugl Limited
UGLKOH	Ugl Limited
UGLKOP	Ugl Limited
UGLKOR	Ugl Limited
UIL	Uil Energy Ltd
UML	Unity Mining Limited
UND	U & D Coal Limited
UNS	Unilife Corporation
UNV	Universal Coal Plc
UOS	United Overseas Australia Ltd
URF	Us Masters Residential Property Fund
USA	Uraniumsa Ltd
USD	Betashares U.s. Dollar Etf
USF	Us Select Private Opportunities Fund
USG	Us Select Private Opportunities Fund Ii
USH	US Masters Hldngs (Brit Virg nCHESS)
UXA	Uranium Exploration Australia Ltd
UXC	UXC Ltd
VAF	VAF
VAH	Virgin Australia Holdings Limited
VAP	Vanguard Australian Property Securities Index Etf
VAR	Variscan Mines Limited
VAS	VAS
VBP	Van Eyk Blueprint Alternatives Plus
VEC	Vector Capital Ltd
VECOA	Vector Resources Limited
VED	Veda Group Limited
VEI	Vision Eye Institute Limited
VELCP	Vealls CP
VELPA	Vealls PA
VET	Vocation Limited
VEU	VEU
VGB	Vanguard Australian Government Bond Index Etf
VGE	VGE
VGI	Vista Group International Limited
VGO	Vantage Goldfields Limited
VHL	Virax Holdings Ltd
VHY	Vanguard Australian Shares High Yield Etf
VIA	ViaGold Capital Ltd
VIC	Victory Mines Limited
VICO	Victory Mines Limited
VIE	Viento Group Ltd
VIG	Victor Group Holdings Limited
VII	Vietnam Industrial Investments Ltd
VIP	Voltage IP Ltd
VKA	Viking Ashanti Limited
VLA	Viralytices Ltd
VLC	Vanguard Msci Australian Large Companies Index Etf
VLW	Villa World Group
VMC	Venus Metals Corporation Limited
VMCO	Venus Metals Corporation Limited
VMG	VDM Group Ltd
VML	Vital Metals Ltd
VMS	Venture Minerals Ltd
VMT	Vmoto Ltd
VMTO	Vmoto Limited
VMX	Valmec Limited
VMXO	Valmec Limited
VOC	Vocus Communications Limited
VOR	Voyager Resources Limited
VORO	Voyager Resources Limited
VOROA	Voyager Resources Limited
VRL	Village Roadshow Ltd
VRT	Virtus Health Limited
VRTKOA	Virtus Health Limited
VRTKOB	Virtus Health Limited
VRTKOC	Virtus Health Limited
VRTKOP	Virtus Health Limited
VRTKOR	Virtus Health Limited
VRX	Ventnor Resources Ltd
VSC	Vita Life Sciences Ltd
