Symbol	Description
COHKOD	Cochlear Limited
COHKOE	Cochlear Limited
COHKOS	Cochlear Limited
COHKOX	Cochlear Limited
COI	Comet Ridge Ltd
COJ	COJ
COK	Cockatoo Coal Ltd
COM	ComOps Ltd
COO	Cosmos Ltd
COT	Continuation Investments Limited
COY	Coppermoly Ltd
COZ	CO2 Group Ltd
CPD	Condoto Platinum Nl.
CPL	Coalspur Mines Limited
CPS	Computronics Holdings Ltd
CPU	Computershare Ltd
CPUKOC	Computershare Limited.
CPUKOE	Computershare Limited.
CPUKOF	Computershare Limited.
CPUKOG	Computershare Limited.
CPUKOP	Computershare Limited.
CPUKOS	Computershare Limited.
CPUKOU	Computershare Limited.
CQA	Conquest Agri Limited
CQC	Cuesta Coal Limited
CQR	Charter Hall Retail Reit
CRB	Carbine Resources Ltd
CRH	Crowe Horwath Australasia Ltd
CRJ	Copper Range Ltd
CRL	Comet Resources Ltd
CRM	Carbon Minerals NL (CRMCA)
CRQ	Credo Resources Limited
CRZ	Carsales.com Limited
CRZKOB	Carsales.com Limited
CRZKOC	Carsales.com Limited
CRZKOP	Carsales.com Limited
CRZKOT	Carsales.com Limited
CSD	Consolidated Tin Mines Ltd
CSE	Copper Strike Ltd
CSL	CSL Ltd
CSLKOB	Csl Limited
CSLKOD	Csl Limited
CSLKOJ	Csl Limited
CSLKOL	Csl Limited
CSLKOM	Csl Limited
CSLKON	Csl Limited
CSLKOO	Csl Limited
CSLKOQ	Csl Limited
CSLKOS	Csl Limited
CSLKOT	Csl Limited
CSLKOX	Csl Limited
CSLKOZ	Csl Limited
CSP	Coral Sea Petroleum Ltd
CSR	CSR Ltd
CSRKOC	Csr Limited
CSRKOD	Csr Limited
CSRKOP	Csr Limited
CSRKOZ	Csr Limited
CSS	Clean Seas Tuna Ltd
CSV	CSG Ltd
CTD	Corporate Travel Management Limited
CTE	Cryosite Ltd
CTM	Centaurus Metals Limited
CTN	Contango Microcap Ltd
CTO	Citigold Corporation Ltd
CTP	Central Petroleum Ltd
CTR	Citation Resources Ltd
CTRO	Citation Resources Ltd
CTT	Crest Minerals Limited
CTTO	Crest Minerals Limited
CTX	Caltex Australia Ltd
CTXHA	Caltex Australia Limited
CTXKOC	Caltex Australia Limited
CTXKOE	Caltex Australia Limited
CTXKOF	Caltex Australia Limited
CTXKOW	Caltex Australia Limited
CTXKOX	Caltex Australia Limited
CTXKOY	Caltex Australia Limited
CUE	Cue Energy Resources Ltd
CUG	Crucible Gold Limited
CUL	Cullen Resources Ltd
CUP	Countplus Limited
CUU	Callabonna Uranium Ltd
CUV	Clinuvel Pharmaceuticals Ltd
CUX	Crossland Uranium Mines Ltd
CUXO	Crossland Uranium Mines Limited
CVC	CVC Ltd
CVE	Cove Resources Limited
CVG	Convergent Minerals Ltd
CVN	Carnarvon Petroleum Ltd
CVNO	CVN 30DEC05 0.06
CVO	Cover-more Group Limited
CVR	Central Asia Resources Ltd
CVS	Cervantes Seafood Ltd
CVV	Caravel Minerals Limited
CVVO	Caravel Minerals Limited
CVVOA	Caravel Minerals Limited
CVW	Clearview Wealth Limited
CWE	Carnegie Wave Energy Limited
CWG	Central West Gold NL
CWH	China West International Holdings
CWN	Crown Ltd
CWNHA	Crown Limited
CWNKOK	Crown Resorts Limited
CWNKOL	Crown Resorts Limited
CWNKOP	Crown Limited
CWNKOS	Crown Resorts Limited
CWP	Cedar Woods Properties Ltd
CXB	Cobre Montana Nl
CXM	Centrex Mentals Ltd
CXO	Core Exploration Limited
CXOO	Core Exploration Limited
CXX	Cradle Resources Limited
CXXO	Cradle Resources Limited
CXZ	Connexion Media Limited
CYA	Century Australia Investments Ltd
CYC	Cyclopharm Ltd
CYG	Coventry Group Ltd
CYL	Catalyst Metals Ltd
CYO	Clarity Oss Limited
CYP	Cynata Therapeutics Limited
CYPO	Cynata Therapeutics Limited
CYS	Chrysalis Resources Ltd
CYU	China Yunnan Copper Australia Ltd
CYY	Crescent Resources Corp
CZA	Coal of Africa
CZD	Calzada Limited
CZI	Cassini Resources Limited
CZN	Corazon Mining Limited
CZR	Coziron Resources Ltd
CZZ	Capilano Honey Limited
DAF	Discovery Africa Limited
DAFO	Discovery Africa Limited
DAU	Dampier Gold Limited
DCC	Digital Cc Limited
DCG	Decmil Group Limited
DCN	Dacian Gold Limited
DDD	3D Resources Ltd
DDF	Deutsche Diversified Trust mrger DRT
DDR	Dicker Data Limited
DDT	DataDot Technology Ltd
DEG	De Grey Mining Ltd
DGA	Digga Australian Mining Fund
DGH	Desane Group Holdings Ltd
DGO	Drummond Gold Ltd
DGR	D'Aguilar Gold Ltd
DGX	Diploma Group Ltd
DIG	Digital Performance Group Ltd
DIS	Discovery Resources Limited
DIT	Deutsche Industrial Trust
DIV	DIV
DJW	Djerriwarth Investments Ltd
DJXKOB	DJXKOB
DJXKOD	Djia Mini E-cbot
DJXKOF	DJXKOF
DJXKOH	DJXKOH
DJXKOV	DJXKOV
DJXKOW	DJXKOW
DJXKOX	DJXKOX
DJXKOY	DJXKOY
DJXKOZ	DJXKOZ
DKM	Duketon Mining Limited
DLC	DLC
DLE	DLE
DLEO	Dragon Energy Limited
DLS	Drillsearch Energy Ltd
DLSKOE	Drillsearch Energy Limited
DLSKOG	Drillsearch Energy Limited
DLX	Duluxgroup Limited
DLXKOA	Duluxgroup Limited
DLXKOP	Duluxgroup Limited
DMA	Dynasty Metals Australia Ltd
DME	Dome Gold Mines Limited
DMG	Dragon Gold Mountain Ltd
DMI	Dempsey Minerals Limited
DML	Discovery Metals Ltd
DMP	Domino's Pizza Australia NZ Ltd
DMPKOC	Dominos Pizza Enterprises Limited
DMPKOD	Dominos Pizza Enterprises Limited
DMPKOT	Dominos Pizza Enterprises Limited
DMY	Dromana Estate Ltd
DNA	Donaco International Limited
DNAO	Donaco International Limited
DOT	Deutsche Office Trust
DOW	Downer EDI Ltd
DOWKOA	Downer Edi Limited
DOWKOB	Downer Edi Limited
DOWKOF	Downer Edi Limited
DOWKOG	Downer Edi Limited
DOWKOP	Downer Edi Limited
DOWKOR	Downer Edi Limited
DOWKOS	Downer Edi Limited
DOWKOT	Downer Edi Limited
DRA	Dragon Mining NL
DRG	Draig Resources Limited
DRK	Drake Resources Ltd
DRKOA	Drake Resources Limited
DRM	Doray Minerals Limited
DRX	Diatreme Resources Ltd
DRXO	DRXO
DSB	Delta Sbd Limited
DSH	Dick Smith Holdings Limited
DSX	Decimal Software Limited
DTE	Dart Energy Limited
DTL	Data#3 Ltd
DTM	Dart Mining NL
DTR	Dateline Resources Limited
DUE	Diversified Utility & Energy Trusts
DUEKOB	Duet Group
DUEKOP	Duet Group
DUEKOQ	Duet Group
DUI	Diversified United Investment Ltd
DUIR	Diversified United Investment Limited
DUO	Dourado Resources Limited
DVA	
DVI	Disruptive Investment Group Limited
DVL	Dorsavi Ltd
DVN	Devine Ltd
DWS	DWS Advanced Business Solutions Ltd
DXS	Dexus Property Group
DYE	Dyesol Ltd
DYL	Deep Yellow Ltd
EAF	East Africa Resources Limited
EAL	Elders Australia Lt t/over by FCL
EAR	Echo Resources Ltd
EAS	Easton Investments Limited
EAX	Energy Action Limited
EBG	Eumundi Group Ltd
EBO	Ebos Group Limited
EBT	Ebet Ltd
ECV	Ecosave Holdings Limited
EDE	Eden Energy Ltd
EEG	Empire Energy Group Limited
EER	East Energy Resources Ltd
EEU	Betashares Euro Etf
EFE	Eastern Iron Ltd
EGG	Enero Group Limited
EGH	Eureka Group Holdings Limited
EGI	eGlobal International
EGL	Environmental Group Ltd (The)
EGN	EGN
EGO	Empire Oil & Gas NL
EGP	Echo Entertainment Group Limited
EGPKOE	Echo Entertainment Group Limited
EGPKOG	Echo Entertainment Group Limited
EGPKOP	Echo Entertainment Group Limited
EGPKOQ	Echo Entertainment Group Limited
EGPKOS	Echo Entertainment Group Limited
EGY	Energy Technologies Limited
EHL	Emeco Holdings Ltd
ELD	ELD
ELDPA	ELD
ELK	ELK Petroleum Ltd
ELKO	Elk Petroleum Limited
ELM	Elemental Minerals Ltd
ELMO	Elemental Minerals Limited
ELR	Elsmore Resources Ltd
ELT	Elementos Limited
ELX	Ellex Medical Lasers Ltd
EMA	Emerging Markets Company Ltd
EMB	Embelton Ltd
EME	Energy Metals Ltd
EMF	Emerging Markets Masters Fund
EMG	Emergent Resources Ltd
EMH	European Metals Holdings Limited
EML	Emerchants Limited
EMM	Electrometals Technologies Ltd
EMR	Emerald Oil & Gas NL
EMU	EMU Nickel NL
EMX	Energia Minerals Limited
ENB	Eneabba Gas Ltd
ENE	Energy Developments Ltd
ENL	Eagle Nickel Ltd
ENLOA	Eagle Nickel Limited
ENN	Elanor Investors Group
ENR	Encounter Resources Ltd
ENT	
ENU	Enterprise Uranium Limited
ENV	Envestra Ltd
ENX	Enegex Nl
ENXO	Enegex Nl
EOL	Energy One Ltd
EOS	Electro Optic Systems Holdings Ltd
EPA	Ephraim Resources Limited
EPD	Empired Ltd
EPM	Eclipse Metals Limited.
EPW	Erm Power Limited
EPX	
EQE	Equus Mining Limited
EQT	Equity Trustees Ltd
EQU	Equator Resources Ltd
EQX	Eqitx Ltd
ERA	Energy Resources of Australia Ltd
ERD	Exalt Resources Limited
ERDO	Exalt Resources Limited
ERI	Erin Resources Limited
ERIOB	Erin Resources Limited
ERJ	Enerji Ltd
ERJO	Enerji Ltd
ERJOA	Enerji Ltd
ERL	Empire Resources Ltd
ERM	Emmerson Resources Ltd
ESI	Environmental Solutions Internationl
ESIOA	Environmental Clean Technologies Limited
ESIOB	Environmental Clean Technologies Limited
ESK	Etherstack Plc
ESM	Esperance Minerals Nl
ESN	Entellect Solutions Ltd
ESR	Estrella Resources Limited
ESV	eServGlobal Ltd
ETE	Entek Energy Ltd
ETF	ETF
ETPAGR	ETPAGR
ETPCMD	ETPCMD
ETPCOP	ETPCOP
ETPCRN	ETPCRN
ETPGAS	ETPGAS
ETPGRN	ETPGRN
ETPMAG	ETFS Physical Silver
ETPMPD	ETP
ETPMPM	ETFS Physical PM Basket
ETPMPT	ETP
ETPNRG	ETPNRG
ETPOIL	ETPOIL
ETSALA	Exchange Traded Security
ETSAPL	Exchange Traded Security
ETSATT	Exchange Traded Security
ETSAXP	Exchange Traded Security
ETSBAC	Exchange Traded Security
ETSBOE	Exchange Traded Security
ETSBRK	Exchange Traded Security
ETSCAT	Exchange Traded Security
ETSCIT	Exchange Traded Security
ETSCOC	Exchange Traded Security
ETSCSC	Exchange Traded Security
ETSCVX	Exchange Traded Security
ETSGEL	Exchange Traded Security
ETSHDP	Exchange Traded Security
ETSHPQ	Exchange Traded Security
ETSKRT	ETSKRT
ETSMCD	Exchange Traded Security
ETSMDZ	ETSMDZ
ETSMMM	Exchange Traded Security
ETSMRK	Exchange Traded Security
ETSMSF	Exchange Traded Security
ETSORC	Exchange Traded Security
ETSPFE	Exchange Traded Security
ETSPGB	Exchange Traded Security
ETSTRV	Exchange Traded Security
EUG	Eurogold Ltd
EUM	Eumeralla Resources Limited
EVE	Energy Ventures Ltd
EVM	EnviroMission Ltd
EVN	Evolution Mining Limited
EVR	Endeavour Mining Corporation
EVZ	Envirozel Ltd
EWC	Energy World Corporation Ltd
EXC	Exterra Resources Limited
EXE	Exoma Energy Ltd
EXG	Excelsior Gold Limited
EXM	Excalibur Mining Corporation Ltd
EXR	Elixir Petroleum Ltd
EXRO	Elixir Petroleum Limited
EXU	Explaurum Limited
EYM	Elysium Resources Limited
EYMO	Elysium Resources Limited
EZA	Ezeatm Limited
EZL	Euroz Ltd
FAN	Fantastic Holdings Ltd
FAR	First Australian Resources Ltd
FAS	Fairstar Resources Ltd
FBU	Fletcher Building Ltd
FBUKOA	Fletcher Building Limited
FBUKOB	Fletcher Building Limited
FBUKOP	Fletcher Building Limited
FBUKOQ	Fletcher Building Limited
FCN	Falcon Minerals Ltd
FCR	Ferrum Crescent Limited
FDC	Federation Centres
FEL	Fe Limited
FEO	Feore Limited
FET	Folkestone Education Trust
FFF	First Folio Ltd
FFG	Fatfish Internet Group Ltd
FFI	FFI Holdings Ltd
FGI	Flat Glass Industries Ltd
FGX	Future Generation Investment Fund Limited
FGXO	Future Generation Investment Fund Limited
FIE	Firestrike Resources Limited
FIEOA	Firestrike Resources Limited
FLK	Folkestone Ltd
FLN	Freelancer Limited
FLR	Frankland River Olive Company Ltd
FLT	Flight Centre Ltd
FLTKOI	Flight Centre Travel Group Limited
FLTKOJ	Flight Centre Travel Group Limited
FLTKOQ	Flight Centre Travel Group Limited
FLTKOR	Flight Centre Travel Group Limited
FLTKOS	Flight Centre Travel Group Limited
FLTKOT	Flight Centre Travel Group Limited
FLTKOU	Flight Centre Travel Group Limited
FMG	Fortescue Metals Group Ltd
FMGKOA	Fortescue Metals Group Ltd
FMGKOB	Fortescue Metals Group Ltd
FMGKOD	Fortescue Metals Group Ltd
FMGKOK	Fortescue Metals Group Ltd
FMGKOL	Fortescue Metals Group Ltd
FMGKON	Fortescue Metals Group Ltd
FMGKOP	Fortescue Metals Group Ltd
FMGKOR	Fortescue Metals Group Ltd
FMGKOT	Fortescue Metals Group Ltd
FMGKOU	Fortescue Metals Group Ltd
FMGKOV	Fortescue Metals Group Ltd
FMGKOW	Fortescue Metals Group Ltd
FMGKOX	Fortescue Metals Group Ltd
FMGQOA	Fortescue Metals Group Ltd
FMGQOB	Fortescue Metals Group Ltd
FMGQOC	Fortescue Metals Group Ltd
FMGQOF	Fortescue Metals Group Ltd
FMGQOR	Fortescue Metals Group Ltd
FMGQOS	Fortescue Metals Group Ltd
FMGQOU	Fortescue Metals Group Ltd
FML	Focus Minerals Ltd
FMS	Flinders Mines Ltd
FND	Finders Resources Ltd
FNP	Freedom Nutritional Products Ltd
FNT	Frontier Resources Ltd
FOT	Fortunis Resources Limited
FOY	Foyson Resources Limited
FPH	Fisher & Paykel Healthcare Corp Ltd
FPS	Fiducian Portfolio Services Ltd
FRC	Forte Consolidated Limited
FRE	Freshtel Holdings Ltd
FRI	Finbar International Ltd
FRM	Farm Pride Foods Ltd
FRY	Fitzroy Resources Limited
FSA	FSA Group Ltd
FSE	Firestone Energy Ltd
FSF	Fonterra Shareholders Fund
FSI	Flagship Investments Limited
FST	Folkestone Social Infrastructure Trust
FTE	
FTH	Fifth Element Resources Limited
FTZ	Fertoz Limited
FUJQRP	FUJQRP
FUN	Funtastic Ltd
FWD	Fleetwood Corporation Ltd
FWL	Ferrowest Ltd
FXEKOD	FXEKOD
FXEKOQ	Currency Warrant Aud/eur
FXEKOS	Currency Warrant Aud/eur
FXJ	Fairfax (John) Holdings Ltd
FXJKOD	Fairfax Media Limited
FXJKOF	Fairfax Media Limited
FXJKOH	Fairfax Media Limited
FXJKOQ	Fairfax Media Limited
FXJKOR	Fairfax Media Limited
FXJKOS	Fairfax Media Limited
FXL	Flexigroup Ltd
FXPKOA	FXPKOA
FXPKOB	FXPKOB
FXPKOP	Currency Warrant Aud/gbp
FXPKOR	FXPKOR
FXPKOT	FXPKOT
FXR	Fox Resources Ltd
FXRO	FXRO
FXUKOA	Currency Warrant Aus/usd.
FXUKOB	Currency Warrant Aus/usd.
FXUKOC	Currency Warrant Aus/usd.
FXUKOE	Currency Warrant Aus/usd.
FXUKOL	FXUKOL
FXUKOO	FXUKOO
FXUKOQ	Currency Warrant Aus/usd.
FXUKOS	Currency Warrant Aus/usd.
FXUKOT	Currency Warrant Aus/usd.
FXUKOU	Currency Warrant Aus/usd.
FXUKOV	Currency Warrant Aus/usd.
FXUKOW	Currency Warrant Aus/usd.
FXUKOX	Currency Warrant Aus/usd.
FXUQOC	FXUQOC
FXUQOP	FXUQOP
FXUQOQ	FXUQOQ
FXUQOR	FXUQOR
FXUQOS	FXUQOS
FXUQOT	FXUQOT
FXUQOY	FXUQOY
FXUQOZ	FXUQOZ
FXYKOB	Currency Warrant Aud/jpy
FXYKOE	FXYKOE
FXYKOF	FXYKOF
FXYKOP	Currency Warrant Aud/jpy
FXYKOS	FXYKOS
FXZKOA	FXZKOA
FXZKOB	FXZKOB
FXZKOQ	FXZKOQ
FYI	FYI
FZR	Fitzroy River Corporation Ltd
GAL	Galicia Energy Corporation Ltd
GALO	Galicia Energy Corporation Ltd
GAP	Gale Pacific Ltd
GBA	Grandbridge Ltd
GBE	Globe Uranium Ltd
GBG	Gindalbie Metals Ltd
GBI	Genera Biosystems Ltd
GBM	Greater Bendigo Mines Ltd
GBP	Global Petroleum Ltd
GBT	GBST Holdings Ltd
GBX	GB Energy Ltd
GBZ	GBM Resources Ltd
GBZO	GBM Resources Ltd
GCN	GoConnect Ltd
GCR	Golden Cross Resources Ltd
GCS	Global Construction Services Ltd
GCY	Gascoyne Resources Limited
GDA	Gondwana Resources Ltd
GDI	Gdi Property Group
GDY	Geodynamics Ltd
GEAR	GEAR
GED	Golden Deeps Ltd
GEM	G8 Education Limited
GER	Greenearth Energy Ltd
GES	Genesis Resources Limited
GFF	Goodman Fielder Ltd
GFFKOA	Goodman Fielder Limited.
GFFKOB	Goodman Fielder Limited.
GFFKOP	Goodman Fielder Limited.
GFFKOR	Goodman Fielder Limited.
GFFKOS	Goodman Fielder Limited.
GFL	Global Masters Fund Ltd
GGE	Grand Gulf Energy Ltd
GGG	Gold Company Ltd
GGGOA	Greenland Minerals And Energy Limited
GGH	Global Gold Holdings Ltd
GGX	Gas2Grid Ltd
GHC	Generation Healthcare Reit
GID	Gi Dynamics Inc
GIP	Gippsland Ltd
GJT	Galileo Japan Trust
GLA	Gladiator Resources Ltd
GLAO	Gladiator Resources Ltd
GLAOA	Gladiator Resources Limited
GLB	Globe International Ltd
GLE	GLG Corp Ltd
GLF	Gulf Resources Ltd
GLH	Global Health Ltd
GLL	Galilee Energy Limited
GLN	Gleneagle Gold Ltd
GLNO	GLNO
GMA	Genworth Mortgage Insurance Australia Limited
GMC	Gulf Minerals Corporation Ltd
GMCR	Gulf Minerals Corporation Ltd
GMD	Genesis Minerals Ltd
GME	GME Resources Ltd
GMF	Goodman Fielder
GMG	Goodman Group
GMGKOE	Goodman Group
GMGKON	Goodman Group
GMGKOP	Goodman Group
GMGKOS	Goodman Group
GML	Gateway Mining NL
GMM	General Mining Corporation Limited
GMPPA	GMP
GMR	Golden Rim Resoures Ltd
GMX	Goldminex Resources Ltd
GMY	Goldfields Money Limited
GNC	GrainCorp Ltd
GNCKOA	Graincorp Limited
GNCKOB	Graincorp Limited
GNE	Genesis Energy Limited
GNG	Gr Engineering Services Limited
GNV	Green Invest Ltd
GOLD	Gold Bullion Ltd
GOR	Gold Road Resources Limited
GOVT	GOVT
GOW	Gowing Bros Ltd
GOZ	Growthpoint Properties Australia
GPG	Guinness Peat Grp Plc (UK non-CHESS)
GPH	Goldphyre Resources Limited
GPHO	Goldphyre Resources Limited
GPP	Greenpower Energy Ltd
GPR	Geopacific Resources NL
GPS	Gps Alliance Holdings Limited
GPT	General Property Trust
GPTKOA	Gpt Group
GPTKOB	Gpt Group
GPTKOD	Gpt Group
GPTKOP	Gpt Group
GPTKOQ	Gpt Group
GRB	Gage Road Brewing Co Ltd
GRF	
GRG	Grg International Ltd
GRK	Green Rock Energy Ltd
GRKOB	Green Rock Energy Limited
GRM	Global Resources Corporation Limited
GRMOA	Global Resources Corporation Limited
GRR	Grange Resources Ltd
GRV	Greenvale Mining NL
GRY	Gryphon Minerals Ltd
GSBA18	Australian Government Treasury Bonds
GSBC17	Australian Government Treasury Bonds
GSBG15	Australian Government Treasury Bonds
GSBG20	Australian Government Treasury Bonds
GSBG23	Australian Government Treasury Bonds
GSBG24	Australian Government Treasury Bonds
GSBG25	Australian Government Treasury Bonds
GSBG26	Australian Government Treasury Bonds
GSBG27	Australian Government Treasury Bonds
GSBG29	Australian Government Treasury Bonds
GSBG33	Australian Government Treasury Bonds
GSBG37	Australian Government Treasury Bonds
GSBK16	Australian Government Treasury Bonds
GSBM17	Australian Government Treasury Bonds
GSBM22	Australian Government Treasury Bonds
GSC	Global Geoscience Ltd
GSE	Goldsearch Ltd
GSIC22	Australian Government Treasury Indexed Bonds
GSIO15	Australian Government Treasury Indexed Bonds
GSIO20	Australian Government Treasury Indexed Bonds
GSIO35	Australian Government Treasury Indexed Bonds
GSIQ25	Australian Government Treasury Indexed Bonds
GSIQ30	Australian Government Treasury Indexed Bonds
GSIU18	Australian Government Treasury Indexed Bonds
GTE	Great Western Exploration Ltd
GTG	Genetic Technologies Ltd
GTK	Gentrack Group Limited
GTR	GTI Resources Ltd
GUD	GUD Holdings Ltd
GUF	Guildford Coal Limited
GUL	Gullewa Ltd
GUN	Gunson Resources Ltd
GVF	Global Value Fund Limited
GVFO	Global Value Fund Limited
GWA	Gwa Group Limited.
GWAKOP	Gwa Group Limited.
GWAKOQ	Gwa Group Limited.
GWAKOR	Gwa Group Limited.
GWR	Golden West Resources Ltd
GXL	Greenross Ltd
GXN	Global Metals Exploration Nl
GXNOB	Global Metals Exploration Nl
GXY	Galaxy Resources Ltd
GXYO	Galaxy Resources Limited
GZL	Gazal Corporation Ltd
HAO	Haoma Mining NL
HAR	Haranga Resources Limited
HAS	Hastings Rare Metals Ltd
HAV	Havilah Resources NL
HAVO	Havilah Resources NL
HAW	Hawthorn Resources Ltd
HAZ	Hazelwood
HBSHA	Heritage Building Society Limited
HBSHB	Heritage Bank Limited
HCH	Hot Chili Limited
HCHO	Hot Chili Limited
HCT	Holista Colltech Limited
HDG	Hodges Resources Ltd
HDX	Hughes Drilling Limited
HEG	Hill End Gold Ltd
HFA	HFA Holdings Ltd
HFR	Highfield Resources Limited
HGG	Henderson Group Plc
HGGKOA	Henderson Group Plc.
HGGKOD	Henderson Group Plc.
HGGKOP	Henderson Group Plc.
HGGKOQ	Henderson Group Plc.
HGL	Hudson Investment Group Ltd
HGO	Hillgrove Resources Ltd
HHL	Hunter Hall International Ltd
HHM	Hampton Hill Mining NL
HHV	Hunter Hall Global Value Ltd
HHY	Hastings High Yield Fund
HIG	Highlands Pacific Ltd (PNG)
HIL	Hills Industries Ltd
HIT	Hitech Group Australia Ltd
HJB	Hamilton James & Bruce Group Ltd
HLO	Helloworld Limited
HLS	Hillcrest Litigation Services Ltd
HLX	Helix Resources Ltd
HMX	Hammer Metals Limited
HNG	HGL Ltd
HNR	Hannans Reward NL
HOG	Hawkley Oil And Gas Limited
HOM	Homeloans Ltd
HOR	Horseshoe Metals Limited
HPI	Hotel Property Investments
HPR	High Peak Royalties Limited
HPRO	High Peak Royalties Limited
HRL	Hot Rock
HRR	Heron Resources Ltd
HSK	Heemskirk Consolidated Ltd
HSN	Hansen Technologies Ltd
HSO	Healthscope Limited.
HTA	Hutchison Telecommunications (Aust)
HUB	Hub24 Limited
HUO	Huon Aquaculture Group Limited
HVN	Harvey Norman Holdings Ltd
HVNKOA	Harvey Norman Holdings Limited
HVNKOC	Harvey Norman Holdings Limited
HVNKOD	Harvey Norman Holdings Limited
HVNKOQ	Harvey Norman Holdings Limited
HVNKOU	Harvey Norman Holdings Limited
HVNKOV	Harvey Norman Holdings Limited
HVST	HVST
HZN	Horizon Oil Ltd
IAA	
IAB	Inabox Group Limited
IAF	Ishares Ubs Composite Bond Index Fund
IAG	Insurance Australia Group Ltd
IAGKOA	Insurance Australia Group Limited
IAGKOB	Insurance Australia Group Limited
IAGKOC	Insurance Australia Group Limited
IAGKOP	Insurance Australia Group Limited
IAGKOV	Insurance Australia Group Limited
IAGKOW	Insurance Australia Group Limited
IAGPC	Insurance Australia Group Limited
IANG	IANG
IAT	Iatia Ltd
IAU	Intrepid Mines Ltd
IBC	Ironbark Capital Ltd
IBG	Ironbark Gold Ltd
IBK	
IBY	Ibuy Group Limited
ICG	Inca Minerals Limited
ICN	Icon Energy Ltd
ICP	Internationl Concert Attractions Ltd
ICQ	Icar Asia Limited
ICS	ICSGlobal Ltd
ICT	Incitec
ICTO	Icollege Limited
ICU	Isentric Limited
ICX	International Coal Limited
ICZ	Indus Coal Limited
IDC	Indochine Mining Limited
IDM	Industrial Minerals Corporation Ltd
IDO	Indo Mines Ltd
IDP	Indopac Holdings Limited
IDR	Industria Reit Fund
IDT	Institute of Drug Technology Aust
IDZ	Indoor Skydive Australia Group Limited
IEC	Intra Energy Corporation Limited
IEM	iShares MSCI Emerging Markets
IEQ	International Equities Corp Ltd
IEU	iShares S&P Europe 350
IFE	Ironclad Mining Ltd
IFL	IOOF Holdings Ltd
IFM	Infomedia Ltd
IFN	IFN
IFS	Ifs Construction Services Ltd
IFZ	Infratil Limited
IGB	Ishares Ubs Treasury Index Fund
IGO	Independence Group NL
IGOKOF	Independence Group Nl
IGOKOP	Independence Group Nl
IGOKOS	Independence Group Nl
IGS	International Goldfields Limited...
IHD	Ishares S&p/asx High Dividend
IHK	iShares MSCI Hong Kong
IIL	Innate Immunotherapeutics Limited
IIN	iiNet Ltd
IJH	iShares S&P Midcap 400
IJP	iShares MSCI Japan
IJR	iShares S&P Smallcap 600
IKO	iShares MSCI South Korea
IKW	Ikwezi Mining Limited
ILB	Ishares Ubs Government Inflation Index Fund
ILC	Ishares S&p/asx 20
ILH	Ilh Group Limited.
ILU	Iluka Resources Ltd
ILUKOB	Iluka Resources Limited
ILUKOE	Iluka Resources Limited
ILUKOH	Iluka Resources Limited
ILUKOI	Iluka Resources Limited
ILUKOP	Iluka Resources Limited
ILUKOR	Iluka Resources Limited
ILUKOS	Iluka Resources Limited
ILUKOV	Iluka Resources Limited
ILUKOW	Iluka Resources Limited
IMA	Image Resources NL
IMC	
IMCOA	Immuron Limited
IMD	Imdex Ltd
IMF	IMF (Australia) Ltd
IMFHA	Bentham Imf Limited
IMI	IM Medical Ltd
IMU	Imugene Ltd
INA	Ingenia Communities Group
INL	Intec Ltd
INT	Intermoco Ltd
IOF	ING Office Fund
IOG	Incremental Oil And Gas Limited
IOH	Iron Ore Holdings Ltd
IOO	iShares S&P Global 100
IOZ	Ishares Msci Australia 200
IPB	Ipb Petroleum Limited
IPC	Imperial Pacific Limited
IPD	Impedimed Ltd
IPE	ING Private Equity Access Ltd
IPL	Incitec Pivot Ltd
IPLKOA	Incitec Pivot Limited
IPLKOB	Incitec Pivot Limited
IPLKOC	Incitec Pivot Limited
IPLKOF	Incitec Pivot Limited
IPLKOG	Incitec Pivot Limited
IPLKOP	Incitec Pivot Limited
IPLKOQ	Incitec Pivot Limited
IPLKOR	Incitec Pivot Limited
IPLKOS	Incitec Pivot Limited
IPLKOT	Incitec Pivot Limited
IPP	IPGA Ltd
IPT	Impact Minerals Ltd
IPTO	Impact Minerals Limited
IQE	Intueri Education Group Limited
IRC	Intermin Resources Ltd
IRD	Iron Road Ltd
IRE	IRESS Market Technology Ltd
IRG	
IRI	Integrated Research Ltd
IRL	India Resources Ltd
IRM	Iron Mountain Mining Ltd
IRN	Indophil Resources NL
IRU	iShares Russell 2000
ISD	Isentia Group Limited
ISG	iShares MSCI Singapore
ISH	Ishine International Resources Limited
ISN	Isonea Limited
ISO	Ishares S&p/asx Small Ordinaries
ISU	Iselect Limited.
ITD	ITL Ltd
ITT	Internet Resources Ltd
ITW	iShares MSCI Taiwan
IVC	InvoCare Ltd
IVCKOB	Invocare Limited
IVCKOR	Invocare Limited
IVCKOS	Invocare Limited
IVCKOT	Invocare Limited
IVE	iShares MSCI Eafe
IVO	Invigor Group Limited
IVOO	Invigor Group Limited
IVR	IVR
IVRO	Investigator Resources Ltd
IVT	Inventis Ltd
IVV	iShares S&P 500
IVX	Invion Limited
IXI	
IXJ	IXJ
IXP	IXP
IXR	IMX Resoures NL
IXRO	Imx Resources Limited
IZM	Intercept Minerals Ltd
IZZ	iShares FTSE Xinhua China
J4AKRB	J4AKRB
J4AKRC	J4AKRC
JAL	Jameson Resources Ltd
JAT	
JBH	JB Hi-Fi Ltd
JBHKOD	Jb Hi-fi Limited
